BNIUniqueIdentifier,BNIDate,BNIAmount
bni-fe49ece18071ac78d57376b30ce32699,2024-12-02,26700
bni-1c39a0c13997538750be44af1d6f1751,2024-12-02,6100
bni-fe5b78502ad5f4120be2a00ffe7fca6c,2024-12-02,-2300
bni-3fd98e7c1e0925586f31297745808d83,2024-12-02,76800
bni-04caf46d66ab548942f309e9cf18b021,2024-12-02,35100
bni-fba2ec3db9734059c976bb38787724de,2024-12-02,88200
bni-9ebece2e5cf05c93e3c3ff8080df94d6,2024-12-02,53400
bni-51cf7472e38080384074086e0a071a64,2024-12-02,-52600
bni-985ce075058b5da985195418916aabe8,2024-12-02,62600
bni-e9eea2a69437c7ef5e60218fe828e053,2024-12-02,-8700
bni-d3323e3a06ab26fff9b960324835f856,2024-12-02,42100
bni-e23b0aa041d88b8cc588e83158c62ac6,2024-12-02,86400
bni-2c2a2805906ca68d4d6ca773dcd50e2c,2024-12-02,67400
bni-a7ad1ede43b0718b913798837adea6ad,2024-12-02,61100
bni-66c3aae8abc4f090ee945d91d01c1417,2024-12-02,86200
bni-beac9a7914ba2e4cf7f46c781a16275f,2024-12-02,49900
bni-224c6ea4628a9499b9b70ae0e1cfbafb,2024-12-02,37900
bni-a9511d78c34b87c4b330a5ab8bbbb0bc,2024-12-02,67500
bni-9aaad727320e5e1fe4cdc295270db032,2024-12-02,-71500
bni-f9e744f9ebd639c4dca81da376fb3828,2024-12-02,-86400
bni-b26ed446bb3c578fa17ce784865a3068,2024-12-02,82600
bni-e203e39d3bebddb7f16816445efca211,2024-12-02,75000
bni-b294d1b0b4727c566d2712581ae1a7c3,2024-12-02,-22500
bni-14923e3b089d258301aa33f79ed3c5b6,2024-12-02,72600
bni-5d677cad6cf4be5097e3550969542dd8,2024-12-02,73900
bni-df2d79c95dbcbfe6a76d2620555fb9bc,2024-12-02,35400
bni-e354079dee998e692d1b8f4486a37661,2024-12-02,25700
bni-486ec143de2ed11e94619fe32ded67e4,2024-12-02,27300
bni-4a0437937f3c88dec95ee7592f6a4882,2024-12-02,77600
bni-e9e0334a4263642843638c0627e21949,2024-12-02,78700
bni-93e805f1fb2cf7261b109068bcc1821f,2024-12-02,32800
bni-d1e3ce12a3d95e4356499677ed702474,2024-12-02,-99900
bni-9655d1a847ff04aaee2c281ef9479c30,2024-12-02,-3400
bni-ada6f007bac20345485ae1d0dca10a75,2024-12-02,69100
bni-fe613316b6f2d8209ba95bdeebcb7773,2024-12-02,81300
bni-1e51169b312f12d23ea349f20cab1dee,2024-12-02,14900
bni-ac27d8c43c24ce4128f3fcec3be7385e,2024-12-02,60800
bni-d98c070b648aa809e7f0e21ec2d7f94d,2024-12-02,-43100
bni-e97efc0c89d1dc181af6e9f18c6ccdfa,2024-12-02,27500
bni-80da286e37c62d86debab62b5005cb34,2024-12-02,20200
bni-ad56ac2c324a54cec1d772d4cf09b112,2024-12-02,99000
bni-d89094551776a4054edd8cf36756317e,2024-12-02,60100
bni-1a16d65c7ff118075fc54df5844b7409,2024-12-02,45400
bni-e23d1a0ff36ac72afe492d1aa0988fb0,2024-12-02,-18800
bni-472d32a4e27122a7cce3ce7f460fffce,2024-12-02,2900
bni-3eb7e1bb181e31b70b6449e59bc19b24,2024-12-02,23300
bni-b5283b228d47ae7ab14132416e5eeea4,2024-12-02,69500
bni-1694358ceed62ad16c98105628d7529e,2024-12-02,58600
bni-93f74d65d66ca9144a189644d0b92331,2024-12-02,29600
bni-780d147efdb534c791158742960563d7,2024-12-02,-13900
bni-273f9e3d8a2c8b750886beff9ba5d3d5,2024-12-02,14800
bni-cd99379ecd23b5bde7a758f01da0c459,2024-12-02,4900
bni-587270a5615443b50023d1d57abd5d99,2024-12-02,22200
bni-b44b1bd00c431ee8f198ff1f10dced8d,2024-12-02,6900
bni-91428d145b518833cb46ff8540699531,2024-12-02,53300
bni-225fe6224f29eb1964ed999f1db7259f,2024-12-02,69200
bni-f5f76b30f94eb2224fef818f11bf50a1,2024-12-02,47200
bni-8ae9b2df0d7f770b409155c94a19a8d8,2024-12-02,-20300
bni-0c0a10d7d1341e1d48ebc67935147c8e,2024-12-02,98100
bni-6cf36c6403c225d912af882499655190,2024-12-02,5900
bni-eb2d5ff1db9a82ca58bfc89429abd6f3,2024-12-02,-78400
bni-7f13b84b81f4015cf8326284394fd555,2024-12-02,59800
bni-170005dbbe18faf197de2c2fb3062e81,2024-12-02,15200
bni-1dd378feca3ef1a6592c3b64406bc786,2024-12-02,9500
bni-f9f4294a5eae0513b64e888dd67e85df,2024-12-02,63300
bni-3ebeebfdeaee094c35dd712ea852c8fe,2024-12-02,-4900
bni-0dfe375c936f542ee3d9709a2fd23d79,2024-12-02,-48300
bni-721210c6ecd7a532948460e66dc21c30,2024-12-02,70600
bni-ba8d812df45eeb846b1b21691c77aba7,2024-12-02,-56800
bni-1836cd80662ea3031e35132eda080657,2024-12-02,94200
bni-7bbcdd24b49017f44b536812b63c0a8d,2024-12-02,-7300
bni-7ec9d4b0913369d47c6f504eba8244d4,2024-12-02,59300
bni-e5080c04b56fb464ff07230bf207faa0,2024-12-02,98800
bni-c0c7605106f9bd1423a38e5ae3fdd21a,2024-12-02,60400
bni-8fa51ec103eb25267eeae49a291ae7ab,2024-12-02,-17300
bni-7a5fff58422b82ff204301256cfe3686,2024-12-02,27800
bni-737e65488bbf2e51d58b1d709ffb2086,2024-12-02,26200
bni-3d659de99852a40ed73f752efd4f3507,2024-12-02,-58000
bni-fc5adf68f8908d553673d25dd0bc060b,2024-12-02,99100
bni-bf5916869036f4b72f245fe27b3ebee2,2024-12-02,-55300
bni-1ef71847c12fb0231672e07105c26436,2024-12-02,88300
bni-50b79230647c672d4141b111e7402adf,2024-12-02,76200
bni-e463e60c5b891617f9e8317edd741abf,2024-12-02,-71100
bni-aa7852cd76155e87d99f9b660a47a79d,2024-12-02,-47800
bni-c2c3a9635e33a05a8de60639231e53d2,2024-12-02,86300
bni-e799ae0c0fd5c73b657f5192408f6e5f,2024-12-02,88500
bni-6336ba86a91161713b9517be46f1c1af,2024-12-02,-36300
bni-d2c23d9b9a2262b363d5e15a07a02af9,2024-12-02,13100
bni-f4e846bafcba329ccfa1d6e52c3750bf,2024-12-02,-50100
bni-42911d5f866fc0a98e2ad1e2dcc2fc79,2024-12-02,27500
bni-f7b41d935faf255fb6c1dee1927de3fe,2024-12-02,36000
bni-1aa05e52db733aef4ce6871211f484fc,2024-12-02,-53600
bni-04b23879da56405506325aefc45939d2,2024-12-02,41100
bni-e53e9f0be6f2bfe0104959d13d33e99e,2024-12-02,9400
bni-0f6613c1fd30fe0b5d0e909256d671fd,2024-12-02,-49200
bni-5374e275e6eed0e4fd31d9011609982c,2024-12-02,-32900
bni-5d41b2eecd784ecf59ce4622a93a8504,2024-12-02,98500
bni-423d203a66911921ebb03568a0abbd9c,2024-12-02,97500
bni-284a19851b3beaeceb95cb1c033a2419,2024-12-02,-3500
bni-2c18e59a1687d8167429a4780365de10,2024-12-02,32700
bni-3d73b880fe2b48997e4a64f6ed2683f2,2024-12-02,6200
bni-48913dea5aa63dc6a190b3e6144e25d1,2024-12-02,40500
bni-1ac4ab55be01d2178f3f3dddd4eacb75,2024-12-02,70800
bni-380dda715cd13c142795b765c5c571ae,2024-12-02,22200
bni-56fe7c05d86b6d7083f245a2b25bfa30,2024-12-02,-9700
bni-c310988eedd4d719c17f216f74a6afd4,2024-12-02,15800
bni-8881ea9be2850c6ce3bf7ad34d9bad4d,2024-12-02,-63800
bni-6423f2723f79d0572fc87a4e0ffbc176,2024-12-02,51800
bni-34f88cb286d817404a9fe4def99fe80d,2024-12-02,42500
bni-e25291f35cf4b4fb78fd757574d07619,2024-12-02,23600
bni-28a5a0cd045322c9edb352d91ccf8f4d,2024-12-02,-80300
bni-81aa51a99ba8a9b57cbdb0738b816945,2024-12-02,9300
bni-9db533ab466feba2a54ef989244da6de,2024-12-02,-68000
bni-9100c74cbd9ba79b1a0f9159927e19ac,2024-12-02,60800
bni-22ab8d1ea0b6b524fc8a285a3cba1f44,2024-12-02,16500
bni-b05ee2ec0c521dae270f1b5f23bfa8d9,2024-12-02,12300
bni-c7c112023f4928c088f7176408cc370d,2024-12-02,24700
bni-cbd4fb259218f3ef9842e713834ab938,2024-12-02,-66200
bni-f9775f2cd1450bf8e063212795485cfa,2024-12-02,74500
bni-53d11051f55f98e5c11412360586f683,2024-12-02,-60300
bni-4da36d8883a99dd6d633e2a1955620db,2024-12-02,11100
bni-7e76415eb0071f610a1fad7d20988f37,2024-12-02,23000
bni-9317d4c6de2661368efaa10f0c4b7d1d,2024-12-02,79200
bni-6f7de556670ff655f83bcdec8553cb8f,2024-12-02,78900
bni-96e9cf93bd44d53a8338879cb491e285,2024-12-02,21900
bni-855558c4cced94e1dc3ec0330d95d785,2024-12-02,95800
bni-be61a29cbc0d3612f7be7d5557937bdd,2024-12-02,51500
bni-293559eac1a01802ef076e38cc5edc15,2024-12-02,-84200
bni-75a965e0ef8092d301e5b1b76d3d4add,2024-12-02,-51700
bni-4a3ab61122913c4a108ee11a999bc4a8,2024-12-02,44600
bni-43795450295a47be5e97a93b32bf2a4a,2024-12-02,10200
bni-ed5b54d7897d71df72d8a50701a9a350,2024-12-02,91200
bni-4e465a1ae4d754016430a9e6c141fbb1,2024-12-02,5500
bni-62256ab009f298b9e9335c1891288076,2024-12-02,92700
bni-e5ffd1e6b5ed4488c47c367a54c5d62c,2024-12-02,56200
bni-237971707c235a5278690a5b83c291fe,2024-12-02,79600
bni-78b95692c579498d36491da6bbafb11d,2024-12-02,35400
bni-d9ee314c5179b60e18fb0dc41dbd6b92,2024-12-02,96000
bni-e1dabed11841d7e31eb649471c8728ed,2024-12-02,99400
bni-989a0f3987c096a4552828766b44eaf7,2024-12-02,16000
bni-40f3118102d6d71d39785aae20ad0344,2024-12-02,54700
bni-4732e833b6f44ce9f7b634dbe4025691,2024-12-02,23900
bni-ec9df28ada201255db7827c4bbb5e430,2024-12-02,49600
bni-09be4b4482ff97b147b370c14ba13256,2024-12-02,84600
bni-779c371c1cdfef0332f70ec1aaa1d23e,2024-12-02,55600
bni-14e1b67ce9acf47135029ee8d5bcd89c,2024-12-02,20300
bni-f1b14b74a7ec07a956af440d16a57569,2024-12-02,56100
bni-5e25059d17f68d087ce3c2790d87a1c0,2024-12-02,37500
bni-3576a9708357cfc47bf5050768136dfe,2024-12-02,54300
bni-53759412def0ce0bbe3982065c531ef6,2024-12-02,84300
bni-99d952763ce297babe706d67c06f4f4e,2024-12-02,77000
bni-1ec338f322d6e1b797d3c7aa9498626f,2024-12-02,73600
bni-080be5714505c3b731e9795bb87933b3,2024-12-02,86400
bni-13ccbdbf522f0e4bf52fa789be572dd5,2024-12-02,72800
bni-a2c20d154967492cc61b952bbcdf6d98,2024-12-02,-56000
bni-a585119ace889fb3d74f09f40d6f311b,2024-12-02,-5500
bni-6773c2800ae43d22362a5dbe2e9ae078,2024-12-02,76800
bni-f5052dffbf677a9a72a95099084f8576,2024-12-02,-41300
bni-9d9c07012c299f48f49ec01f7056e0bf,2024-12-02,89700
bni-d54d0351f3030b160979ef5870aa3284,2024-12-02,52400
bni-a81a03d7b9a8f76ed53c0c1f7a56ae93,2024-12-02,43100
bni-90e9b30c73b104b29af7d5e434731eed,2024-12-02,28100
bni-aa66708d13415f421657ba1b3286b7e5,2024-12-02,-9900
bni-25bd2c557aa6bbe2fdc17b197c66a446,2024-12-02,-19100
bni-b7f88e6e55134f738bf78918945516a3,2024-12-02,46500
bni-3dcdde299b7a156799eed779bc086cf5,2024-12-02,-23600
bni-ba584f9acb1fbecedaa1d256cbfe404b,2024-12-02,73900
bni-fbfa970729c5447df66162e302e1d3f7,2024-12-02,-89700
bni-6b13f55296bf07c94e341a38c92a0e3f,2024-12-02,-11100
bni-0aef3c7f4253869c3d79f4c778f395f0,2024-12-02,38000
bni-4b48d83c77a230a8c5e030b6fbaf4b43,2024-12-02,88300
bni-7ac3688dffbcddca281980530fa72f0a,2024-12-02,-26600
bni-c0e22d3830f21db5003ddcff89ec8247,2024-12-02,-89100
bni-556eb725cbaca71e669919622122e3ce,2024-12-02,-26700
bni-41fc34953ff8a95d52b62a0d6c6bf844,2024-12-02,46100
bni-8e94764ea9fc4b2714bc9bbf20735f6a,2024-12-02,71800
bni-ce1ab3df2a71a06a9b94fcb0ed58528e,2024-12-02,62300
bni-e78a35166bdfd0e391b9561a24a72420,2024-12-02,41900
bni-736dcde6eed1f18affea36e42f812638,2024-12-02,13600
bni-12a45c287165bbb734f2da7438fd6281,2024-12-02,15100
bni-56791dc21b200cff4c0bfea9e1e7d043,2024-12-02,93800
bni-54edcfefb4a0017c38d3dd89ac5c0673,2024-12-02,64400
bni-50fa7320797300c3acf66780686ec62a,2024-12-02,-38400
bni-f331d9e9f3ce66e03e5cd058fd35375f,2024-12-02,29600
bni-bbbab510f4e65f6497c727621a8663fd,2024-12-02,-22500
bni-3fef0c888b9b7cee88533e59b0f810dd,2024-12-02,75400
bni-d4e66faed165cfdced778077ee6265d0,2024-12-02,33700
bni-44e91d5e5e2c58128e5cfabe52351af2,2024-12-02,34100
bni-9b0c2966ddeeeca2d4559878a4358cb6,2024-12-02,96500
bni-f73b91f616f54a6ddcbd6fc1b8edb86b,2024-12-02,-55600
bni-cab481fd67c1a53a6626afe27f7cd530,2024-12-02,18700
bni-0438879464c735510c120ef54d57ee7f,2024-12-02,15000
bni-a804547be3aadcb056f9cbc8a48c11a0,2024-12-02,77900
bni-a8187e60648e01c98009259ad1a3c6ea,2024-12-02,71500
bni-b876f14212139e0fca89731c25e3efdc,2024-12-02,11900
bni-8d7178a08281da63bef862e017e48b0d,2024-12-02,73100
bni-2e74ce3fe735a16aebd048517fc554bc,2024-12-02,53900
bni-db6bd570768a347d30422dd216687f4d,2024-12-02,70700
bni-2d041a221044f2eecf999080682326ab,2024-12-02,38200
bni-a3605d038fd9c545fcedfc6c6d66af41,2024-12-02,46600
bni-4cfd5c2c3775b6b7b76b6490c74752ef,2024-12-02,-67000
bni-f128ae4c92494ee5c5b963e4556a9790,2024-12-02,-69400
bni-203f28974351f5847b1aa92992c78f89,2024-12-02,-16100
bni-c844cce03f3bcb75e647397cc82b3db8,2024-12-02,20100
bni-8513b07655fad846b48f2823aebd68f7,2024-12-02,40300
bni-7c06e2cd2adc2bf5ce563d0e973aa586,2024-12-02,-29800
bni-87172e015e7f51c1c9490b28898eeab7,2024-12-02,-98300
bni-ac3d20be726ec7e0d93ffd69e782a220,2024-12-02,27400
bni-9af9dc5232084d22c4f1aa0d8ae64d9b,2024-12-02,57400
bni-abf69f97d3dc90e8dfbf206676b0f6dd,2024-12-02,-65200
bni-76d8f80a00d5cd15a30c10923f3f0719,2024-12-02,-96900
bni-879c9b5c89db4ba9b99c3f56a0f65ff9,2024-12-02,97200
bni-2c0ab779b25944173227128be1a2a37c,2024-12-02,29100
bni-7298f33360af9ba44a0c578a52edd392,2024-12-02,33600
bni-1281e63d3ebf74e58788b6e0bcf4f221,2024-12-02,6800
bni-13b2bfe5e5156aee13351ce77f28bcad,2024-12-02,12700
bni-8d106e8b730b233aad41f9f83abc2baa,2024-12-02,25800
bni-01bd77102f43bae6f8217c7c404842d3,2024-12-02,95600
bni-5a4a1b864c482d24d9b8079052e274b3,2024-12-02,61500
bni-d4fc183500ab1d4ab3667e0d39044bee,2024-12-02,60000
bni-d2617922f0163470eca6bd2ed78549cf,2024-12-02,77700
bni-9e1ba1b2588def8fdf2d97d13708c4d9,2024-12-02,18300
bni-b51dc83915b18ffc81bdb7b38d677b19,2024-12-02,83200
bni-8f7419f99b8667b935d7f696f7a0aa9b,2024-12-02,89600
bni-6b3cde8ad402c72b5fbf0518e10508da,2024-12-02,-63100
bni-e1c7b6a711b2df31021f1614c459ee60,2024-12-02,-88200
bni-ac0178ffb2599375ccca9fdcd0edc6d5,2024-12-02,-91500
bni-81c17c0bb5e16b71df6fa4cb11c1e9ce,2024-12-02,78700
bni-6b1d2a7697080c11404c4a9873be9bb4,2024-12-02,36500
bni-6804e909362d7fdba8d2ce7cab305959,2024-12-02,28000
bni-8cdb0cf35011cd151c7c32e2fc65fafb,2024-12-02,30800
bni-21de8e28a45ddfbb298aefdc9c766ef5,2024-12-02,-18000
bni-c9413aff213630cd14338c714e7f8f1e,2024-12-02,29500
bni-01314bda5a2119afe43e100e544dfb09,2024-12-02,12800
bni-cdc7b5d525beb86316e39483a7bdb335,2024-12-02,-60200
bni-17e868134617c06c951ab750de99c7a0,2024-12-02,39400
bni-ddba9ea9157d76ae323d38fb7d6012cf,2024-12-02,26000
bni-f133291a1548bc1d062a60dd353e0b3e,2024-12-02,-51900
bni-27499beaddd874a4d1df768d6f5a8e5f,2024-12-02,70500
bni-0a2e1edf70c4288497dc389de904cd0d,2024-12-02,40200
bni-2f3dfb72e720f4d879b55de501d1962f,2024-12-02,-18500
bni-00f41ca1581376bbb34e9875713ae79f,2024-12-02,48200
bni-90e99ab90140079d01becace5275d5c6,2024-12-02,63600
bni-26c5a02cf59bc96c8b8b126c303c5605,2024-12-02,77700
bni-b4c10281bdf6d99b2ccb2b649e1235ce,2024-12-02,6200
bni-014766eca5774e3e1cf3f5efd255c646,2024-12-02,73800
bni-7de195183673b118b3ccd2ac66810ccd,2024-12-02,24100
bni-53fd06ce3d99f2499af5ddad4377c752,2024-12-02,-86000
bni-427e5c174f50c5a68e24b9de121d345a,2024-12-02,28900
bni-d45fbcedcab6ab14add3c25a1ae8992f,2024-12-02,82800
bni-60d4f6f872143288ca2ad474f334c13b,2024-12-02,53900
bni-35ae77cccd0c4f612bc69a1b9e611962,2024-12-02,84000
bni-13251709f0f55941c7e0123b6b11dda0,2024-12-02,9800
bni-ee809dad5505ca79e210307b0a9f421e,2024-12-02,98500
bni-05d233f64f6c7a85598edba4be4f1db7,2024-12-02,-7700
bni-2ef0140602984f341814b67791ed2198,2024-12-02,51600
bni-0d5b1b3ae4d1544079619b5546cf3b7d,2024-12-02,14200
bni-5ad185312e895ece741e3f2df1783447,2024-12-02,99000
bni-08515a5dc3ae69fb0c691ec261c59ad3,2024-12-02,61000
bni-0a92f0ba297bebe731f7050693103b67,2024-12-02,6300
bni-6d588c3da8d2e9bbb82ff9b2eade8579,2024-12-02,-11700
bni-51bfb4c23af78045f54222eae7b33544,2024-12-02,-79500
bni-0ab11f79f6d4539b9afd0d4e6823eefb,2024-12-02,30300
bni-569c46ddbfb93d089f9d362aaddc425e,2024-12-02,19800
bni-2fc9baaa1ab03548c8854e0666a0f9c2,2024-12-02,40500
bni-d74f26f1de384451cda203c035dc7739,2024-12-02,-78700
bni-e1801e7e7ce851f985d15be2b0ff398f,2024-12-02,-19600
bni-83652478c8515ef7118d494d67cbdcdd,2024-12-02,5900
bni-f51d7a71061462ea3221f65fec3c0b3e,2024-12-02,17400
bni-f90c7bc1d2ddb442a7a0a2504d5c8747,2024-12-02,92000
bni-a2504a1bdc7edf982d0930be5e1d6368,2024-12-02,-5800
bni-e7b03b0b830eed38e8041f8b95dbf7c5,2024-12-02,88800
bni-e14d8c3a756cff7977efd09dcbae4455,2024-12-02,-79900
bni-098319429feb0e5cc72435df5008cc25,2024-12-02,-66900
bni-7c664f2632469222651fc8493dd45afe,2024-12-02,36800
bni-b438f07c82bcceed35f45c9049525b56,2024-12-02,-69300
bni-1ec0e0d99f7d6ad4f2b0d0d93819c9a5,2024-12-02,84500
bni-14d1fbbf0adc78c271389f47feb7136e,2024-12-02,-42500
bni-8e069e0f89a7a2d26fc05735af2d338c,2024-12-02,82700
bni-d6bd63b1a07dc2b05d73b768f4d1b781,2024-12-02,-96600
bni-573699795de54a5064cd2b9caaff8912,2024-12-02,58000
bni-ec63fc1993e2eb98afe89179432d1f99,2024-12-02,45000
bni-9d8debbfa6fbb7c19232856d60aa915e,2024-12-02,84100
bni-388ec2600680cbfd03fb09836dd8d20b,2024-12-02,65400
bni-e994c3e84ae8b0ca86e0d513cfae4002,2024-12-02,-35300
bni-6608aa2e113ba77e96a69f46f7561283,2024-12-02,28100
bni-f8ccb598da719efc158049d10b967db5,2024-12-02,94600
bni-ec78ff8c240a2e312100eb9eabd7a5e5,2024-12-02,23800
bni-52577fb3e2122ea7d12e5fe4937cd876,2024-12-02,20800
bni-eb0e5eb421e1835561f2c90609cd2843,2024-12-02,-47800
bni-23ef6291558bd6c4b63b7194a83d1529,2024-12-02,61500
bni-af7e62a6567338b0cd2b7cf5440bfcad,2024-12-02,95000
bni-da3485b6f382fca26b5bccdbcf38ce78,2024-12-02,-8700
bni-9568edfd778888ab642b18c7649d5749,2024-12-02,44700
bni-efc7e8e5ede412c65026e180fa25075d,2024-12-02,41600
bni-89ce6d9d118cc5f8bd4d35c60e23ce6e,2024-12-02,84200
bni-9b3fc76b64dafc3a667a08b55a77d022,2024-12-02,-89900
bni-715f6b065b97b461be3c40704f2c9b16,2024-12-02,22600
bni-ad1b31477a3e14ff08cb52d0dc690843,2024-12-02,-93600
bni-dea18990ccbd31c5e70b5b82c71e4102,2024-12-02,81800
