BNIUniqueIdentifier,BNIDate,BNIAmount
bni-31deb09e1f1fc1053074b43e94f722fe,2024-11-26,-49800
bni-2cb5d85b2ef86b5ad29dc13847f935c5,2024-11-06,50400
bni-03a4073f12af769fd9733d5c3f1136f4,2024-10-23,-4300
bni-d30d03957caeae045fc948ae20df1351,2024-12-03,91000
bni-74832d1acb17c044f903f95531cc7299,2024-11-27,51900
bni-e4ca397f6f9363dbbb2f49120cf010d9,2024-09-29,61600
bni-a7f5b4295eb9c10d37e4a6d0a30f2f59,2024-09-14,85400
bni-53b154566d893cf31d9857d23321fa5f,2024-12-09,83900
bni-0f39ed8713889fffd07413244e5341dd,2024-08-18,-36100
bni-e050a049af4c05a1b02e0ac4c2c994ab,2024-09-04,74100
bni-ca372f8c8e19f8f02343c42759430a71,2024-11-13,63200
bni-5f009684097472e99a9bad3dfe35de4f,2024-11-10,27200
bni-f38f47d7251db6dda5434b8e3c208760,2024-08-22,-36900
bni-f31263347a6e9a93a34a67e17b923e80,2024-10-17,-61500
bni-f1d9669f908cdc5fd9864125dfcb652c,2024-10-06,-32400
bni-05779523cb8116d6ca98b985b012fb59,2024-11-08,94900
bni-1cfbd658bed04771badd42ace1f60c22,2024-09-18,94000
bni-670e2df20b06b3b375e9cc07fb7bb59e,2024-08-30,71100
bni-19506bfc66a626989fc5ce7c6737ef5a,2024-08-29,22900
bni-03b58e4e5484ee03dce6d8d3d9377628,2024-10-13,75800
bni-1661223d8cdc8a84a5215c3312afe133,2024-11-02,95900
bni-a94ba7f2f6d26b1d1de901ec76cb291f,2024-10-30,51600
bni-9fc36c5a0132fb1740a099b754ff2967,2024-08-14,38900
bni-5b6170657e7ab3b38de961cdca77c1ca,2024-10-17,67400
bni-b71ed6636e08c9075786ac263c035175,2024-10-27,74200
bni-b02603d8dc1ad82c5c540ca8cd61e29b,2024-10-12,22900
bni-c010f5d96ee708948e627caee41367c3,2024-10-10,92800
bni-de6cf3ea9c9f893d8c7065d548b52aa0,2024-08-19,79100
bni-e48e146905a0a29eb1bdfc3d03319510,2024-09-09,-16400
bni-3586790e3ef3a9ff97843c44cef7769c,2024-10-31,90300
bni-dcae32669e8961577fa7d954664861e8,2024-10-01,26600
bni-82b4c843b23b22a7e28baf4e9bc20b6a,2024-09-13,-27300
bni-46aaedef1c21484f72c5985e820df00c,2024-10-08,90000
bni-221fb1e0c1cc5b5fc4510f68f0606587,2024-11-09,53300
bni-caa08e63822cd246a9a3d038c453df96,2024-08-31,94900
bni-894079523c44f92f7d2971b11ab78a78,2024-09-02,-6400
bni-e29b72b38a517065e1623ba4de64eb85,2024-09-10,-31800
bni-4316a09183e90299a90d3fb548761987,2024-11-17,71400
bni-31ccc62f4f42c5cadb4c1a12d6dfa5dc,2024-11-24,6100
bni-bdc6afd5010874765c6a7bd13b117ebf,2024-09-02,70300
bni-99bc3a22300067ee3600a113e48a347e,2024-11-21,6700
bni-783dc7dcfbf5797c04e972cb7efdcfcf,2024-10-16,29600
bni-9317b0659360acf3d53a0c56e20c15ae,2024-11-17,95600
bni-9b8f89aaff7a1bec80bda516f4b4e77d,2024-11-11,86800
bni-4875d9f2fa3fd508d7b07e41aedf01ab,2024-09-05,17900
bni-e48139bf3c847f758f443bdaff3ab13b,2024-08-29,46500
bni-2f6b0a126ab9e1abceaec60fc256d7f9,2024-12-04,78600
bni-e3efccd25204a854e9dd96ee23bd34b0,2024-11-26,77600
bni-06347b7fd037c7eda9926ba452402250,2024-10-26,-42400
bni-897c334be2beeef44bee678b2f026e25,2024-11-21,7100
bni-a3b1dcb8996c57705874ddfb18298c60,2024-11-10,-54400
bni-cefdf9d002568ff8923e174cbc07ee36,2024-08-16,45000
bni-1d853a9264572aa1a6cd6f52bcbeb56f,2024-11-17,23800
bni-d9b42bd3f8442823120a429c8e7ce555,2024-11-10,7100
bni-65186021c57cdef191a5a05d7070782c,2024-08-29,94600
bni-a3a6681e5b649a2480a0cde3a1f7dc2b,2024-10-16,86400
bni-6b3c3d3c458533e530feadbf4d2b7139,2024-09-12,78500
bni-bb7ce21985a310c77e4c36be62190c4c,2024-10-07,70400
bni-2002ca48d39192e7f1417aa58cc2d192,2024-10-08,-17200
bni-585a08163e80b7ccd2c9d540bdf90585,2024-08-17,28300
bni-9e803b5648502092b593a8d705f0b15c,2024-08-31,57300
bni-d222833fb6aa5de84b910a82dfbc85c3,2024-09-16,21000
bni-f48365380953e92124f272959c530c3a,2024-12-06,15800
bni-fe531bdf763a6dc088eb5d45ad8dc364,2024-08-23,36500
bni-d4b3a9b914dea6a1efe5bba6184ababa,2024-10-03,-73900
bni-fe765488c2176bb5f20e43c216ca862f,2024-09-10,-74000
bni-fd977c757888b1057725033c96ea82c3,2024-09-09,-75100
bni-89a39ca651dc96a3442038753fdf6465,2024-10-31,72000
bni-d98e0afca8f620f9e747ee0c903442a4,2024-09-22,69500
bni-2ddd09fcf86d1564f482422450ca736e,2024-10-24,-64000
bni-0623d126e3006b136c49579eeb31ff09,2024-09-27,46800
bni-f3d4bbbfdf3dd488b5460bcc285cfd59,2024-09-07,83700
bni-be6e99911c60066f751809bfce6174e4,2024-09-24,27300
bni-118e3571ffb4fa036b96ba25a479b711,2024-11-20,85900
bni-0ba99c4cb4b4e1b754ac8482d00f263a,2024-12-01,30500
bni-919e355ac89aaba392b9121da7052045,2024-11-26,88900
bni-4a4ca8700a2383e7d7e443f26fd870ea,2024-10-07,-6000
bni-2403fb2fed5ec72296a12dc904ad962c,2024-10-28,92800
bni-a9a34eb223906811a7435aeee5603fe8,2024-12-06,45800
bni-eb3c9dbdb2dfe94bc1bc5f46f8c77b8d,2024-08-22,25300
bni-70a2de3c39136df1a2c7435aae74f0ec,2024-10-03,81500
bni-600c7d81279da5bb0350cd5289fae122,2024-10-05,45200
bni-298f9a18c4350ddd1d443ace02f0c45e,2024-08-27,45000
bni-61746702e8906d9e009589cc9ee0f653,2024-12-06,29200
bni-46c050ee1e62ce8295c25f4b26be74a1,2024-08-30,46000
bni-aba96cbc179d9a53dca0bf3fefc338fd,2024-10-27,62000
bni-ef90f69442e5bf3ce4511ae41b5d4997,2024-09-05,72100
bni-186c851d77b9bed14188d31fd364ae23,2024-10-30,12800
bni-0b8152124dfdc81c18ab4aa5fb4eefeb,2024-09-25,9200
bni-d1a55698a0cb1a4f2f6f0a6d73794280,2024-08-23,-72500
bni-ca1819498300e7c9c5673640427832e2,2024-10-12,-98800
bni-3aa7613c679551d5da92bce6daa6e99c,2024-12-12,54700
bni-f54cdfd627da33142d72ce7a19cec00c,2024-10-19,-22400
bni-6af5764ef47b0f1c16688a85f1c50822,2024-10-14,39600
bni-09f5dc7bd7fa13bb0cd5b5fdd53055c5,2024-11-10,31500
bni-b6c253e366e233c4c967a76d88f9e9e4,2024-11-03,93700
bni-08a37792754da2eb6b97ea45302871bb,2024-08-14,62500
bni-08b00c34cdbc2dfdbceaf8e12d49dbe1,2024-11-16,-54200
bni-713f2a79d2637e9771924cf326f5cb23,2024-10-08,60000
bni-b486c16c8560e11aaf34a18ddb4ddd5f,2024-12-10,21400
bni-95ecbaf648314a8dba57d1a1e8814da2,2024-09-17,71300
bni-cba30a085df9c59b0d9d1830bf8a6632,2024-11-12,94900
bni-6ecae99a56166b8557b90af6eed06fd9,2024-09-02,2100
bni-f73339ac5a330ce972b45c322bc65d45,2024-10-01,-26600
bni-72c019fcc93337cd4852f64e2e1a7f46,2024-12-07,-10400
bni-2c68d1dd8ecf1d8a71e343ac275a0882,2024-11-12,81300
bni-090c98cbf66b7636a44c50d24ee71a97,2024-09-16,53400
bni-8369f593687bf11ba456d8f0eacdc2df,2024-09-09,-30300
bni-1d0c2daee3857ae452139cf8ce683ace,2024-11-14,86700
bni-02f17fbe79a2abfb38b0f930a4f6bc5d,2024-10-15,35600
bni-75ac9593c4be8a5f2fc8633b40394344,2024-11-27,-97900
bni-337466ded45d61b9cde686f1aa16755e,2024-11-22,2200
bni-45784a4a79fb86f1117fddf6896cd2f8,2024-11-08,24700
bni-5ca326b7fbb6703414bb2700e69a32a5,2024-11-28,99500
bni-10d20ac95b515192a20b938889b63f9c,2024-11-15,6500
bni-821b7f1474f96f7093b008e90ea431e8,2024-09-26,82500
bni-fdb1bc1faeb3beb419a524dd2f6d1fb7,2024-10-03,20100
bni-5c1ad9913489a9784a320321a3cd3842,2024-10-27,41900
bni-8004b61c4f453b529b5e6d162b087020,2024-10-30,32400
bni-45e33c78071f9879e1b5362b6feb7705,2024-10-20,78300
bni-b7bf493a9d3de2b7e3e10615e93f79ce,2024-10-28,63000
bni-df17bd5ca81b152eacc4575f32f3388c,2024-11-03,-30000
bni-01bed9e55e3b5cd5491f729367e1deb7,2024-09-22,14800
bni-e0499ba8b8715bfea8597dc1080c2de4,2024-08-31,24300
bni-de29761a5251ec6a8148ad6cadf1acee,2024-08-15,33700
bni-f8c6ce24d5f6dac134274dd4590b2b18,2024-10-25,-56400
bni-d73f6585376028791a1324b083032aa2,2024-11-26,-77800
bni-9dbbc306f9932a996a1dfc0bfa3334d2,2024-10-03,-9200
bni-31a14a53ff4efb197d99e8cb6793dd56,2024-11-09,89800
bni-3f324a6b521dab3b87a7a3c366a31902,2024-11-24,-21900
bni-c850a802ae5e5bc7f23d9befd1f9d938,2024-11-14,16800
bni-1b0976704e10fbd63c1bd3420b156ed7,2024-11-15,58400
bni-f28f531ea1a31140cb61ae4636df00a6,2024-12-03,23900
bni-762a9320ed51fb9052d75aac98afdcd2,2024-11-29,-30100
bni-a47d8cb7a8faa7ede15a23ca3370e7a7,2024-12-09,21100
bni-30cf9fcf62268a954adfa407d5618c48,2024-11-26,21600
bni-918c4780db72843f2718e86faf3b871b,2024-11-15,-80300
bni-0955033e4baed6a26038b0a4d1419377,2024-12-06,78000
bni-48a197470f6fb5809d8790aff8ecbc97,2024-09-01,68600
bni-64f8b5dbcfa72b77366382a91bd2a6c6,2024-08-21,-67400
bni-9ccc226c0e2faabd3ced024d2c7131a4,2024-08-29,67600
bni-1c59974c39cc26aad43075e98d8b3d9c,2024-09-11,54900
bni-d35deb1195950ce80709718c07fac246,2024-11-20,94700
bni-4ccc20005ea2dc8282e8423ea6241193,2024-11-24,-66300
bni-b989b644a12dc0315bd32e7d4e954159,2024-09-02,88600
bni-c4cd4985dc4d0d2052dfbe75934d2bad,2024-11-22,4200
bni-75ba43a76dadfe5b7b4628485938a035,2024-12-04,47600
bni-0f206818cabf83a9205f0aadc47d1df5,2024-11-23,-75900
bni-0871c4f6e8fc5a862702bc5b268d7995,2024-09-12,79500
bni-7eda8c1c4e207975b0827367856ab26a,2024-08-25,72500
bni-a9e8e3ee6afa2668e13ca6376558710e,2024-08-14,50600
bni-8fcee5a87c87e2d98271c643ea76a344,2024-09-23,-73600
bni-45c41a323efb7000ae9a2a956edafb06,2024-08-15,25500
bni-0089e2ed9791254667a27efc9de32248,2024-09-02,22400
bni-e07d81dcaa42fbe73742f53e01098b6b,2024-11-19,53100
bni-3767ca286207510046aad01d731fb9e2,2024-10-24,93600
bni-581980418b18114ecda4fcea0ff4b890,2024-09-17,-23300
bni-05f61e84551b75d6a1084087eab516ce,2024-10-13,-83500
bni-03dcf3186363679edb83f7453f79fd00,2024-10-28,-73200
bni-f32e713f8f09b38e9de40e4a39e658fc,2024-10-19,41100
bni-47368a080ae6f9b7310b0e1bb1101cd7,2024-09-02,65000
bni-06a69fed34785b9b3d2e67075352046e,2024-12-05,23300
bni-d535166377f1823038e012de99f65855,2024-11-18,20600
bni-cc1e5b99f70a90befcdce722abd86422,2024-08-19,51800
bni-468a12ecec27cc247df29e73888f75cd,2024-11-20,39900
bni-4dca498f044c4efe01c4e85214aa21f8,2024-10-18,-12100
bni-c40c6d07b9d71b87b4eb112da7c882e6,2024-10-10,-3300
bni-7bbeb1379a04297b3a05c83842e16668,2024-10-23,69700
bni-ec42336a8f2d9f34ad14c2df3dd43fe4,2024-09-19,-77400
bni-0c067c57e6cd9d09bc3bbbfea1b93210,2024-10-18,-11900
bni-698cc3a1971eb1a88796924e1a5d718b,2024-11-16,9200
bni-0a02a5a1c9b60c9f81db0b9a2eff1ec8,2024-11-16,-38300
bni-5632de0d43c89caf06234fc409a8901c,2024-09-01,13900
bni-572cd9d658463ff9d16bc1ccc7733de1,2024-09-26,25200
bni-6ab416746a87ea9f05fa41745e96ec74,2024-12-08,-31900
bni-04d668f5ee2a0f6dcb4f702ae0d72d45,2024-12-11,-54000
bni-0933037b42453fe999b1de3f3f2d8b0d,2024-09-15,-35100
bni-ed87ad62c87fde7b54cb746727374d08,2024-11-04,9100
bni-0b8f9b87c2de70be9f2a4fe1e79532ca,2024-10-19,-93700
bni-961ef53ac52fb7b5ff92967a0d954645,2024-11-20,-15700
bni-f1e65ed9408c423949e553b61a61d24d,2024-12-05,-12600
bni-bc034d337f6662dedc413a3cef2db33e,2024-08-25,80900
bni-f472cc3cb44a166d19dd452c053e5894,2024-11-05,57700
bni-99ecc355b01a102da0fefe9302577571,2024-09-12,10400
bni-c5068eb8169945caf0d8344d2154a4da,2024-09-13,5900
bni-93fd621225d43fb7c832a937101c39eb,2024-09-09,-4000
bni-633469c4d05e82ac20f3ee6f5c4f5dcb,2024-12-05,36100
bni-bb3a36f30eab1b516ba7e8b147e28ddb,2024-11-29,16700
bni-eebdc005362a531a5bffd25638918e20,2024-09-06,26800
bni-26f1d2f3d0a184d27ee83d0149c1bd4b,2024-10-10,55300
bni-29bee78cc26698b9d6da84993a180661,2024-12-03,61500
bni-3aef66b2de24818547434acb3fdb034d,2024-11-14,42500
bni-c3af25eb93c077568deb8bd37c60a76e,2024-10-24,58600
bni-404646757602de11137a05959c745f6d,2024-09-30,64400
bni-4b641ae524f9e39e8c585de23811d72f,2024-12-06,99000
bni-a957820f45c34a9de4bbe6572e04cea8,2024-09-16,75800
bni-6d4f4ffdfd50a6beea79e0ffb941f641,2024-09-18,41400
bni-ae3cd0c0a7affc4cc30cdbce66f646cf,2024-08-28,62800
bni-9788a87734005d9790bbccf8d4a22c57,2024-09-19,-8000
bni-415bcfb7b2f5688b01df836640f9f722,2024-09-07,43400
bni-64ddb9b5d1f39ad45aa88038faf836d9,2024-08-20,6600
bni-d7cf776314c3577c14072f03ded29ff4,2024-11-20,96600
bni-7f7022ed78da519e309bcd90e116e76d,2024-11-12,37700
bni-89a9ea0b2dac0291ca800b679f2fbe61,2024-10-09,80400
bni-7cd797482efb086c30e750bad7876484,2024-10-17,66700
bni-cc715f735ae9cad2b2df03672fecbb36,2024-09-13,88700
bni-9f6be115a3b50197fbc40635b00bcfb6,2024-08-30,15400
bni-77305d79e3d1e36dafdb2fe45630bd44,2024-10-22,98800
bni-10c72eb1d9fa8ed359c636044110ca34,2024-11-05,18700
bni-edd45af92089808540e4a7144b30f46f,2024-11-08,99700
bni-07b7a134bace9444199076f80a0edec8,2024-10-19,67900
bni-c95a673b1bafb615f2ec1f57d58d28e1,2024-11-03,15500
bni-933585387cf641ba6543f2c38a136364,2024-12-08,-68800
bni-e135781ba39a6868abf4e409f0eb5856,2024-11-29,90100
bni-3103e6c0c968492c8f90e5ed89c00a17,2024-09-25,-41300
bni-de63a2a8ad8a53a32b2ec6a677e13d67,2024-11-05,88900
bni-d1f194152db0ef32cbca86d2eb126640,2024-09-23,-63700
bni-46cf9a67e0b7e36944f6b2c4a45e854c,2024-09-13,87600
bni-bf9ce486a17a217b6553a15761e72e79,2024-09-23,-71400
bni-9eeed48750de007aeebbcf6e45dc36cd,2024-11-22,-46700
bni-8956f2f0c566eac2727b074948230143,2024-10-18,-97900
bni-4e4e8fa349f19c9d2a2e537faf05899f,2024-09-04,3700
bni-bea8cc0100e83d070159e2d7cfd682cd,2024-09-04,-5500
bni-e0cdf28a77d1ecb23645761cabba22a2,2024-08-29,3900
bni-a92f9e7fa4835a7445a6187774aa4d42,2024-11-12,5800
bni-f625fb9d19a5b54ed0255bf0bf1e26fe,2024-12-04,-37300
bni-8433b3aef2835aa24bd3c66197562464,2024-09-28,46700
bni-74047369add018aab950895a42233544,2024-09-22,93200
bni-3c173b84a020e536ebb2d5bb13a2aa14,2024-08-30,45600
bni-db2dcdb489551df60f40dc91ce08843e,2024-11-12,22700
bni-4ba81b4c20435d8af1604e601bd46ae3,2024-09-07,-55900
bni-1d8af885e4414975703136d3149db5a0,2024-08-23,-75400
bni-773a9344daf6ceafb6e4cbf99271768a,2024-11-01,29300
bni-bcffc0deccad6193cffa914ef43b60a2,2024-11-28,-96600
bni-987e4bcc65d5633de8116b4fe2da5526,2024-09-16,22000
bni-e6deae006fef26f0eb32adb2b6e2bb15,2024-09-18,-48600
bni-0b044c47fab611720bc2aa4c178eb55f,2024-10-08,96700
bni-38d0e3e3979f478aa697a395d3e5f069,2024-11-28,44500
bni-aa017503b366b537ae1cad6967f22502,2024-11-06,41700
bni-38b75cf9637b22bc9ca89a6b6cd9a7d3,2024-09-02,12000
bni-25a7fe718571c691ddaa8ce06a0344e5,2024-10-02,19200
bni-e2514e961fcbb9f29bd5da4cf9f5ede6,2024-09-20,51300
bni-c98b061ea191a78ed900834cd32c1845,2024-09-04,96600
bni-d2a959202f8e0bf418078aa9483ba8d9,2024-08-14,34100
bni-3f4496f8dcaed8e426b51b51a68436a5,2024-09-25,56600
bni-6a096411dd50ddbc6e8deadacdbd9eac,2024-10-01,25600
bni-366aba7ffded93dce9c22da0de3ee24a,2024-12-04,88400
bni-53578739b5d0f09abcbd2eb593603490,2024-09-23,-17300
bni-b5da14fedf61282c3862dcda82c83580,2024-10-07,-36200
bni-26343e01f255a9c3e679f46699300be2,2024-08-31,62600
bni-7a449cb703dcd7f4c1eeae8b83a6d7a4,2024-11-19,-33900
bni-44d555c4dd598a8f3e17a3e3bd4c6c6b,2024-09-05,55300
bni-ee6fb7e095d62b8d47cce0b8717053e9,2024-09-22,-50600
bni-6022d687adbbafbb6b5017d9ffab34f9,2024-09-12,95400
bni-523b6e28662e24b16ab78a89848032f6,2024-09-28,52100
bni-2b43d43f031aadcab53b285de5ee039c,2024-11-12,57900
bni-5a0407dbd389f4210d641380a03f0f8c,2024-09-05,96000
bni-8ef042776b8d418326868c0829c8f6a8,2024-09-06,95700
bni-9e1ae6d6e8633f6db2756f35abc3b2aa,2024-11-18,-68900
bni-3c198f1736c6eeb9434f0a4f7fbf428c,2024-08-30,59700
bni-efb60f912c652ad598d31b804e964940,2024-10-01,88100
bni-ad631a390823f69c23a9d37cc0f541c0,2024-09-18,-46700
bni-d49727df08e0560439be90f437d36d01,2024-08-20,-71300
bni-42498c09a74a4313cece755dfbcfc7f1,2024-11-10,28300
bni-75363620b3a8a60ee3c385773753eef0,2024-11-25,28100
bni-dc747d4bdc8ef5e8f0ef08f867fd6522,2024-12-11,75300
bni-e72ebfb669923c8e807e65319d00c073,2024-10-30,7000
bni-54744d86bb906028fdcfc9303bcbb0df,2024-09-13,3600
bni-a99102fa002c0fafe377e0941277c476,2024-12-05,52200
bni-996f9f986694b9db562a01ba0e0c75fa,2024-10-29,-94100
bni-cfcb2fbeb4b40ac8dba99a591f2939e5,2024-10-28,-35600
bni-8ad7bebdd00cb02ed5bd7274dff45b36,2024-10-31,-92400
bni-36f940fbf2ec9b500f3c91dd9c654941,2024-08-16,50200
bni-b54540053b6a9ee99df77ef61893add3,2024-09-12,-90900
bni-a7c721ac38cc4336adeb3040f5a5686d,2024-11-25,56500
bni-4ee03dd0a3bfb729e95f2c885805b13f,2024-10-20,86800
bni-443e271ad2aac5ccbb1a0010b9247ea5,2024-10-30,-61800
bni-d01a8d0b2d0e7120a6eb728e0211a1f8,2024-10-24,39800
bni-9a99dece28ed28c308dfe065a3ebe40a,2024-09-03,27000
bni-7e8a38dd5b30e989149beb817ecb33f3,2024-11-21,68700
bni-3a5804ae53b13c818e6e638ec063f421,2024-08-30,-13500
bni-1f1e034e825e41728aa522c46fe94b3e,2024-10-25,62000
bni-4c4debb27346d1c09f18b0439b19e523,2024-11-14,15800
bni-fffe8368ca8d73ae2f6f9bdcadc10010,2024-10-25,7600
bni-e2063a6b719d21de41b50217324b666a,2024-09-26,-53600
bni-e26cd3661c696adb22f76baf7c4eec66,2024-10-15,66300
bni-401fe18b908610eaa75a793735e80a20,2024-12-12,44300
bni-ebaf2d5f349c2ee7b699c5efb4e79e8b,2024-11-09,-13100
bni-d86bd85861fb7cfd32fbff29547b200f,2024-10-05,-45800
bni-e3b3bdfc18085df62d350e36a8d032dd,2024-10-30,56400
bni-3c8741a0cf95007747c0472f7c4aecfa,2024-10-16,30300
bni-faaa3a83376fc963668d102f353df395,2024-11-05,-73800
bni-d5cf9bc5d1b09674d15503e1db697f1d,2024-08-25,-40600
bni-94b65bd0b720b4e40174221b0e2b0a6c,2024-11-18,87400
bni-132a90e62d1aaf5c4bc1df3bc094a0dd,2024-08-23,62800
bni-43b9ac1c5a6e6c04b575af87de9014d1,2024-12-10,-16800
bni-f21f3983115b6ab3d39f0d7234a44e8d,2024-11-20,24100
bni-2b588bd75801a735b837ec49f22a0347,2024-11-19,81400
bni-24bb0ffb98131ffd5e6a2d1750e512a2,2024-10-07,71000
bni-9a3a19961c85fe71a39e959b1f3f3ba0,2024-08-23,38400
bni-49153926031c2049e80b27c4ac335610,2024-08-21,64800
bni-d60a81770d082e6cb6c6da747d866b51,2024-11-13,-51800
bni-4078bd2eea6f7b7ba3bf54b340b08240,2024-09-28,56200
bni-79c55dcfcf1cf521b8d93484672d8c1d,2024-11-10,73200
bni-538bfc168b3785be876ac60fffada8d6,2024-08-21,46700
bni-35c52be3b62d3bf78c4017f07ac4f12c,2024-08-19,58400
bni-792ceaf4d52bae0fe02e91ed2345ad46,2024-12-07,-46600
bni-3145054515ff40fb84c1223ab54bfdd1,2024-12-03,-34800
bni-7ef45e4f07d2cd55136a6697226a6ef6,2024-11-23,40100
bni-19639ef2ee07fe3fb909679e4d681666,2024-12-05,39600
bni-21465e9302bac95842c15acb168b79e3,2024-11-24,16600
bni-57fb1c8e9ec6dd3b01a81394fc8d6d07,2024-11-05,96200
bni-1726a2ec7e961eaa291a8fea485756dc,2024-09-28,60600
bni-d5fb02c683950da6a727b4824aaea163,2024-12-11,-88900
bni-b9c74daaabb6a6a1f69526293fea6ee9,2024-11-30,77400
bni-d4f4fc5bf7868b6b0b6d376e802c966f,2024-12-02,79800
bni-edd35970d623207cb2c6bd4dc63447f2,2024-10-18,61900
bni-9a4a17cd0a6b2bd59a1c615550da5c36,2024-08-30,10000
bni-6fc13016c3e5765f4ed444e5610943da,2024-08-18,86200
bni-b2b1ae89df510538b7575155de4d512f,2024-10-05,76000
bni-0515adaf1b56c474ece96cda0c656dc7,2024-09-07,-42600
