BNIUniqueIdentifier,BNIDate,BNIAmount
bni-e48f727170927bd34f96ce8df9fd4e6e,2024-12-14,57800
bni-2816e64df53beadc21d0259665edc4c6,2024-12-14,75600
bni-eec55aeb97f89a878013066f212541a5,2025-02-19,19900
bni-a395f859d984d76127aa635a8bfb957a,2024-11-04,18300
bni-a55d9371f2f87b74fa716c5c90183231,2024-10-23,-68000
bni-45eb9cd0f92d29a227da9355f5f8cb39,2025-01-12,27200
bni-e4fc4f696cac5ede16c2325684678aee,2025-01-17,10400
bni-67229cb5d47afdd50362a3bc1605fe99,2025-02-08,-67500
bni-eabd883dcd4805dddffd6865dcd3704d,2025-01-01,60500
bni-d0c6522d754e61c291bf0d9baa80367b,2025-01-01,69700
bni-d7a5adcc11ba59f71edb0e385d7508f3,2024-11-28,45400
bni-70eeb39441d47ed3a9e2a6e6966dc20c,2024-12-31,-60400
bni-2742c1e138b777760b01179e913bcfa5,2024-12-18,15500
bni-40069c2beac58203ef647a35fd448567,2024-11-11,76800
bni-b9d231a8254da8de1f275e1920b97673,2025-02-08,34800
bni-d4b81d411fe1f1b41fc289ac9ea3fe97,2024-12-02,91700
bni-c745cbfe3674148f0e18fb3ad4cd055d,2024-11-24,44200
bni-75328f2f1186c8c4860a102cc9d446ef,2024-11-13,-30700
bni-28624c5836037fe62c3cbe9229b26602,2025-01-13,93400
bni-69919b9235105066cc3985f8c7bb8304,2024-12-09,63400
bni-93bf5be461b3596ad898180464d0e9b1,2024-10-25,45500
bni-3da507e2821a0e2b1e8139bfdb03f25c,2025-02-03,68100
bni-0d7e4c5ae8191f0ecc334336e2f065ad,2024-12-27,79700
bni-ca6f4c633fed4ad255f49c1354e6602d,2024-12-09,10900
bni-48fd7236b1dd7633b244a5319a18d7d4,2024-11-25,17000
bni-879f6e2f081382dc2aa97a22fec75f5f,2024-12-04,-57400
bni-98081a044d8b01db60725e5c5c2f128f,2025-01-19,-9100
bni-7a89beefe1f759d0c8f5d62a2f693370,2024-12-15,39100
bni-9ce243501d984b7248330b5b81d05284,2024-11-03,3500
bni-05c3538359c471fdaaab1ebc53921016,2025-02-13,5600
bni-7d34a70d961899a435e238ecd5f5d26c,2024-12-02,-11700
bni-1e289e528f8bb8c960edd4dc0a1cb91e,2025-01-14,-49300
bni-46bf90f64ef4ee7c027f4aa8b8a0ecd5,2024-11-14,2300
bni-9fff8bf874f55113d844e83d670fbcfd,2024-12-31,64800
bni-c912d5b88f0bb5bb4994d3b0e258860b,2024-10-29,17900
bni-069ac953815f592cb287a25bafd738e5,2024-10-26,77100
bni-9d9574a02e8cceaca39d5abd9297a8bf,2024-11-02,14100
bni-e4e2acace1db721155a896c7fc4d6b95,2024-11-02,31000
bni-8cb4ae328c10b9efa5cc93759d263b13,2025-01-08,84600
bni-64a374530fa4df8757bc8a3d0b668256,2024-10-22,74000
bni-0fb1fc8bc61f90a569d31681947eb0cb,2024-12-16,30100
bni-462e3cd0783f2be1751cb425bf76a736,2025-02-02,54500
bni-3b2f8cd6ebeff11e3088f77e9387453e,2024-11-01,69300
bni-e5b287fe39dd0ae5089c9d6f25d29879,2024-11-19,97800
bni-f9752569c68c18489a0e52a051bd791a,2024-12-13,-63900
bni-23c44ac21150c0a063631b2c168c5e1e,2025-02-19,93000
bni-b948d6e7c1f7494480896545a8544eb3,2025-01-18,43500
bni-2ac3c5b3cba44fd3e6e5f8746663e9fa,2025-01-23,43300
bni-d9f34470135bb528d4eb00e425cd1882,2024-12-25,38500
bni-da96e0ec4fb0c82e78d0607b6a1db9dd,2025-01-12,3300
bni-a94335432c6bb95253d9eef944a784f6,2024-10-27,69100
bni-6f6b077e31ac33ff6575aa689e004a09,2024-12-24,37700
bni-47891acfbcc724cde9f844bfa3b93930,2024-11-14,46800
bni-34c3430669fd5951d74158460c2a24cf,2025-01-10,-71700
bni-22ad455f950271d0a6c12197a364c16f,2025-02-05,48200
bni-1bab982073f8eca798fb0ec78028df43,2024-10-27,-24800
bni-ca046136a05d3382d1c3d7dbd52e6f00,2025-01-13,-38200
bni-ae2e7b9f816f63a9c85ea4d596254050,2024-11-21,81800
bni-f7eba492db1436a52364d1823cdc10b0,2025-01-07,8900
bni-49bc50dee9c884898d5812604fd5ac1d,2024-11-15,-60600
bni-3ad9a499cbc65cef6dc6903e9cbf6909,2024-12-08,42500
bni-76185c4e2ed09aa9170d134ed2f42fd1,2024-12-04,1300
bni-554896597d5db0d6cfe2cf573bb7cd5e,2024-12-22,61700
bni-d345cd122a636917e8e3d7a55aeef0e6,2024-11-10,80100
bni-2aa47a9ce4116619d862156df5e4b85f,2024-11-19,16000
bni-eed09214898d3d6267abc6778f9a144c,2025-01-23,83100
bni-28533da972fdd8ee794d0e6352d7dd65,2024-12-05,-34000
bni-42c83460bccd6add9483971d31214979,2024-12-15,88700
bni-b2ad81b98b34cc29988112d70f4b56a9,2024-11-20,65700
bni-e6dc184778e8bf2bc68fa87152d3a428,2024-12-03,12300
bni-ae574e77c64a41c72b007ee3b058724c,2024-12-13,86000
bni-14fed60b8f1a67b742183e5cd778135d,2024-10-23,44400
bni-d9d9e173773443b07eb5718c19651de8,2025-02-04,77000
bni-e2c8805baf71bb01cfd5b8b20bdf020c,2025-01-02,64300
bni-7ce1e0009df062a3ba9bb95fafd27b5e,2024-11-16,95000
bni-89b24ec2f1cd4f2b7740115a2b24dafd,2024-10-29,77000
bni-7464956118b0fee89b65ba28ce36c7dc,2025-01-19,9200
bni-b159e816186b156b939d8aabdb86aa9d,2024-11-20,-31600
bni-0ed280abf9787d0181a570e03e9d9080,2025-01-11,38500
bni-01b3bfefc7e20ebcc5b5d48cb8bb5924,2025-01-26,92000
bni-716154b3cf76c6833757490fcce64afc,2025-02-04,-83800
bni-5289840bb50293153b4717d4ef2395bc,2024-11-20,-96700
bni-967643dc11bd081cc2ca78c27d3a1d3d,2025-01-20,96500
bni-7167cc579454a9663e22e263970cddae,2024-12-18,-88000
bni-12421d50829388e95170ee0ef991b42a,2024-12-16,6200
bni-42565dd32139235b8f878067376ab87e,2024-12-16,78000
bni-cc914cff35dbd3d53472399e061650fe,2025-02-08,56200
bni-2fafffc6ca7b950e80f5786659316249,2024-12-24,57300
bni-c77682dfcffb905f0cd6caa64208383f,2025-02-06,-69400
bni-53dfc32746194a768d8b8aab7f035f67,2024-12-06,51900
bni-40df59fe931a50e33906e454854062f3,2024-11-27,82900
bni-baf54ea4b397b6de6e9c3f5849bfb77b,2024-11-13,26700
bni-444098dd8be14df2e3f7f0f08caa6a93,2024-12-02,21300
bni-0991824bfd4ed05a21d878c90705916a,2024-12-25,12500
bni-4a8abab2c34a1033f279129b1a99d9fb,2024-12-08,-7800
bni-e45beac8e81a365ebed71cd8d7f16749,2024-11-25,24200
bni-9b15e871921138099bd1e7b5831f0730,2024-12-07,-37200
bni-9c3f8af3693964d5470ab3551bc706fa,2024-12-30,-34800
bni-aea937b101a1e7e0a82503f26e394dcd,2024-12-01,-59900
bni-ad6eb0734e2f4924143d30f191f31a4f,2024-12-21,98100
bni-8b007cf224c81cf5335a98e3df9b0d6d,2025-02-04,86500
bni-73efc722a0d6937ca439b8ef22e33b0f,2025-01-26,99400
bni-a602f26f523f569ee214329ba99394f1,2025-01-02,96800
bni-27c1ecdf31cfe0fde079c0986672be2a,2024-12-06,47600
bni-7019ab58a94c6a0dae149e35c1241c57,2025-01-30,43600
bni-4b516348e17e83b02035bc5892e9cfb5,2024-11-27,47800
bni-4a9895bb3ed5a089656488c1892ceee1,2024-11-08,72400
bni-00387811812325bbfdad8ef1ced1a284,2024-12-04,48600
bni-b8dbfb987fa342a469d9aa5f55a7b793,2024-10-25,-23400
bni-a1bd8c0fbe046ee0437a480dd3f5405b,2025-02-13,37200
bni-d09e3cb5c642137ac20be7463e191de9,2024-11-24,-12900
bni-83754381c28e559c15658885f365d537,2025-01-04,-31800
bni-de86e27efc385ec1aa892cb7e8f61625,2024-11-20,44500
bni-f2b3b2a47947d16e86b53e9bfd1cbda4,2024-12-13,5800
bni-b8ad3603af1bb16946e04456dbcbff6c,2024-11-22,6000
bni-e3f128b265336425d2285aeda5bdf49e,2025-01-10,74100
bni-39f257e5afc6e87298bf15ffd355e9f4,2024-11-02,-53100
bni-0f6e1a9bae17f5a6e05d0705bc5f9703,2024-12-09,73700
bni-7c9db30a81c5f2481c0a523a030dd735,2025-02-05,46400
bni-aef6189e3c61acb7d97350984b25ffea,2024-11-12,49300
bni-46f81a68b58a15140d5bb37fc9684a2e,2024-11-29,1200
bni-7c3aaf37ee522239f0ebbf75590019dc,2025-02-06,-17700
bni-3537783494f597ac315c548d088b4ada,2024-12-27,65700
bni-95ee76358aaec664680146f47cd1cef9,2024-12-11,34600
bni-a01d183d10f5c6ca1694379fdde8494f,2025-02-07,85500
bni-c66adcd54d0d7f8e994aeeb45c564f76,2024-10-30,-90100
bni-3a2b108e34d172ae1bb8f4489af6ca1c,2024-12-10,79500
bni-8be96d85cf943f6cae5a2db1ee4b502d,2024-12-25,-69000
bni-77ba5ad271c5f23a8d536f86ea5b1fef,2025-01-05,-94900
bni-321ad52fee92366dfff7e3498311253e,2024-12-20,60400
bni-3eb5ebb3a10ef561c0af8fe43f9a0799,2024-12-18,67600
bni-05791b35c69e0db898c0d528b4a92110,2024-11-16,30300
bni-b36fb90b6a4198c4aa94ae6ff50a0b4b,2024-12-23,9500
bni-35c99c984e0db928a9a2d8c28c1e2ec3,2024-11-14,-58500
bni-15509497b328d733bfc9c5411ce7bf6c,2024-12-15,75200
bni-7ca96b16cbb8ff4d2c025c30d34e3ac9,2024-11-30,55400
bni-57457e369ae6e786246e50524cddc042,2024-12-11,95600
bni-b9f5820cc982faa26e6f85d2c79927c8,2024-10-29,-3200
bni-2fab1fea6b94b8bc51ae3614f990c47c,2025-01-02,37200
bni-7e8f6a43b023cc46a1c062d8e4e0fbac,2024-11-17,49400
bni-ff019dee14cc8c575dc5d48b2851b3fd,2025-01-17,-27300
bni-29fd840643248886dd18b58737e3580c,2024-12-30,-56500
bni-f55c8488db8ad91de491c98889a413f8,2024-11-16,92300
bni-dc9bfb7f6c2568de063e503f0d6be3cb,2024-11-28,98600
bni-5ae507969cd1850d6d1226c3f4b07c3e,2025-01-15,6800
bni-b5a36a06d2360d42435f63fe9a950858,2024-12-02,66900
bni-741c1a0dde2d19e3639d066e69749896,2024-12-10,44500
bni-b21efeee8d5231af4f03158e933a46ea,2024-11-25,12700
bni-9a9dcfe9dffdb79e68c835e88e4a34ed,2024-11-30,87900
