BNIUniqueIdentifier,BNIDate,BNIAmount
bni-b09316658bcf61cfb5c4d10cba7d4948,2024-12-05,38900
bni-453bae84bd5f8f613825d101567aba62,2024-12-17,55900
bni-4b09cacbff6d2082a5088de6f131bc3d,2024-12-21,44800
bni-f8505865fe3a377e389d4f23c63a9a57,2024-12-09,72600
bni-ba6c6e71d0374b2dae2cbcff1ccefe01,2024-11-23,63700
bni-a15c9f7f68578ed60026187699508fcc,2024-11-25,18400
bni-81dc19a076c88d955d9860dbafcda885,2024-12-05,4800
bni-124e0814bc7d2b9284aeb0aa510fc177,2024-12-08,44900
bni-48600984bbcd9081aab8c69be51e0e12,2024-11-23,51700
bni-8f111b26b3a6350fe6eb928198a489ee,2024-12-19,-30700
bni-08d91eb460ba3ebb73b131c461c5c1c0,2024-12-11,63800
bni-3b5ea3b4f627065c524b6e573d36a994,2024-12-01,23000
bni-336ca5e2d5ee534ebd702982cfbb1f7f,2024-12-02,56700
bni-6f9295df5759d14bd9cbb63fcf813546,2024-12-05,55300
bni-203469a90d78bb68871e48aedc22ca31,2024-12-03,79700
bni-c3179ea9fcbd76d7d129f6e986e613f9,2024-12-10,7600
bni-1311355192db772a7653ba7ef3b1eb01,2024-11-27,38900
bni-37c8b90de04d43e057cbda38b9659605,2024-12-09,17500
bni-975a272fdd2bd667142ec1361e646af6,2024-12-15,50700
bni-6295de4de5feae854f215b529f61f44a,2024-12-02,33900
bni-6b3d8d2c8bffdb1716bfa6ade3ffa449,2024-12-06,81500
bni-ca20c5333a30edb7e8aa8bdeb183874e,2024-12-05,31900
bni-f40fe3f7180fa69ee984e454939b5178,2024-11-25,63000
bni-610300328149747e6e9dfcc6044469e4,2024-12-21,-82600
bni-646d5bb1292ca9ed860ff9fa7c6bf9f6,2024-11-29,-48700
bni-943555d005a67683be0de2b834229e38,2024-12-22,93800
bni-d9ae1f3e0d76912b175a3742d357d7df,2024-12-15,10800
bni-3870d511ea6c83e13a10abe7f8dc3503,2024-12-13,67600
bni-c8d67f11506086b075e60a4bc559c052,2024-12-18,85600
bni-44b921868d7461155673aa478c633d97,2024-12-11,20100
bni-f19e214e4b6963cc23953e42a6e3f0e9,2024-11-24,53000
bni-9b0639fcbfdee16ff4b6f60be76bff5c,2024-11-27,29200
bni-48556357e73d169a7add2de6597a3352,2024-11-24,10600
bni-e3631a9e28212817fcc478fb5a9f964e,2024-12-17,-39800
bni-8b54e579718b1dc2cf173035ac91f9c6,2024-12-01,87700
bni-d4fa23163ce95c60f91835fdb9a95fae,2024-12-02,-40900
bni-0766e9ca1163cc1f5696dbde4dbcb5b2,2024-12-12,-4900
bni-9cd20eb26a00a3eaa24c9fa3bb92db60,2024-12-02,12700
bni-4e1f1e58297f844d245139b102ca2fb0,2024-12-04,-25100
bni-780815e019e176c0c131a7c5659f91ab,2024-12-05,-96500
bni-f4abccf9f4b1ae3bd724203099d5fc6a,2024-12-18,-62700
bni-7d2d68a6d4736c465fbb85673f4aebac,2024-11-24,44100
bni-45cb29dd2ef2a218e5bee88432a5fd42,2024-12-02,11000
bni-1d833d443d61117b6f89dd7ed9201288,2024-12-14,6900
bni-629a042bf0a4a5853ed8608cff497de6,2024-12-03,-39700
bni-fdb45e75d830c81e776f2477f4a2d250,2024-12-04,34000
bni-1ae45d24e97503ec9dd00739636932a3,2024-12-02,44100
bni-6043cc38cfbea4c8cb30ce905d7e4f26,2024-12-11,65300
bni-2a741bf036b5e91f84905f2356e6592d,2024-11-23,75600
bni-281f47822235d6ce0ef388984f2f4e93,2024-12-08,72000
bni-ee8fbd97d927a17664c76a5e9796e574,2024-12-08,92300
bni-6de929117740e8a4e2e09cfc093a5a43,2024-12-07,4100
bni-1f6ba825f8e829e1c43ebdb0791c3379,2024-12-11,92000
bni-b09b1718410459d1c3175440789b5114,2024-11-30,90600
bni-bdd7d12ea19e06e0870d3b722cb3787d,2024-11-30,57000
bni-7ab46017ea38005a59c026680dcf013b,2024-12-01,69500
bni-eced69c573edbcd6b6b02137bf6689bd,2024-11-29,46900
bni-9ba9167ad398ea4d98453f71277c85b8,2024-11-23,65100
bni-557aaca572d5c0cc19f36197c1cd9dbf,2024-12-04,26500
bni-57311a84e5959ae637858615647aa34e,2024-11-27,24300
bni-e2e182d66c582da39d55d81af6fdce70,2024-12-05,2800
bni-926d666dae7a4dde5e1a0a8d0b1aa053,2024-12-06,18700
bni-21c3de0b437981b78bd1909cbb72414f,2024-11-23,56200
bni-4b926d141508437195c14cc9a151be01,2024-12-10,36300
bni-7813b9a7ce546d649fc1e00bda6843be,2024-12-23,99100
bni-da3e81808ca0584ff3fa2b04bc789fea,2024-11-28,72500
bni-d3e656b69c93cf643bf40c086795d523,2024-11-29,84500
bni-c2adf4bbc6cf4d802258add584ee9e98,2024-11-26,-90800
bni-e18c53c23d13738ce40db71cd7d43861,2024-12-21,28900
bni-a2b060e5907f875a302d9ca2c7dbe801,2024-12-08,61800
bni-1340d65e77de9c427eaf3a3423fb1ae2,2024-12-15,71800
bni-394e37c4e54c7c5f6d9556a7e0bfb87c,2024-12-21,71900
bni-c837031b19d9a32cd708f1973d319ba1,2024-12-05,82700
bni-86931857e4b9f818ca5bdb5080750c37,2024-11-25,-65600
bni-dec8f827376eb18a22fe6e1081b23dbe,2024-12-03,31100
bni-f3e6e6954c813f8eac9ed09ad9d06f6b,2024-12-20,46700
bni-f4d24534a6cf591cc04c6a0293164818,2024-11-23,57600
bni-f5b72e0c56f98b7ae434e8d579ecc463,2024-12-08,49500
bni-881216a7960c922b37115ecc0f4c7f2a,2024-12-05,87700
bni-73c4de977c7bb0cf894a1cdfe87f345c,2024-12-07,70400
bni-c52c8d964d8e17b41f6dae964d8b9cd2,2024-12-06,85100
bni-e1e1ed815801ce48de33510883528743,2024-11-28,-69100
bni-cf6f24db70bcb0baa72ac129005a9242,2024-12-16,92000
bni-81266b3453c7e44d90d8ef30cee2dd60,2024-12-22,97800
bni-0914a9aa1267fb9d98264365065e022d,2024-11-27,50600
bni-b8ef7f84192f571cf712c9cb9f74c624,2024-12-19,-7800
bni-e05c20d828cc9b6f9e39ff758a587eef,2024-12-07,75100
bni-68f89194880472fe85affcb6a911f69d,2024-11-29,-18900
bni-1d477d7eb52f37ea60cb9dc06272abc6,2024-12-15,50200
bni-1481efa9f818d5e65f4bab38254d4618,2024-12-03,37400
bni-5bb77e8350be3c8029443c5f3aa00dee,2024-12-10,29300
bni-092737d9986caf61aa9459ddd9065c42,2024-12-01,84700
bni-3d8d61c3e39c82ccd86476dd91eb0b06,2024-12-18,70000
bni-284c726dad8a4141b61dd199432e8e93,2024-12-15,50900
bni-c4936ad92b044bccc2a4f4097adf21e4,2024-11-23,74200
bni-4670cdfb1928826dfb279ebcb0d83c3f,2024-11-25,-23900
bni-b660a1f958fcaa17fa274be83a22c047,2024-12-18,63400
bni-51b8385a8ba4278ced1e1cec0f6dc9e4,2024-12-20,78800
bni-39e2a4aa724592e4d27a99272a3a940c,2024-12-02,-69500
bni-f60ff4f90995a30daac6cdaa9e28f9c2,2024-12-19,36800
bni-98b59c942e292534f1987f0eeeed0514,2024-11-28,76500
bni-30125fe294e722952e99ad70ed6ebf25,2024-12-10,86200
bni-060b8b58ced829b6f5c8f42293cd8e35,2024-11-26,3200
bni-3e5abe90c0eca3730d6598eaf0938ccf,2024-12-19,-17500
bni-41030d04ffe45a7ad888412f7acdbde4,2024-12-08,2300
bni-5db3da31520f5ea252fdb379030e5085,2024-12-02,9400
bni-081b7f5affc97a756c5d9ed4acf413cf,2024-12-17,25000
bni-9c26c9506bc718e4cd293bf07b6cdce5,2024-12-21,-80500
bni-9bc66e0ee6454384cd3bbb52aeb0e857,2024-11-30,-51300
bni-6b30c3cf09e56f4f3d6feed7afd266e9,2024-12-09,74600
bni-86a3faf77d3f00b50a0d51466e235e35,2024-12-03,87800
bni-166fd3f9ec00305a77ab1a392d693d1f,2024-12-21,-36600
bni-713afd0d7fb9748df141fb45bc343e71,2024-12-04,-30000
bni-57b83394a002ee56ff7bc3e6c601fc1e,2024-12-15,43200
bni-87dba9b4cbc34fd8d305fa0e7fc4ecd2,2024-12-01,35400
bni-b0fe4b798ad9c461dd2f83359aa5f342,2024-11-26,65800
bni-49c74245c8e717bfc99325c10d35f73a,2024-12-18,99300
