BNIUniqueIdentifier,BNIDate,BNIAmount
bni-988b91e408b08c038bd7d1209f1746ef,2024-12-08,90200
bni-5107c9e6858b41189ea1ade65091ceac,2024-12-06,-20600
bni-f98d0a5cdf3e9bfd636d4c4fec7f6e80,2024-12-18,22600
bni-f8eff3cc4d39075be642f84394993659,2024-12-15,49300
bni-f6ebf9a3c325f2ea3aca038626e74594,2024-12-16,84200
bni-59c6791cbd268b7d899da230c7f1455a,2024-12-07,14000
bni-9ce75c9629ab9a65eacba7df2dd4da76,2024-12-07,38800
bni-74c29fb0df4c8d2a60f7990839846000,2024-12-15,43500
bni-bc9997b8d97f31f385e74c5228d61b17,2024-12-09,37800
bni-665f4a38bcede92de407f931ecfe9130,2024-12-12,35800
bni-2d2b6ef8f5ab55fa79cbffbe49bcb402,2024-12-14,-26700
bni-f970c279a4fbade734c3869ec6a9a63f,2024-12-08,-9800
bni-e21027cd02c4f6e1b30bc20683ef9f94,2024-12-20,31700
bni-ea79d9d048a609b61ccaf7fbd6cf3332,2024-12-17,63700
bni-9d7cb9ef1974e81cd04b54775c884010,2024-12-07,46900
bni-3b9741fc4f4804719e1363dbedbfc813,2024-12-12,-9000
bni-e6def87d52014f6c5af0b36fa2eb606a,2024-12-20,-91000
bni-e3b7346dd6cac7dbe014f4a4192ebca3,2024-12-07,87300
bni-bce326a8e2e98198d90156dcedf1ddcc,2024-12-10,90500
bni-d24af442ddd65c00dce3fece0844b460,2024-12-08,-52100
bni-9c257fa42d6a92bcec38a998976a96c2,2024-12-17,58700
bni-3cf60274a9557e90363e62814ef3a634,2024-12-19,69300
bni-e801cc2bd0302db72eaa9b1c2c990b46,2024-12-16,82900
bni-795369393b3e14b2abeadc39717ac7c6,2024-12-09,58000
bni-7a6b9be93b76a88a2e9d4909cca7c1b4,2024-12-10,-30500
bni-5bbb5351a759e574ef578692d0d42190,2024-12-17,41200
bni-e19cc7dc972bbe43aa23379125caa07a,2024-12-11,17200
bni-063197bdde595f9b8edf4ba88bd73874,2024-12-18,-49900
bni-3daba091ca8a603c93b0120b4252a93e,2024-12-20,10500
bni-ddc53721d3e0d0b3de00c02c85b13882,2024-12-14,-97200
bni-d2112d4e0b2b5343f59f22bbc50d91b6,2024-12-13,-56300
bni-ecc6dbfc22e2824294a7722db4ceb391,2024-12-07,40500
bni-f8f63991377215d13e5baecd2a132971,2024-12-16,26400
bni-a58696e6d9fe30335a6ef576ca0c190b,2024-12-16,-23100
bni-f32bc1f973068bc47438f0df96a5f3a4,2024-12-11,-57500
bni-281e38c01cdb94b74ad578b40bb4db65,2024-12-19,11000
bni-04ccd769089fc168c4ef9363152cc8fd,2024-12-14,7400
bni-cfcef9c14bf8343e9bffc8e11c727292,2024-12-20,31800
bni-f9604183ab6fa8a01b6e7cbfa3c4347e,2024-12-14,-40800
bni-f9ce9a712826fc8b130d3e7a7522741a,2024-12-12,8900
bni-cf590235b90de82338362a1f6d156056,2024-12-15,39400
bni-64e09ceab38382a475e783cc329b5d99,2024-12-10,95800
bni-0fe2e09f80ca326609a77746f49b31b6,2024-12-09,-13700
bni-064f9ca3ec09b11304990abbaaaf7cf0,2024-12-17,67600
bni-2c7235915d6357baf4a38cbb75a3d522,2024-12-13,28100
bni-ab3d14e8af38d0bbc3c83e8fb82b932f,2024-12-15,66700
bni-997635dfc4f2ec8973d78d4a54a971c4,2024-12-14,1100
bni-45568452cb419937563c3443cf3b2e71,2024-12-12,4300
bni-f6d5cd225fe5d50def866d03aa3479e9,2024-12-14,68000
bni-7638b7dbfffd6bf679215065e61fb987,2024-12-13,42700
bni-3197deb4c177f6fe03cae5730cce8c40,2024-12-10,-12400
bni-e2709183696afe1d1737cca997424d48,2024-12-08,3700
bni-8e252e0a00beb3c5c2af185af8a3fb03,2024-12-14,80400
bni-559b4936387c59a8bd915a4ef622fd53,2024-12-09,-96800
bni-d2f2039584b7890dba59d594f4c8c5e4,2024-12-11,24500
bni-ec02cb17dcdec2b2e98061d3895b10b3,2024-12-06,36800
bni-b68402a19d7d687443fad3d56c27c70f,2024-12-18,96400
bni-ba5a75c954637558bab65acbb568c76e,2024-12-18,70800
bni-d84a44b82d161bfcf3f69bb5279d786d,2024-12-15,-62700
bni-9e836ac5bc8adf4f7e2c908198a9c921,2024-12-18,78100
bni-0fa8ab1cbf69e375b570e77c04833909,2024-12-13,15200
bni-94b00fb1061d493592280adc0c9412b4,2024-12-11,93100
bni-a4647469b0e91bf968a018cc7710cdd5,2024-12-11,-43000
bni-554b123a594cd8227e8c66e6df39755a,2024-12-12,8700
bni-957c6947102997a31c89132354192308,2024-12-06,43700
bni-52401f262252fa1ea316c7e60eeef513,2024-12-07,28600
bni-ee2311adb1b836d2130ba029d983d0e4,2024-12-08,8900
bni-41ff8ec5a19d23a46b266424be93ff78,2024-12-15,85700
bni-3f3bf512e58ac5a92b16e225421641bf,2024-12-12,67800
bni-ff35e0a7b54e59ed4b26f3665033f1f6,2024-12-15,55900
bni-d964d24eb88a4cd953a0163a88cdf091,2024-12-06,11700
bni-adeeffbc2bd0fe4d797a97979c20e399,2024-12-14,94400
bni-f795c9c2f8fd88e22103fdd973d25e31,2024-12-14,30400
bni-b432eec7e4e19fdaffe6e191125a373c,2024-12-19,53000
bni-68fea63fe019ecbdeb42425b4831790f,2024-12-15,90500
bni-efc56b39f922197d640e1089f5d80b4a,2024-12-09,8000
bni-96e32d1c696a280f5b5ec0f7a2681c6a,2024-12-12,48600
bni-14e9474b045505d316770f225844983d,2024-12-16,51900
bni-a038b04466a95413d547ff1735a2d7b7,2024-12-20,10000
bni-3cecdf5ed1a38581ecda8a232aa5cdb3,2024-12-09,96400
bni-14d362c5af696e88f3e505221f569886,2024-12-13,99000
bni-2859b0f2133a4b4493274f5243588ec4,2024-12-06,68000
bni-5e463d6e74faa18f5d09ee3d6c0dbd1c,2024-12-06,85600
bni-92081d7b9c1a096880fc6ac6b3c286c6,2024-12-17,59500
bni-1d21366970f2a1857d0554806fdfaa50,2024-12-20,18400
bni-fddec04ef8ff3e894aab73c55254a552,2024-12-11,-29200
bni-5410329095d7c0bfadc4fe99a8efa33c,2024-12-18,60900
bni-20b4440bc0e2b16e2f947fb43192dda3,2024-12-20,72500
bni-a5289e77c25c58bb180f6fac38aab406,2024-12-19,53100
bni-404db5ea9acc03b13272e9cdd7938a41,2024-12-18,-53900
bni-5f2e11ebf076bea6dca0f92b76f94471,2024-12-10,13900
bni-0c5c863d2fcb8caa26e314616b234fa2,2024-12-14,43400
bni-77dbd2a7369fe46f149e2801d01c2433,2024-12-06,-93000
bni-e538a3993f0b987ffc7d92dd1c023969,2024-12-15,-73700
bni-f2ea811310e59f37fbba4fe5bb467212,2024-12-20,84300
bni-ad5f0cec883321e4f4cbd163a37dea42,2024-12-06,-55900
bni-4d6bbf199d3d6de1149e5a9d6f14d78f,2024-12-19,93300
bni-afea029af3aad5341b911b9428c0c111,2024-12-16,26000
bni-65aa5178ef308a8963ad7a5cab3b393e,2024-12-18,92300
bni-d88eafc21a8ed38c962ec26aad73c282,2024-12-08,88900
bni-21c46ff8eedb25a8e9dec4e8df9bb70f,2024-12-17,69500
bni-207e1d4717a656fed93263497e8eb4d5,2024-12-14,4200
bni-844f9c57e885440da0a23d5077b889ea,2024-12-15,29400
bni-f3888f732e5f94075c8138696b7bd41f,2024-12-20,38500
bni-8ad0f52bc1475358c34aba2145ff7bfc,2024-12-18,-34000
bni-00ad857a0bd598b80904cffe1b996763,2024-12-07,87300
bni-caf743e3b80006063074b94a264ca178,2024-12-19,70200
bni-682ff570a451ff0bbb3930b7d5f919d6,2024-12-10,-14400
bni-c3ef00d55cd37474bee2e774f65e6040,2024-12-16,91100
bni-7180ffa0f04c3c9de9c7d845ad448054,2024-12-07,20800
bni-6f5250f19b2f32cba789c974d9811c29,2024-12-20,-50200
bni-a59ae729ec885b21ea75a2edc4c13e05,2024-12-06,27500
bni-94875fba8fbde56a0a3094d027d552ea,2024-12-19,-66400
bni-e2ebfcdce7a872e835d704b6201c6fc3,2024-12-11,63200
bni-69126d0f32586d11bfa495671ff23d37,2024-12-12,7900
bni-3ef22831db82425bd2f9a31c9c4a2e37,2024-12-14,21500
bni-ecaf2935e233b7b13de3c4b57476bd36,2024-12-13,40100
bni-a048042085cb0587749894f9eef65853,2024-12-18,-31500
bni-9cb0497a85c87f150d19b8622d013334,2024-12-08,75300
bni-e8a0d01a07d6994f4c2568249e910090,2024-12-15,-52100
bni-15f13e95ad6eaadf524f1c839a9e49e8,2024-12-06,80300
bni-d5b11792733fa2be5d42937c61b4b17d,2024-12-12,45300
bni-6a47b2e281904ffebdea65fba159c3c1,2024-12-13,-31000
bni-2a6b2f761b0ed9946a3370bd649820e8,2024-12-08,-12900
bni-f31d048952ca50ff23ac535072b56106,2024-12-08,81900
bni-2dfa40f6d93c2b59864a5e5bab9fd7a0,2024-12-17,95600
bni-e7ab672065f93e00b19f084b28bc9086,2024-12-17,37700
bni-809562bd3643398f7354c907ea652b0a,2024-12-15,67800
bni-fface6bc102befcef472f92561fe8bc0,2024-12-07,52200
bni-20f9d39e3169d863fe7e171fd82f424f,2024-12-17,81100
bni-5cb23b9ef5ca4eeb685c05ecc436a9db,2024-12-06,37900
bni-5d587d25b3b3947324203a7c3b167bbf,2024-12-17,-29500
bni-ad37f5a7e852d3fc3027de4c0bfd3ec0,2024-12-11,95000
bni-ff7800f046c3bbb38e20c2f06256077f,2024-12-16,72300
bni-6c5482143b6429c77f9ceb1329c4fea4,2024-12-20,-49100
bni-692e38664bc6c458a00302567dd6afbb,2024-12-13,94600
bni-335be053886fd4abdeda9b96efafe42d,2024-12-08,73300
bni-2fc9680b0e3759e69db486f1efd6090a,2024-12-06,26100
bni-2b41c3a5bbd72126e9d1823d022db9fc,2024-12-20,-99100
bni-ae0cea0bf761f94702f46fd8d70235cd,2024-12-10,91000
bni-75bee00704166f693a65a11507c9b397,2024-12-19,4100
bni-277cb9812e4bf518a64e494c7d6812d8,2024-12-11,-25300
bni-a148a6b59a2ad29e39e79a8ccf7da09c,2024-12-14,29000
bni-fe2ede19d5f716466bac4b0f2f5e2e67,2024-12-15,-99800
bni-df5c6b51269b70e79cb455bfae3798d7,2024-12-18,31400
bni-3fa0a70313388548e33c9a7878a46c3b,2024-12-08,36500
bni-ea0754da4dd6f142b78170cb69e030dd,2024-12-10,-34700
bni-fb7463ddf2085148cc94ad5b52917a59,2024-12-09,54100
bni-7ab0a6791202ac062e13a51bf6e187c7,2024-12-14,40200
bni-8d509fc273299544d29ef6cf615a4da7,2024-12-12,6700
bni-e8a3b54a41b54a5734d816eb6fdcbfaa,2024-12-14,-15200
bni-8a8c70021c9dd98216a9d619d00b1d46,2024-12-13,10300
bni-0a65efd185586442b5f1cfe019dd4dea,2024-12-09,88000
bni-20043a785d2a10caec2c1e2a53126b1b,2024-12-06,43400
bni-20bc6d46a3d97dffa15aabe04410fe6c,2024-12-07,52300
bni-cf5e1770e077745a7ca1ced194721bd3,2024-12-06,72000
bni-a7b70b4b21393479f4829825e8dee075,2024-12-14,93900
bni-7972b785a1c33b6ba754cfa60cb332c3,2024-12-13,13800
bni-1a6acdc6f606e27ec546fe790f4ec64a,2024-12-10,52000
bni-d41d8250493266cf2e0bc5549110bf87,2024-12-11,61800
bni-41678a69c8fd01d12be33aca75d9b157,2024-12-09,48300
bni-4066ba5a7e4a6b1bfdc667cf9f1667f5,2024-12-20,8100
bni-0e8887151e5362214587b768f068fb13,2024-12-11,-21100
bni-d3d4d772343ab6de39ed33ea200f2320,2024-12-12,66400
bni-4b168fff88011ae4b4bcce0ccfe475d9,2024-12-11,50900
bni-18d263111ca6be7cbb5f99f790f1463e,2024-12-12,58900
bni-97c7afa671fe95a57966fb42dbedf15f,2024-12-15,49200
bni-ac36a5fe66a8aacd00c3fa7731a5ff17,2024-12-12,98000
bni-57ef75628a29d24e27a833446bda5016,2024-12-17,-20900
bni-e5553b80376203739e11cb70228d97a7,2024-12-07,-12700
bni-c8ee871b896bbf252aff9145145514ff,2024-12-18,77000
bni-7ee660e6838fffd25596586f308b3478,2024-12-20,65900
bni-4ab4d0a686c790765d640404da9c04eb,2024-12-08,5700
bni-00ce9f20b5dbf38efc72f84b54f2c0d9,2024-12-16,29000
bni-ee4f4add49056dcbdf142ef292974bbb,2024-12-16,65100
bni-0b5ecfa097ed56a26135379f065de2cf,2024-12-08,24700
bni-9c7f4c6f06f7d5d962cd8b1159dc9f4b,2024-12-08,56500
bni-0d5fc45369f1b331667be92f1178fe47,2024-12-16,5300
bni-4581d53934a791ed6b530b6b12043357,2024-12-18,58000
bni-2e1e2d8ee740832939a58d52c5cc49d4,2024-12-14,31400
bni-f168707204689af5c87b7e03792f4558,2024-12-10,-57600
bni-d65790020d89d4a6dff6f1c5fd9af7a1,2024-12-07,-82700
bni-24a8a3a520ce1a18f161e7f74a5c813c,2024-12-18,-53400
bni-c8822693a5fdc162886dce1c5999b4d6,2024-12-14,76600
bni-f1bb16e21411bd1de331e059c64141dd,2024-12-17,98800
bni-f709b3084d5b7d5a8ffc7126e19bc84f,2024-12-08,-72000
bni-122f7cb2d8ba184bcf29623cac0dddf4,2024-12-12,-14200
bni-2e285a87a7b98726c4f917801b4e52e7,2024-12-09,13400
bni-416a931e5e5ac778c1ac77895e8af970,2024-12-15,-35700
bni-dcee0a7bc8be06ae6184b64070fdfff8,2024-12-12,55100
bni-bf0682c9f2f6bf00d17d1dadfa4e47bd,2024-12-13,67700
bni-89fd9d58530e9de05c80588359e5245b,2024-12-14,21900
bni-b72a2fb8879971b51f5c4758842743fc,2024-12-19,40200
bni-b2fdb9f1ffa343ecddf2a85ffc1c6e7e,2024-12-14,67000
bni-6a7abafc1c32f5c1eb8e9a5dac05dfc3,2024-12-07,-46900
bni-a0bface85466e2ae595c21e42393937b,2024-12-11,-74700
bni-6889ae6c47f30028025a99c1c287909b,2024-12-06,23800
bni-4f4dde1a3f83eb587a1b5923955ca728,2024-12-10,3000
bni-5f31a6f1cbc819746341bac1fa23a12f,2024-12-07,66000
bni-987f0344e0ad5afa810fae1d8624c3d1,2024-12-19,-96300
bni-e2d6578e876deb6dbf1dbf6d8c32cfb3,2024-12-08,-8000
bni-df49c14c363343f4f6f1caf63dcf472d,2024-12-17,67100
bni-f8fde80c84ac6ff26b417d1fa5213a51,2024-12-09,52600
bni-dd3874623a08048f2b5e300d20b4ba1f,2024-12-13,50200
bni-3a2f3b289c518fb914a790527ba2b756,2024-12-12,5600
bni-69fee8269676b929fcdfaf1ce3dc005e,2024-12-13,85900
bni-a9fdd841e11b186055ce8b2c6122b146,2024-12-15,-71900
bni-52791c6e9b5d4cd816ddf18caa2d0f8b,2024-12-13,-58100
bni-86887bc86fd9c46791c685f3f05a552a,2024-12-17,-32200
bni-e83a69fca3e8311597a65f3bab7c2f16,2024-12-14,16200
bni-5312019bbfa6cf2a3b0657a431fb3c3b,2024-12-09,12800
bni-4e835870b0c06605bdd090a539437644,2024-12-11,-13200
bni-bb18940ac2be3d3e973a78564c70a082,2024-12-18,-22400
bni-37b599ae91aa51866c70dca8f33c1b48,2024-12-11,-40900
bni-50c7141366917e595ce2d0936ad33fc6,2024-12-20,43600
bni-49ce8b4ab45b795573ea1e49d068324d,2024-12-20,54900
bni-f2688cfa192c86cea8422dd064b43ef8,2024-12-08,90400
bni-1cddfbace53c40220821edae7c55525d,2024-12-06,61600
bni-ee016681e35037d34937858b5cce6dfb,2024-12-13,97900
bni-bc1ba416778d9f1a10ee9cca56e8be08,2024-12-16,25300
bni-7078e7d5a57ec6ecba425379a1dca303,2024-12-07,15000
bni-e96bb16eadeb5f7e1f70d814fae72bd7,2024-12-08,77000
bni-4d1ed10c3865b6be016e6ceb1127fea3,2024-12-16,-14300
bni-299831bf5b0d30fe51159caf53b9f6a7,2024-12-06,45900
bni-7797e555eb028159b4d0a5d4014982f2,2024-12-10,15000
bni-9b8a9a3379efa8b20e1af924fafe15b7,2024-12-08,30500
bni-2202734cf7048088fbf1e4b9b550a581,2024-12-20,-20800
bni-7f7d4d73764f2fdd8bbaa923333645a6,2024-12-20,-23400
bni-07be8e5487c67522b70ffa5106ccb1a7,2024-12-15,9700
bni-29d7da6fe9db55c1b05f22e0e4759a70,2024-12-20,80500
bni-5bec6c4627df600371978ad65833a029,2024-12-11,63200
bni-bab2d4f57d21bde23098214bf703123c,2024-12-07,53800
bni-1b4da8c2b8899d02879166a498e592b7,2024-12-18,13700
bni-5c7b50a16c208b25ce06f7fcf1ddb5de,2024-12-19,49500
bni-550042fd1d4db3c274e40f87f0f68781,2024-12-15,-30600
bni-6237f8234ee87d8b76e80678982e2b35,2024-12-13,-6200
bni-1c4c68d88eccd5f2213bfc25204265e8,2024-12-07,32500
bni-eea5d5fde4d2e67a096b04e533bccdf1,2024-12-10,-80200
bni-591cb6d94bdb87a757295c47a700eb5b,2024-12-11,25000
bni-590be74bdfb473408c4d194d09155567,2024-12-06,62400
bni-f1dfc74455c02d1a5b2b8000ebe80896,2024-12-17,73200
bni-0840b5c60d46216d8b416c2d0e71e298,2024-12-15,97000
bni-d5f142600164ec769a1d36eff0a9e1ed,2024-12-14,53600
bni-d35041dfade7b72f1dcfbf884c6718aa,2024-12-10,-39400
bni-b86b96d430827c020f6b624f1858c337,2024-12-06,-89500
bni-aeca18776220862e0d7cdaed1c0fd5e9,2024-12-12,-25100
bni-e03e82dc096cdd7db6f2899d055d4299,2024-12-15,96500
bni-d97acfa14249d52d50faa0828fa8d4ac,2024-12-10,10300
bni-41a12ada890e2110faa5ee11b2a0feef,2024-12-13,-62600
bni-593520145a47b1e61bdd456976308898,2024-12-20,72200
bni-dc82250d819416c35b4e7805501318ca,2024-12-06,-54900
bni-d41bcc88acfe1982999d422f8f818ef3,2024-12-15,28100
bni-226c9ed194017bc3520c9d30467fa478,2024-12-11,78100
bni-0652c7ab8ce316b3fa0fc0c9c78f7446,2024-12-09,-20100
bni-674a21be62ba117b35397a66bf8f8fdb,2024-12-20,-80400
bni-2ae297c662dea05b7524bfca30296f0c,2024-12-07,-17300
bni-09392df6229064c0d007f3f77284d2f9,2024-12-09,23600
bni-7a3c535acb7298fb65d06b53b5501060,2024-12-10,49600
bni-11d6387837cb2a8186118213ae519949,2024-12-15,15500
bni-89ee73b895cfd722f058f5db47b092e7,2024-12-10,92600
bni-ea0f291bfdec6f91d41c4e4488411eb0,2024-12-16,44200
bni-70efa95e1d444e097227781ab6a2c276,2024-12-20,3400
bni-e7dfaa93cd07b25253004c283b3f78aa,2024-12-14,12600
bni-e0806110052e7b06054dfc3994ff208d,2024-12-10,83600
bni-7e22c1ffc9890cd08981c2160d85915a,2024-12-10,41700
bni-a0c46751c54f6942abfd9db65bf99229,2024-12-18,-99600
bni-1c5ff0fbf2a187d2afebe9f1bb4f6908,2024-12-20,64400
bni-40866d22f9e5ea9aca16b9ce9636080b,2024-12-12,87400
bni-e4cfe09a1f69a2de28cbff1dd9e5cc67,2024-12-20,-85200
bni-82179638a096ac3f997693e6fff582d2,2024-12-13,-17700
bni-4d57f58bcd19ceb0b07c601fa575fe15,2024-12-16,10300
bni-6768a6977e5c7e5991009d5d84a758cb,2024-12-11,92700
bni-07bc3d2f9e2a3fd8a9cbf952881c4168,2024-12-20,82900
bni-1eb02e2f3c30fd139382a441355862a8,2024-12-16,-31400
bni-81589b7354863af6bdbc10ec0c854a44,2024-12-11,-41700
bni-d1f8bc255ac231eea260f666784315e4,2024-12-13,-42100
bni-ae50dcb5d1154137f50e8878ae872c1f,2024-12-18,32700
bni-9967986770c3226e17c685fd7d8204e5,2024-12-11,-46500
bni-9d71c0681a65eaf9e6301b143b6a8d72,2024-12-08,3700
bni-8032593f7e1573591ac773e65066ce45,2024-12-18,-47300
bni-54ae5bb46252bc0609458915b46234be,2024-12-18,20300
bni-7be56198ceea9c00bfebb210a14fd87c,2024-12-20,4700
bni-f48cf112034c92fe46602ea9c5a347ed,2024-12-13,-20000
bni-4f7446924b5f206030ae34791e91a7b7,2024-12-09,53300
bni-10b40c1ba9449297bdbd92d900c7dfd7,2024-12-12,61800
bni-c94d37b20109933be87b1fa99aeb6e3e,2024-12-12,77000
bni-6494b1a9a05259f45e2761b46439241a,2024-12-12,36700
bni-e866ac13979248937ddb7142a840193d,2024-12-17,3800
bni-e1db55ec1e0bacf372cd7edadb23751e,2024-12-09,27300
bni-09bce9fd29cc1e1f333fbca7b1efe6a5,2024-12-10,87700
bni-cb4b26b1ddc8e2fd288467403f2793e1,2024-12-19,72400
bni-e64c942a13d38100c9c7cd1cd382b903,2024-12-19,47800
bni-366688564d2804f22bc6847195e4f1d0,2024-12-18,-30700
bni-453e2cecd4fc267ca3e9ab8162da8f54,2024-12-15,93200
bni-84767bfe3a9c88f0f36b038aaf6d5c99,2024-12-20,78000
bni-841dc9be5b1aea33eb2c3fc1520e39f9,2024-12-10,44000
bni-08c7bd25fd0fbd29ddcc60d4be5cfac5,2024-12-08,20800
bni-394500f70d32bd9dfe8605c9ea9db46f,2024-12-13,41600
bni-6e51a7256a82ee686607006a4c89e660,2024-12-11,-89900
bni-3ad5674ae61bc8f15521a313545fea3a,2024-12-16,29900
bni-2149fedc74d592a9fccda96cd1aae0bb,2024-12-06,18200
bni-66d50094345702c4bcb6dbf1d9b6f923,2024-12-19,-62600
bni-659e518b6d42b0f77bbcd8f177ae24dc,2024-12-15,35000
bni-4c8c355a8cd39988251b11fc49c051a1,2024-12-11,82800
bni-08caeba8509e584cf5d3d95a95dfb06a,2024-12-19,-83900
bni-6877fd5a2c9258d602ea7687147e3a77,2024-12-12,-75600
bni-f7e84e3351aab0311921775b6a7ef076,2024-12-13,44700
bni-ed7ffde8c39aa4f378040f02af1a46b9,2024-12-17,95400
bni-a42aeca325a4b39ffef7185ee00c831f,2024-12-15,19300
bni-49ce62d7a58240bc6efb725a519385fe,2024-12-09,76800
bni-a2db39ed1f3d18225f6d1c4bd8a0afc4,2024-12-13,-58700
bni-645189defa767ee5633c321dcd8c6a1c,2024-12-15,14700
bni-ea1e4134396a65680788ea26d7afa74a,2024-12-06,12000
bni-1c8af99ec10c4d072dcf19849a13555f,2024-12-10,63400
bni-e5bb9e42770e83d4fd45eb330dad91b6,2024-12-19,39500
bni-d7985047a224c9879f12884b0573312c,2024-12-06,29800
bni-a11eb9d3286efaff5dda1eee55bc34ad,2024-12-09,92600
bni-ae835a7944bee4dea3efa16723c029a3,2024-12-07,42900
bni-ef36f0d3ba87970ac51a570756c0d5a1,2024-12-16,86900
bni-db28675a01d76556f2654c789c8d17a8,2024-12-09,62700
bni-b3597fdbfadf41953357066cde678519,2024-12-12,94100
bni-73824477f3cd3d60a6090b664dec313c,2024-12-13,49500
bni-b31f64aec458b9274cdf5ab8f6a26058,2024-12-07,12100
bni-3f4eba488d59466767fa5e16fa733202,2024-12-11,3100
bni-b14a14bc05bdfd1982a2e1d675ce09c8,2024-12-07,93600
bni-952d22de665200d23d6db3aef7c4c283,2024-12-08,-78000
bni-2034c60530d23cca858203d73d531d24,2024-12-16,73500
bni-c90e42ffe0c7e1c73b0925b0812bed59,2024-12-20,44800
bni-15029785d0d536382b65955b524a8c13,2024-12-18,-64300
bni-a4d8541e3371a0d00085a3000eeb2af5,2024-12-08,22800
bni-f175e2427e3bbe0a62842ef4a3b725bd,2024-12-18,5900
bni-949986c8f059270ab482da99ffaf585b,2024-12-07,65300
bni-2cff6565360a788a53349b9758afaedd,2024-12-10,-11900
bni-dccc4a942623034f0fe25d53b6e0179b,2024-12-19,13500
bni-04b84002637449fd99555522c938c561,2024-12-13,53300
bni-c321fa2301f86f180da749f8298cd783,2024-12-07,-12200
bni-37595d8c67fa69b54e3457699c6c3e04,2024-12-13,-74100
bni-1da34f4c1a411233d66d76efb1c12188,2024-12-14,-48000
bni-b9795a174383cdfbaf305a16eb76ea93,2024-12-15,-62800
bni-562babd4f6bda7f8e83e551b70088360,2024-12-18,-11800
bni-18acf34ad21140127de1e4eb8bdc14b1,2024-12-11,-15400
bni-29899e9096016c0e4fbd3368d0ea2b71,2024-12-14,-70600
bni-9dd4302149bee64a607aa3e3032ef7e0,2024-12-07,20100
