BNIUniqueIdentifier,BNIDate,BNIAmount
bni-cb3ccadeed114b9493dd40e63a97cd0e,2025-03-09,-64400
bni-1bb9a5b44d1acfbe6e25f7530fcd0146,2025-03-05,-98300
bni-dcff5d2126786e714422addf26c33e91,2025-03-05,-94100
bni-4bc8f2339effbdc36f999a96e87b1dba,2025-03-04,11100
bni-0da50821a37759dbe9c897bf35b829a3,2025-03-08,-36500
bni-c624794737024a7f5ea46810b9598e09,2025-03-13,4500
bni-fc7bca347d503c28b8c1d4dfb42b91ea,2025-03-10,14300
bni-2184c8aef3e0946846e3a9f5fd09000f,2025-03-10,95900
bni-588907a1d9e8a769e449e1e8587a2ba3,2025-03-09,29700
bni-513dc3005cacf13ef25050c1a4239ece,2025-03-09,49500
bni-55e4e3c89ce5d4c7f0cbd1df48c13f1f,2025-03-13,-60500
bni-0f2a7bdde050679b4609e92f2711e202,2025-03-08,99800
bni-64cf3ef1c032093870915ba56dfa3202,2025-03-14,84500
bni-1b2692a27956097d7168163a5aece111,2025-03-10,77700
bni-ce93c5cae815e64283caad4130c2e9a8,2025-03-11,73600
bni-4dc4d42f13940968e199a48e82a13435,2025-03-11,84300
bni-a96443b77a7d838ca23c9308de104c72,2025-03-12,-25000
bni-e750a47d18d7e6b08058e12c84bbfb28,2025-03-06,78200
bni-20403f5dc00075fabf9dfc142bccf8cc,2025-03-07,24800
bni-11456ee59c4cf6a124b1938599d2d0a9,2025-03-08,-83800
bni-3157458d0fdfd6009c8d0f4bf96376a7,2025-03-10,82000
bni-657a54c61910ceaf2a995f86bb6ebec1,2025-03-07,-69900
bni-80706307037dbd392d8cff31e8a6ce35,2025-03-06,-57600
bni-b3c09e35f2edce6ffa5a9d7aaf5c92d2,2025-03-10,-68900
bni-eea25395882f73ae7edfbec936ab7833,2025-03-13,-62500
bni-787e4f292ec260fb5d65334f3576e6c8,2025-03-10,-96100
bni-9369cea279e43b5e9e6b24bad646d6e2,2025-03-14,58600
bni-9b77a45dab9b1c9e7f541bf3aa4f34cb,2025-03-05,-98600
bni-2e12e27864663854515ba745c53aff6c,2025-03-07,-42200
bni-72048c758e33187698911fcf00b92d2e,2025-03-07,-59400
bni-d40f9a434cfa82ff0e86ff14617b9ed0,2025-03-05,-85000
bni-d018f0b18acca4a3f6af9c9af759f5b1,2025-03-08,-29900
bni-81c61efd694d13a301b905536b095097,2025-03-06,-57000
bni-193c0290c4efc829dc585dcd97d99216,2025-03-06,87200
bni-4685def5a533c5c0dc0a26440bf10954,2025-03-09,-89400
bni-4be2a230d1d9d269b8c698e7abe4e619,2025-03-11,55000
bni-740080e3de82089df9d1502eba1cb265,2025-03-13,-77000
bni-29922bf69f3117a255fc6b352e5ac668,2025-03-06,98500
bni-bdf6465b6a6a58ee936104c91ecac8a9,2025-03-05,55100
bni-34654a85d013d1a4abdf4eeed0566040,2025-03-14,-1300
bni-b4aaeee7156b5c94c29898635caf2a27,2025-03-05,29700
bni-d6f4076c254319452c0fd2564daed9c3,2025-03-12,-69200
bni-102e78eb651a2c964f8c908438c89966,2025-03-10,-72000
bni-81059f5a061cbb79fd08061326c6fd08,2025-03-13,9900
bni-3769364da70afd7b7349a34a7addca83,2025-03-05,-50100
bni-b8d3baa1f699fd977d2c05f613b0c7a7,2025-03-13,8600
bni-5dbac2652debe822b1f39755256957e5,2025-03-11,23500
bni-f106f2750eedfa6cbbe606791fd04a2e,2025-03-09,-6500
bni-1bf30689ba43e2999e553380a678c710,2025-03-08,-64400
bni-58a840a6abf859249e102e643cd9853b,2025-03-09,47600
bni-76b99b800f643685a3a75ec95e0a54a5,2025-03-07,97500
bni-ba359b9e8b57a4bb8987751b769e4c58,2025-03-05,46200
bni-288e765cdfb53f559bf0d1a0c035c315,2025-03-13,-43700
bni-e33f81297c0b87edba8e53be22d90ece,2025-03-07,-3600
bni-e6464d548e2e7280827903a9a6376679,2025-03-10,-88700
bni-0fe9c22d5bc807387d4c284053a7a6df,2025-03-14,31100
bni-fbee18d8d425126e805cb4151051c16b,2025-03-11,-22200
bni-a960a8373313728881081c509596ce62,2025-03-04,-97400
bni-2ce88633dad7d4e3fd71e37dab33e2b0,2025-03-10,-15300
bni-7d44190c2327a572b46fc1af404b68d6,2025-03-09,-27500
bni-e593f3ac087671bc87ceff6ae2f352d4,2025-03-04,-79600
bni-2c76dfba3fd63b5f05db4316a901857e,2025-03-06,-14800
bni-d59eba3427f0e9e1ee00b015e2c6fbd7,2025-03-12,87400
bni-00273edf4f30ffe0dda7195f2997460f,2025-03-09,-98500
bni-c270a912d5f8be32588e089e5d868c4e,2025-03-07,-83500
bni-480b02bab708c4c410b8178638d4d6fd,2025-03-13,-27600
bni-1dec2ff44d351b4f1ee8b3b2fc30d9b0,2025-03-06,-5800
bni-02105fae2c47c516ee7df72f74c48ddc,2025-03-06,-82600
bni-a9cf0105965f4d789ac7818cc1cdc52f,2025-03-07,93400
bni-cdde76e28221e814f844164cf73ff4a7,2025-03-05,29000
bni-f6a04e9e450ae732258812c27d3ff0f6,2025-03-07,5000
bni-d05f7c15022bad1e1869e80d6b4bddec,2025-03-13,-10500
bni-a63209abf20918b7efe33fe16a020d39,2025-03-07,20600
bni-fb9b5e5b56c9f8d4674c8efe8ab1baf4,2025-03-09,-19000
bni-3ee14c1c5775878bc6a89d8a4e161286,2025-03-13,99100
bni-4a01764257cffd7c3ab8b30c73a507fa,2025-03-06,34900
bni-da5dbc69b7020713193e238fb14f9803,2025-03-06,77500
bni-c3082231426de1d00b824d0d133f4c8d,2025-03-12,26600
bni-cf684c8abc602ac397d6f305cb674d7f,2025-03-14,72700
bni-6fbc4baf8667d6fe35375bc84d306d60,2025-03-10,-44300
bni-345cc129ca5d078d746c93c44708b832,2025-03-08,-59600
bni-82870f626b5ff6c0f60165d7ab6aa252,2025-03-14,80800
bni-a6039e1625da279fe443c3de7a56e9e6,2025-03-11,23300
bni-cb1aa92e5c7ef6f71273e10272aea4a3,2025-03-09,-47700
bni-3a78379dcf2fc09977c0c119d7834f74,2025-03-10,-82000
bni-891a811454ec7abe895b11fef002ead5,2025-03-08,89600
bni-38b6997d6cbbd9bf722b50bff01cec4a,2025-03-08,38200
bni-747ee845869701c219efa484744bb63a,2025-03-13,-96400
bni-8aab19385318e1c4987a1b824e120eee,2025-03-09,-87000
bni-6fa471c11c493fcc23823b8e073b5e9c,2025-03-09,-39200
bni-ea5de05a165134175c0dfbb2d0f0fed9,2025-03-12,71000
bni-8be67c8dabcc2fafec97854b39a45629,2025-03-11,12000
bni-dcbb9a78feed2568250eaa8a7b00add0,2025-03-14,55600
bni-4f1dc0cc43ca89417774fc0e25999fce,2025-03-11,-15200
bni-33c8eb2c6538ef887fcfb5e9fc2811aa,2025-03-09,-28400
bni-6f99e813d05038aa823bbb017da7a991,2025-03-05,88800
bni-ae4aeed89cd56a471dfc9c27ba78da8f,2025-03-05,31700
bni-c887dee5138d148a9a29c2c0f5478ed5,2025-03-04,12000
bni-b90d9350704ff93439468fda3c60c0a1,2025-03-11,-29400
bni-afd9028cbfd41d62fd1c0e03b11eebb5,2025-03-09,-86900
bni-a5f4c7d0189eb8f9687e2ad46bc1db74,2025-03-11,-20700
bni-8b30b47af3c9bdcedce1ef851bb89b14,2025-03-12,-78500
bni-66726e25688832312604c3b641d9b094,2025-03-10,61700
bni-d4f09516e3a0b6476ea7ccd277b0747d,2025-03-08,-32000
bni-ebc1811e430181c7b6ef2c85c6e9df2d,2025-03-04,46500
bni-da403cc93893ef2efe29933d6a77b345,2025-03-06,71400
bni-6014be82605bfa72b9035c621e582f6a,2025-03-09,20200
bni-e316694722376a3189bd5d983c37a5e3,2025-03-04,39000
bni-70faadcbafb3d838d8bea7a0e44d5fac,2025-03-14,41800
bni-9e2a7ea85067724f83d56a1fadd3d971,2025-03-12,-69400
bni-00e4181c1b58b130aa46dc33cda3ccd3,2025-03-10,64900
bni-c704a311225162bd0a500be1ad92e069,2025-03-13,88900
bni-6ecacdd0b2202a1a1d409f5de4d682c8,2025-03-10,-80200
bni-853c2b9c834f8657ac248dd921da52e6,2025-03-07,-31400
bni-0ff5ec0afbcd953eefaed56d533b5218,2025-03-05,-43400
bni-fc41aa69dbf836c6d94b4de9c6a80fea,2025-03-09,10000
bni-bbb299ef4d7a110c1e7b791dd3d79258,2025-03-13,17100
bni-4dccb8066f47fc54f927b779cda5900d,2025-03-05,28000
bni-a16f59521673fc18486ea527a11b59f5,2025-03-07,25900
bni-8165acdbb0cc82ba2b762127032ddd16,2025-03-13,19900
bni-825dbf5bcf75c7b044984cc002a32c68,2025-03-14,-45000
bni-0ca48ddb98ef3f2a95aa0efc8f974dc0,2025-03-14,-88900
bni-9acec4d19dfc284c0ac79940a51ecb39,2025-03-04,-71500
bni-6eccac8550f89e6185ed4d746929a3f2,2025-03-10,-50300
bni-07b2dd40dec5fe781fd9b896e85b128d,2025-03-10,89300
bni-216cf77c5dfea52db6c6e8d1ea85d3d9,2025-03-07,63100
bni-cfb4bddef312f68b11abd5354eeb29c2,2025-03-12,16100
bni-05cdddeed27cb1067ebca4ab9bea9e48,2025-03-06,41000
bni-1823e33aeb11067d33542280049bc520,2025-03-14,-49600
bni-2d4e05473921db65e5cb95e361bddcce,2025-03-08,23800
bni-9fcc64187f11d38178636b19765459b4,2025-03-12,-30200
bni-16907272ee9b3f32ec6e3435af61fb04,2025-03-13,-31400
bni-7220760016b7cc259a83341e3f798810,2025-03-13,-5700
bni-db1d421d0152c3f72bbf880ca72e7f7f,2025-03-08,70900
bni-3a743a53eb6fc112d2e5867e1d2ffa9e,2025-03-09,-20900
bni-fc70e06c01d11afba31c6b77d20d3a9d,2025-03-11,-42200
bni-6b749a038e5e90d8226e1e24c519f4d5,2025-03-11,67300
bni-35186851b084fdc8ee8f272139a0b399,2025-03-11,-82100
bni-6541f8de06dc9014eed8384b7a21251a,2025-03-05,11600
bni-0357c381b0ab65edb978c38192a3d05d,2025-03-05,34600
bni-36b1ac1a19b21914e4e16a165430b0cc,2025-03-11,27500
bni-2918cb53a501438ba475f1b1aafba39d,2025-03-13,34400
bni-8f4308ee1c44650689fbae83c0fa633f,2025-03-13,57800
bni-79f28f81fcb6a7956bcf41c6f9ea7c58,2025-03-08,46600
bni-b7c42034f3403f2fdd1936bd56e6ca31,2025-03-10,16800
bni-30083121c65dd8580d6800d41c8a4f05,2025-03-05,-23500
bni-7a5935cab409845a72613f7b323f2e99,2025-03-08,24200
bni-ab414bea74a695fbda2819f2cd9ee418,2025-03-12,67200
bni-1a184c771864f10a3f5023a0faeadb2e,2025-03-13,97400
bni-7ade1c99542bdf9be9e35d80acf2829d,2025-03-05,-32800
bni-f208ef311719d0e5e19144135786d7ee,2025-03-13,54500
bni-efe04236f27827c7a112f4f18e82df13,2025-03-10,99300
bni-33598caf804075961a0b2ac07c96f8cd,2025-03-09,-67900
bni-ddef7c124f7c88857ea1992e157fb407,2025-03-06,-61800
bni-ac1db19e5a8a49bfc6e9801161156d37,2025-03-04,-83100
bni-3764d8c662986ead08ae0a14efd3b3ac,2025-03-11,-89500
bni-a790dc42190f7038beb12028e74460f2,2025-03-12,-5400
bni-e0b46259ee5ac120bdae7607a625de0e,2025-03-05,-72300
bni-47f2b18a8153ce9b90daf24bce679df1,2025-03-14,-95700
bni-dfdbe566af2c70636cc9ceb5da0aba11,2025-03-09,10000
bni-5045539ac2c21353479b2936d7a23d87,2025-03-14,-70800
bni-e73436b3bb7918e248fd0838450453e2,2025-03-09,-7000
bni-bbb8ee379e4d07a57b24bb9953f832c2,2025-03-12,33000
bni-6a8c7f191bd4d06f285a51d0318945cf,2025-03-04,82300
bni-f0d6cf880d31585fcc7b90be96da3896,2025-03-11,67700
bni-466c6a05bde6888debb37001c150a70a,2025-03-05,43700
bni-e44bf14a4d922a899a14da41a49c4414,2025-03-14,77500
bni-e8815c18618350fd14f75d0fe0b7bb4b,2025-03-14,42400
bni-57ceb6c29f6b8bfd46dcb41f8d785cd0,2025-03-09,-30500
bni-92dff5f966aeae64a70ef161494548e8,2025-03-06,25100
bni-f381cd40cbc00c29fb7d1e5c2b66592a,2025-03-12,-39000
bni-1048f0c9be95ee32b19531f31526272b,2025-03-09,-12000
bni-f830b05654b7839035a957fec8e6905e,2025-03-05,-95400
bni-3d50652fffbadede26d75ce5906b4a42,2025-03-12,-29800
bni-8e8e159133305c574ef9faec1dae794c,2025-03-12,18800
bni-93d5b4cbf286c865f7dd77f414366895,2025-03-12,99200
bni-6d319ff9e2b98f3ccd2153fbf31fe00c,2025-03-08,78600
bni-663cc0e5a5a22b71e2298f76fb7bef0a,2025-03-12,-47600
bni-2980c97ba35f92f52c9dd5bffe43c92b,2025-03-10,-2100
bni-543d4b1871f91de5812151e7ed5d27a1,2025-03-13,75700
bni-b3b519581f59396b185b8e2528065ca2,2025-03-12,-99800
bni-b54e3687ad1730ba3245f228fbcd8809,2025-03-08,-90600
bni-c40a16ca65ec94804e264163dc9f57d9,2025-03-06,-19100
bni-7dfd57179545475be266a0e1c7013540,2025-03-13,-40100
bni-c68b1a25eee1caf4c0d837eab9b534a8,2025-03-07,91100
bni-a3e2742b3cdd00b6ed36da4cc8e4c6b3,2025-03-04,26200
bni-3f5ad756214be02ebf90409c146d5a97,2025-03-04,12400
bni-a27e5e363183c905c4ee97724d214086,2025-03-04,-11300
bni-67eeb61c3fb3b18c35c8b59bb171ce14,2025-03-12,-98700
bni-31456e1d817206faa83ac51d319279dc,2025-03-10,-65400
bni-ae93c124ed98c178169c213dbe45c069,2025-03-10,-64200
