BNIUniqueIdentifier,BNIDate,BNIAmount
bni-37f3ff6b6a1708f239b2951b2e08b823,2024-10-01,-72100
bni-f5d65fab570749d4502ca01ccb3f2b8d,2024-08-28,-3300
bni-1f5108ca011ffcd7b89686affa6a7fb9,2024-12-15,75300
bni-7f5599370abf02e8110e340bc7e130eb,2024-10-15,36900
bni-36b854974a6ae55bf4b2fcd4a5e11d38,2024-10-19,55800
bni-b1052006afde693fdd93c925d90ca5cb,2024-09-28,8400
bni-5973139aefbefda5a181bef2e1785de2,2024-12-28,-9500
bni-fc059bbcccec63396c7d54df4668e579,2024-10-06,91800
bni-7c9a29f8ca6d267f16211e1f2b1ccbd9,2024-11-25,77100
bni-516f5e2ba69252382df0f161e445fde1,2024-12-25,-49500
bni-c88f7410608960ad17f8aad139512d2c,2024-12-29,96700
bni-4df0953fd7a6c297670b5eb50ab7b763,2024-12-25,-63300
bni-9e532f1616d08177e6340a0953965eba,2024-10-09,36400
bni-32af94b1ccf9c40ffc6dbb24ed7c2953,2024-11-12,-46600
bni-225758981e55ef589aa688a71ee18256,2024-09-18,98500
bni-318c039f6243178fd7f282f7b9204122,2024-10-03,41500
bni-b73643e98a77f818247b5197d0712012,2024-09-04,29700
bni-af6e0c5999a73159b97c6133001919a4,2024-09-05,44200
bni-d5864979d575828000b5f5f246052154,2024-10-14,32400
bni-3d2ab062a9b8a38d44b1b43b00af59b1,2024-11-03,70600
bni-67301471547041055866f80884c23acc,2024-08-25,54100
bni-5e414c11edacc188ab70d0e9897dc38b,2024-08-30,37500
bni-b0bdb602de7a4ac0e016af829a4a1dea,2024-09-10,43800
bni-7eccd5e06f56444a88f3de141cd57daa,2024-11-27,70400
bni-42acd4e1687c3f51103c61655c62b4b0,2024-09-22,78300
bni-9bab7ca64d22ead1d28ae5e0b1fcc3d6,2024-11-10,29000
bni-9fe4ef5eef359265ec275f249ea6a1b8,2024-12-16,59700
bni-98abd3e9e9b8feda709cb74d01b1080e,2024-12-28,79900
bni-0205c155dca2561d1b4d7e3e0b3f6fac,2024-12-10,-67300
bni-794ee5ba34f22a2bc4be2a696ca9b40f,2024-11-10,43300
bni-13ec890a923c5164a22543c824b37b15,2024-12-10,97600
bni-200eccc54262fd9ef7fd1fc70072ce36,2024-12-17,15000
bni-310cef135d24dacbdb5adbe458edb60f,2024-11-23,90300
bni-5d7cb83ac5d2d6d9de259e85ff939f31,2024-11-11,52400
bni-6e5c2957587a2eece2509e26514c5e19,2024-11-22,34600
bni-8755f99432a4262306ec7297a859bde3,2024-12-28,38900
bni-fc57f2888d4588674969aec2520b3480,2024-10-08,64300
bni-3f3203f96b15cce09272a46a42637a99,2024-12-13,79200
bni-94fe4993dc114532f811a286f8eef0b7,2024-12-02,38800
bni-cc530be3b3dc1aaf06bb34072ee0da3d,2024-12-29,18100
bni-3f1a82665d4cdbc9711122a81eaa7891,2024-12-18,7200
bni-f9019d105de66d48b472cae000caf0b7,2024-09-16,76400
bni-b9e3785ebf3e402b1e704f22ebfb9a4f,2024-10-24,7300
bni-d4ab1f11d44d5dbf78e1914b03c7ad62,2024-09-28,13700
bni-1015cb20eec0868aad6e52c779de81f8,2024-10-16,-31000
bni-622ab86c29a010d6ed8182f289477d11,2024-10-31,60800
bni-3f3cdd200cb388bd31891cc56f881a8b,2024-09-28,55000
bni-ab17ca2d60942ab0d76f3287bddef140,2024-10-20,-27900
bni-6ab89fd42e66005cd98485fcb9aa185c,2024-12-04,7000
bni-c354de86943b7136225568faa7b31e54,2024-08-28,-66900
bni-180ef8a1462c6632561d31cb1655e0c1,2024-11-21,-7300
bni-f20c879d1c960d47a9da28ada9a817e2,2024-08-25,1500
bni-f3660926e471efbedd982c59c588093a,2024-08-23,19600
bni-f5e241b47a7a74edf9ae4e7494f65147,2024-08-29,32700
bni-770a255a3e9d20b61bcb5e69bdc41956,2024-09-08,40300
bni-edfa37a50e9eea1989e3765da48803fc,2024-12-29,64300
bni-2c429e7d5b04808e8ae0c0a4855198aa,2024-12-27,29800
bni-20d671e3b76785252c65010de6805399,2024-09-13,-25100
bni-0d3657503e6712af40d2d73aa72f8fcc,2024-08-25,-89900
bni-7f9f7882f445bee846c002572bf79b03,2024-10-04,25700
bni-5c561d30a61399d5b148e546f12b3370,2024-11-06,97900
bni-a1d23ec0fb76102457e3a86f0748fd7f,2024-11-12,23400
bni-b945dcd854b5814fb82e8570fb353636,2024-10-26,74000
bni-67a385dcde17a76a50f5e4083591cc25,2024-09-04,83100
bni-e962ffeaaf92c61d13789fa61c5d9358,2024-09-25,70100
bni-d3542269fb32d8548b2aaa1ac61ffbcc,2024-11-21,-73200
bni-b06bd2cdd428b2e5c621565dafd03bd1,2024-12-12,34200
bni-49eae2d2247d889780a05769ae15e930,2024-12-27,-29600
bni-9142d1c69aa40229a193721dd3278a03,2024-12-23,10700
bni-0a09039e62a1a7581b451dae23950bd5,2024-10-03,63000
bni-6044931f47110992bee95da5d8f39b70,2024-12-26,81400
bni-5cc85f75242eff65074c2c25a2343235,2024-09-02,-5100
bni-0ff23089206b81d1112e64f8fa669454,2024-09-25,-75900
bni-fbc6cc54e3fdb4ca4606a5681ca33333,2024-10-22,86300
bni-ce71f711474c7a043d08b06be275532c,2024-10-20,65800
bni-285efbeb84b9c247842b3ac23f8c190b,2024-09-18,-73400
bni-bd311694854dd4a181636f5855337374,2024-10-13,81500
bni-53f4cdc2cacc0a1a1a5c73e7bf7a457f,2024-09-30,-72400
bni-6073c8a6dc4cfb7d68bad3afa558d688,2024-11-28,22500
bni-1900dbbf909458ac527d78b5f28420da,2024-10-19,-77800
bni-c21d20324b5cad50be4e03e75ae16d6d,2024-09-24,-69300
bni-c9b17bf2f57542c3a8e72b03de022995,2024-11-13,91200
bni-f7bf8db385dd3f7cd81512010985b2fb,2024-09-07,43300
bni-5f4cfac73a4f9834257fa01f57e87b03,2024-12-05,93600
bni-389a8c4f9e1e9edcfe484d8782041a62,2024-09-28,21100
bni-6be2125252ad62632427aa2971df17c5,2024-09-07,42300
bni-b186976b5fad1ac7f8f474b90d49eda4,2024-09-30,8800
bni-edebb835ddab966b926e8b13d02cd3b0,2024-12-12,85100
bni-265c953a705dce3956b08140e00f4359,2024-09-27,81700
bni-5efee0cfc6d6353346060092ddedca53,2024-10-10,-47400
bni-757580047bf29390bf6ed25a496a0062,2024-12-29,42900
bni-f959874a70d2c1a4310816bef3d5f9e9,2024-12-03,-24000
bni-e8f158e721f659df838a7196f86d429a,2024-12-19,16000
bni-9aabf015f8024847697cf4099b81a25a,2024-10-18,24400
bni-a20ebd82e813b0425d77ab3c3fb95feb,2024-11-13,52300
bni-2096b60df619c23c60a0c099ac2eee14,2024-10-09,83500
bni-7984dad1a0480273f9d9e0cdfe48caf0,2024-09-27,-49900
bni-78c6c3e31189cd788546f4e7ec994f87,2024-08-22,99000
bni-c80594cdfbecf187185e6b062bcae41e,2024-09-10,36000
bni-2ca86a7dcd6ba3f9b1828bd2440e3dd7,2024-11-16,15900
bni-34764945cac94f76aa0b4fc99ac8c4e2,2024-10-09,11400
bni-564691bf9c2950a930a30b9c0050bc74,2024-09-15,82500
bni-e5c4a6d43c8a5a5309d40e44273d3242,2024-08-31,38600
bni-b70f5c6b93ccf08014e231fc7a19ed6b,2024-09-24,-55300
bni-0b52cfe6ccd2cdf58341cf7c0db4dd82,2024-10-14,-68800
bni-eeb37674c638e3ebd84c5fd19985b82e,2024-12-17,50800
bni-1cccb64d06948a92efc3174322306d12,2024-08-29,31600
bni-56047fca467b5eb370c73b67a988344a,2024-09-13,-88500
bni-440fed9a08bec07ece6599293cb93b48,2024-09-06,-85500
bni-5e558ffcc9912804cede8dce531cb460,2024-10-09,-84700
bni-bdecd2a1e2f456e5268a63a084b6d58e,2024-10-23,7100
bni-65169081b708fc5bc6debf05f0fb2361,2024-09-06,31900
bni-fee7eb8e3980ccbb36160e34f209135e,2024-11-16,28900
bni-ae9b445ae3b94a5afa1264fe621e2f2b,2024-12-09,-99100
bni-c68383cc3e7793770c2f44219ea8a5be,2024-09-14,27600
bni-4728bb0343920d74b7e68218e37aefd7,2024-12-20,-28700
bni-301cfefe0fa9290fd7353e5ef048e92f,2024-08-31,-71400
bni-d814809c01cd1373321c16474930450d,2024-10-06,56900
bni-6cb8c3ed5c7bdce4ed71fd5569ad2fcf,2024-09-26,26100
bni-e241f48618fc2ec83fa72aa41188321f,2024-10-30,-42300
bni-992867510d917a3cb59a01d3920930c7,2024-11-06,11900
bni-23c33cb8d009b7c827d688f334acf149,2024-11-29,42400
bni-edf9326f235122c09904eded52d176f4,2024-12-05,-8100
bni-41de07e813652029031e5f83fcdcda49,2024-09-07,4300
bni-9ba2adcf6fb2c017ba45fce778b1e1a9,2024-10-05,7800
bni-573afb863e2cb41a4a307c876ce2c6e8,2024-10-18,-60000
bni-c1c47f7b1b9025c29f4870d638abb83c,2024-12-27,59700
bni-6fbfd12e048439a616908b903f9029fd,2024-11-02,97400
bni-88f6c1485fbaa7528aa98d86262a6b0b,2024-10-01,71900
bni-7fd13f210dd244fdbb527f3dc1adca7a,2024-11-25,-27600
bni-ec18419198b1b0ec79d1f053032c6c45,2024-10-09,47900
bni-469142d9ea0dabab0a66263e360da1f6,2024-10-15,5500
bni-93e678348de84fb8d8959294ae347cfc,2024-09-30,37700
bni-66d919f788f5158e9f5d833cf7f7cea9,2024-09-17,-77300
bni-061ece556f66e24c6634624436c81c72,2024-10-08,40500
bni-caab800a6faa62e1a2b0a89337a40d99,2024-12-19,21700
bni-78ea0217c9c22a988acf1e8fa804821b,2024-09-06,46300
bni-d49b451d42d0b1a9d3e3403029bbc0f6,2024-12-25,-62300
bni-b8725489e8053ef867d90ff30dd5c6a1,2024-11-09,45300
bni-bf4cf1888094ac04eb5bfd77652a61ad,2024-09-08,73100
bni-c24f9915e27bd89b4547d9446643e10b,2024-12-05,67400
bni-a43257de9a7935c5de1f015ff93eced3,2024-12-17,12400
bni-0b98dee046c5013ecafd519644786326,2024-09-21,88400
bni-3860b19132aebade5421aab3b7eeb199,2024-10-09,42600
bni-98efdaf29236e5e788c324be28864336,2024-08-27,19500
bni-058442ef4db2ce7599dba7a5b62ef0ae,2024-10-21,-60300
bni-463e46a698e86de1a604c0a896d220f3,2024-12-10,28100
bni-a63620281d728fdcd52bcc156c7fd210,2024-10-27,-9100
bni-a7fdd386bda8dbabf8ce80984cba5f61,2024-10-07,92800
bni-1dbdd531105bf60a00cc48f1201af1a1,2024-11-09,92200
bni-040bdb93e1862f8a314803e08a4cc9eb,2024-11-27,26900
bni-a354ab0f3ada551b3661ad901c12ade6,2024-11-22,61900
bni-124f88d51ceffa9659b88f09186cd22f,2024-12-15,34900
bni-6c8f4be60ff3982204439f212255a992,2024-09-05,30800
bni-5c32543212d66f034e11325a8a13d98c,2024-11-26,96300
bni-11384c77aaf0f9b176af05acf1bc70d5,2024-12-15,57100
bni-0ef90369d501c2f3f89e3e26b1f7f259,2024-12-30,9800
bni-8d10a637b796e40349797d1ba5b07c30,2024-12-21,6800
bni-7b29ef5542e7c7dc2c23185a576deef5,2024-12-02,59400
bni-58f8f10db1bcdf4f03f44ecdd94c4729,2024-12-29,-61500
bni-b4a5c130bfe90567ca9aff9f3e2bf639,2024-11-07,13100
bni-bc913cb422a7c6f25d46d0dc442d79fd,2024-11-19,58100
bni-326f20c9024108431c3d46d74cace166,2024-08-22,73900
bni-9e365617c2836eccd2f593ab745bc0f4,2024-12-25,25600
bni-cbeb2f9def6f79e9570841a0c5add42e,2024-09-14,11100
bni-70ba42f40229e63d330e82eac062b4eb,2024-10-03,-40900
bni-537b8d11571d788620f97ea2e6305e5d,2024-09-29,16000
bni-3ff6629176bdd26cc06380b3c3fb105b,2024-12-11,19900
bni-1ce37d28f7e22e1b0b91db719cedb08c,2024-10-19,54800
bni-e84595a626ac2a4b9f3c5d01aa8cd278,2024-10-11,26000
bni-2d5e7aaf7ecc42e17228227b1e37d95c,2024-12-11,17400
bni-b64a8681e8e05a317ee1281ffa849514,2024-09-20,42700
bni-3de63c0ea3df169b2067335225a5197f,2024-10-12,41500
bni-704e5739d6fc294b71137510e7bd9a3c,2024-11-29,49400
bni-0b59e0bf577709f24a6ddf10e52b675f,2024-09-08,97600
bni-7431077f8755c63f318e3e7838e72090,2024-12-08,-28100
bni-c405e24bf50d1e4c16e0fd5503a791e4,2024-11-04,60700
bni-223f1f0823f27b9e533b6a8329c00a56,2024-08-29,-59200
bni-7b7a60579e334454f54d9cc9d3685faf,2024-10-20,82700
bni-d999c8d9d4aa6f492dd0216c449d6f1d,2024-12-02,64600
bni-ce00dcbb817ddb78b02cd5f045ae77f2,2024-11-29,34900
bni-d8d5fb191d8f9e4af01276a16d5a581d,2024-10-01,37900
bni-3fae8e7e9a2d5adec7a476206c9416af,2024-09-02,51400
bni-a01278bcaa58ce1d8d0af42b67b7935a,2024-12-15,93700
bni-9eee6b1e25dd1d4126e6379dc36ef027,2024-11-22,-58000
bni-6ca6182a7570d043210d2d3be8cdf043,2024-11-29,38300
bni-bd8a036add26b384ff30fa86efa15e2b,2024-12-30,26000
bni-1b7074d9b4475825abc68af59f7776f1,2024-09-03,93500
bni-dce09f27ae622ee0994867287d33df84,2024-10-01,36200
bni-e09209c3928a25a1a87a428b26b0cea0,2024-11-02,62400
bni-2af115a6c2024c123f6f6a72954146ad,2024-09-29,52500
bni-03c5de34fa996aa793e6cc2aafe79fe3,2024-12-10,76600
bni-3fbf39b4fe15a0723ec64a9476d85b69,2024-11-01,7800
bni-e44260142a010697fb14c0ea2378fa2d,2024-10-28,7200
bni-d8b856be8fae12004e81c97d2726eafe,2024-12-27,65600
bni-8ec358cf44caabab0a560ca1715b5a25,2024-11-03,11600
bni-40ec1d2984af8df857a7db41b4dec672,2024-10-29,55800
bni-a39a26feccbf5a6aa393b2c5b7695e43,2024-09-13,88000
bni-b224bb09266477dc8fc45b05e43b9ea9,2024-12-18,33700
bni-f9f58418d4cecb83bcc8ca1d60826bd1,2024-10-27,-76800
bni-9a3f2cae1c2c1876dd69a7ddc2d567a9,2024-12-10,1300
bni-d92b38cba5a3f7fab5d8edb2c2c4fbe0,2024-09-12,19300
bni-51d2872a5e4f21f6c92972caad1800ef,2024-12-23,95800
bni-841d3747c306c69cf057bd4966431302,2024-10-18,53600
bni-8d1c1447423d2e0a4b36b46877b1934a,2024-10-27,98100
bni-6d535b479771dc421ee863070e97c6ab,2024-11-17,50600
bni-b52961cde5398a8fbaec436fb89d9c75,2024-12-02,-73500
bni-cc102386767c008d0c7835f0f361fa12,2024-10-08,69500
bni-d7e7f27009ee58072bd7e56e5296bc42,2024-12-06,64400
bni-51df0e6c0f68665cc0c41c5cb3fd0775,2024-08-31,6600
bni-ba8415acc4f20f169a98cf3040aaed3b,2024-09-04,-71600
bni-e4ad4a5dacf385521a865310e9dd19a9,2024-09-06,23500
bni-672b9d6aba66e857578b2b034ff4118b,2024-08-23,-25500
bni-39e5d8e7aa50c50f93e24975b946ebfc,2024-10-24,17000
bni-1ab08ae3c607458759bf4e98ca28af3d,2024-09-09,19000
bni-b63ccc845b8934655c41a47ad7acfa74,2024-10-22,96800
bni-d9dfff2416569d061b90f426805e5c8c,2024-12-07,3200
bni-0ed5d5dbef1584bca56fc73e9e26653e,2024-10-16,6000
bni-3162f05a8f8ef1f04efc25f8f05b97d3,2024-10-30,28200
bni-86dac08ad3e76c72824863893ea51ffa,2024-11-30,42500
bni-10ebaac86e82a9744c011393bad99b50,2024-12-07,-4900
bni-d83342509b0fc08f2140907aeaf88f93,2024-12-28,5300
bni-e8cf898d752601f73eaccc19ac0befac,2024-09-15,17700
bni-cffc6fd8200616330df449952a0fbabb,2024-09-25,87700
bni-390a3292d74d50143b8ce79ee39411b7,2024-09-20,28400
bni-ef2483fd238546a014cdf978f7d311b5,2024-09-11,-14600
bni-02870948298abf89dc80afba74ab723f,2024-09-21,-27600
bni-106f29f2ee098eda666ce0e6e856d730,2024-10-22,-98200
bni-d533792dcf4e881091e05aa72110f828,2024-10-30,61500
bni-f3e05157742c2277b97e38a9f68c84a3,2024-10-19,-69600
bni-01e3d966e3ff9f4c493d9771f744c2b6,2024-10-25,21200
bni-9a73127a7b285c95e0a21f9d6c7cf72a,2024-11-30,42100
bni-85ce1d74e79cd033a4c0e498c4071522,2024-10-23,87300
bni-f347dfcd229cdb1e0ab4b3e048d874c7,2024-09-22,35400
bni-d666ad9c046e6543a3effa55619fe6a4,2024-12-11,77500
bni-b05316fbd6aaa8c814bb594cd37150ba,2024-12-27,79900
bni-ec7ac2803fd136e8c8d30db2d2525331,2024-10-10,13600
bni-8d10893d81e7aa61a18148799f8e9a08,2024-11-29,58200
bni-4527e9528939e61c85444a92032b6456,2024-08-26,8900
bni-f465c2617657133cf2256689d0e04580,2024-11-09,13500
bni-2894005f908c136ffdb7d7228419a163,2024-09-03,-10900
bni-ffa5495a572de15fca1baa30e2611843,2024-09-08,17300
bni-4f1dca030438715deaa98116c1ad9386,2024-12-19,24100
bni-6a1f0cacc9d52f062c4996da07740804,2024-10-08,54500
bni-2ed6c275f3c23bcedf967f098df0228b,2024-12-13,67800
bni-8aa69ef47e9fdbe9d80595c82430e7fc,2024-10-28,-42000
bni-0e350ffc8161cba3b1665138205e83ed,2024-12-04,-23700
bni-9c2a94a37b0a38a53894c5e2ee1549ab,2024-08-30,-48300
bni-bd796265eb7033c5d8f2f5286e756256,2024-11-30,-3700
bni-62dbd61dd8affaf8acdb3382b2b1e902,2024-12-13,14300
bni-f5acb1041877404b76901f5200a33f6d,2024-09-18,58300
bni-19c86d778946e8266afb27cd14462af7,2024-12-08,2400
bni-d2a951ad9d7eabde9c0fccac6f792285,2024-10-12,-27200
bni-0652173e399ddad80bebb2ad1027923f,2024-09-06,-35200
bni-ce74ec2c0fbf632239aec7338784dfae,2024-08-23,80100
bni-1d3d55dbbac5fe6e4abd50d1f9aa4eba,2024-12-15,16700
bni-70c616b81ce59d472b660b62f256a178,2024-10-25,11100
bni-bef6e62851ca193abbeb77a1291db0d2,2024-11-28,-19100
bni-85d2c2302e43adf0de8b5b10bfd6d11f,2024-10-19,17300
bni-aa18c2a8a71ab68798eb241a4778722c,2024-10-07,-46600
bni-f1209841e76071e3e3cfc050942c8c50,2024-09-01,-75000
bni-981d02ca737d68fc1f0fe2bc7335f507,2024-12-07,-61500
bni-77f22f26f43e5b3ac2f586a4402baf70,2024-12-28,-17000
bni-217ab0f2cda87fef0ea5e3c256416c64,2024-08-26,80400
bni-c3b48613070ec07366d14f8aa07e3afc,2024-11-13,46100
bni-42c81c5914e1cbd5dfed6f4fa1868be7,2024-09-11,87800
bni-d8fb6a23079fedef74f3f49ee988459a,2024-12-15,22500
bni-6ee0e4007b567a93896d61d9f3b1ea20,2024-09-29,36700
bni-39b3f939afbc129e30626e93d58c74b9,2024-11-12,31300
bni-b0606f3bebc8ba1dc9780db0e6a4599a,2024-09-25,-70400
bni-b0cb210bd9db5420e6064ed97a4df01f,2024-12-28,-63400
bni-89b9f098029ab53652ef8385c2112b99,2024-09-03,66000
bni-0c6df073cc2cc382a43017c1e2e4c201,2024-10-10,8300
bni-6b8ab80850b919df34cea2290a62f7a1,2024-09-16,-49000
bni-c901e6b0adf4663743fc6bde25e1009e,2024-08-22,86600
bni-18014564cdfb89e6100cccbe8d86589a,2024-12-12,90900
bni-5df051c69b8e9f41e120fd222c838b51,2024-11-14,44200
bni-916430a9b481f62370cae3aec3196522,2024-09-10,71600
bni-dfd17e0d8ab0434ba6f93b7389d772f0,2024-11-12,15400
bni-cadf96a6198dd3e9dafb0d922469b239,2024-12-25,36700
bni-a6ac3fc02640c8ff6c22bc1589e4153d,2024-12-14,79100
bni-d5ecd648715bbaded541ef42fc3658f2,2024-11-29,50600
bni-e75981e841b22de2c7c1be3cfec3d765,2024-08-28,-75100
bni-2bd5a7ca568b59e36816ba9151083a52,2024-11-19,72000
bni-850e94a6b687bcba225331c58794a2a0,2024-12-04,13400
bni-4059a43dfdb2e462ffa7854d3362708f,2024-10-28,41400
bni-d5773597d9327043eff48685f969327f,2024-12-06,-42300
bni-d360a0cd8a6036b9bc55e80629d4c0bc,2024-09-26,-80900
bni-2f967631fcc04a37fae7d24e28da9dc2,2024-11-24,-30500
bni-51149bdd2a400fd6c78fc4be21085db0,2024-12-30,36700
bni-680fa1ff789d1896b3702bef6b6a35c3,2024-12-24,57900
bni-4a10aeda9d6da526dbff8983a24e07c0,2024-09-13,-33000
bni-c30b9e507bfe2b696f6377dd1dde2897,2024-10-23,44000
bni-4e92761ba8f265eec20ae6f161d00d4b,2024-09-17,34600
bni-9d5975d727e554568d56c429863b3f70,2024-09-20,35800
bni-74adccbc5f1b0571fdc4be1a15fbcbe1,2024-09-04,-61600
bni-d579e72c6e2f9757d2a7cda6172730d7,2024-11-25,78800
bni-a8c00f6585aa0299f7b68fdd39b8cb92,2024-11-18,-76100
bni-fe77c5c1f5ce47ee2636bdba318a7a76,2024-11-17,85100
bni-9fa34953dbc375b5d6fa6b2b60382e5e,2024-10-05,57200
bni-df2662448c749cbe4b7d7d190a3cafc7,2024-11-20,18900
bni-b27a3a056fedd68b8acf55179440fc30,2024-11-02,1000
bni-3bce6427a28fa5c4c8d9fc697eb46f80,2024-10-28,56400
bni-06bcfbd6a9cc87290bdbfb589e1c74de,2024-12-07,96800
bni-b9c73fc89e4811fe9478ba21f61ac379,2024-10-08,98100
bni-61fa370a551e4da50cc06ed49333212a,2024-12-10,-45600
bni-8b528614b75378c7109eefb055b0f330,2024-11-12,49100
bni-a1befdab1113cbafa48c78a34f070efb,2024-09-11,7500
bni-5a4d36e26a196fa8eb097c850b5c3a60,2024-10-25,83100
bni-5eb4d13be3281266e072d1c4ea7497ec,2024-12-12,63100
bni-8952163d8d6d7f832f97befc4e3e98f5,2024-09-02,58400
bni-c5ad8aed9b626943203dd6a39bce4d46,2024-12-13,50800
bni-da113569d3ec9f213637ef1a75d2afc9,2024-10-31,31600
bni-30730272b6b252ae7c04876129889a6d,2024-11-27,-20100
bni-7eda9841bcf5a4bb5aad49f7283a35d3,2024-11-09,17400
bni-48405432e14fab3af457b9116012602e,2024-10-24,-37600
bni-87ad0a7e3fdc81576473f88bec5535a5,2024-11-02,92100
bni-a5bb4e521eaa1b86c124bbc81404bba9,2024-10-04,15700
bni-58055dd63fa0cd19b734fcce3fbb78b1,2024-11-21,86900
bni-2c38272f5a51c36a84f68975d3d6f1b4,2024-09-18,84600
bni-a7131c8cce24000847d269be3e5b3f86,2024-08-23,-14200
bni-062921af9cb7c6b8f3a84e7d666f52f8,2024-10-18,17300
bni-ecc76cdbe4a181ba719b3bb31b8f5fda,2024-09-25,60800
bni-0be1d2cd7538828b8a745e5d9d449e61,2024-12-07,16700
bni-84958fbd933fd11b6b1d1d0851c2bb13,2024-10-28,36400
bni-1b8d3c5400f89b5f41755c8886af529b,2024-11-04,-72000
bni-fb6838505fbf254b76f9c191c7144878,2024-11-22,-99400
bni-3e82583d58beccc2e25a83ac1c864850,2024-08-22,47000
bni-b8715dbb39b6e9425465db759a56aae3,2024-12-08,9000
bni-52fd95ac382c6b76f4887cc02173f8c0,2024-10-10,11700
bni-01d4d39cd196a4fea2c5bd13ac9f8107,2024-12-08,94300
bni-6e32922658f48a5bd74bfa64089b40b7,2024-09-25,-86200
bni-ede31693a523c867c6d35c4cc7569017,2024-12-20,62900
bni-eab9d5ef4234b40ccd7d2a5555d46548,2024-09-13,22800
bni-deb8f4148a5cfeb3e0e31882370fc358,2024-09-15,66400
bni-1a77302115dfff813c2baa56743a1ccc,2024-11-30,-85700
bni-3077af5af0b45efb4b923e5801f915aa,2024-11-24,39000
bni-1f6123538a34a388d672f68bf999e0f4,2024-10-22,2700
bni-456f909102f8da62b2914fc581ea92cc,2024-09-30,64900
bni-e45cc1a90ffe9bdd47f2a818cd530b20,2024-09-01,91400
bni-575edc4c84eea84f626abac6fb3f6c61,2024-09-02,33700
bni-7f82f0fae8a603435cdcf2fd69cfaf41,2024-11-08,33000
bni-5bcee050706add8c36e10bb1b952fd72,2024-11-03,3300
bni-c75e920757cec667329a7b26f275f5b5,2024-10-23,33900
bni-6ab484aa153cc796e73faa9b3cec46ad,2024-12-14,82600
bni-d35a0b225f15859ab2021c0889a10f67,2024-11-24,48700
bni-1e364ff476875a55e962c5bebeb4ce65,2024-11-27,-12600
bni-50d7f4e83993571a69753aaaf3663008,2024-10-13,-45200
bni-139ba3fcb3b18f34d39ce89d5e9b5839,2024-09-04,37100
bni-a7b3871d08b14ff8cb100adb22030f63,2024-08-24,3900
bni-3d91d625dbc7dcef9ca8504613d06303,2024-10-22,11900
bni-86bc63b78ec3723201890c71d06f0af5,2024-11-11,93800
bni-6eb35af56bda3bd2e0ed5d583e602db5,2024-12-22,-94100
bni-40e58f50299ecdba2c09fcd9f8453035,2024-08-30,44800
