BNIUniqueIdentifier,BNIDate,BNIAmount
bni-b2e6386b2d0b9f21bc6e9478bcebc765,2024-12-02,78400
bni-983173a77185cd95b58f2f7224bb37af,2024-12-02,97600
bni-d2fab73230630bc44c0b0c876c23c802,2024-12-02,-81300
bni-221b94437df1cc215aa2c4e3c7e9efaa,2024-12-02,13600
bni-d51b2a30426079ad0f84c854dd7b8980,2024-12-02,54600
bni-7ce38a03e1477560a1141d4dae5fdd0f,2024-12-02,11000
bni-111426f981210660ea9617f1cd6ce265,2024-12-02,68700
bni-6dc7206f30244afd75e4b992bece100e,2024-12-02,20500
bni-c0f6fa099353e9126090913573356918,2024-12-02,3300
bni-ce0756c31b2c808a7b258a1e9722a97a,2024-12-02,52400
bni-c7b26b5b1cf3b2829a36ca5c92b29c3f,2024-12-02,79400
bni-7c1fc06d575b96cc3bd0c6a7627ef679,2024-12-02,82200
bni-15c24870f66b46ea0366aae7972eb246,2024-12-02,87900
bni-bb67a72e9243881c3ffbfa91aa6347d4,2024-12-02,-19700
bni-c6313af49287319db0dfdd16f517ecf5,2024-12-02,53700
bni-f74c159d6d3257035b735deb5acf5296,2024-12-02,92900
bni-a2c74beac89c1c73cf144a3d3f94e127,2024-12-02,14000
bni-f770834ae3b1f991c070d8b8651c8839,2024-12-02,85000
bni-a1ab3defcdf38959d4122ab7b6655090,2024-12-02,50000
bni-d932faf004409af1a58a54d464bab731,2024-12-02,-57100
bni-3bbb0a2f77bccd65267a62bdde9ad702,2024-12-02,-63200
bni-8d2eb35ba9c2c37ed62c087b228a4b59,2024-12-02,48500
bni-39f5b85b7fce65d4e92e510a0b755536,2024-12-02,93600
bni-38b2b0b8143680a19e2e7e3b4f8aac9e,2024-12-02,11700
bni-49e49ea7fe9778270e349389a680bb03,2024-12-02,24700
bni-1cb6c912df7381b45c4b12d15bff6bc4,2024-12-02,-55000
bni-0db7ce8efde8c49a3987a347f0d487a0,2024-12-02,98800
bni-d07ab8acc5585c2a1bd48164dfed5e13,2024-12-02,19600
bni-70319f56ac317972ea8c52cf9bfc1b66,2024-12-02,63100
bni-b32bc29dd134a96b6037e3a3461ed499,2024-12-02,67200
bni-d96cf6b808d69d567e6f472a7f4829c8,2024-12-02,14500
bni-6cc0bee2a139d23210f986ced92066e8,2024-12-02,85700
bni-6639ac763ce6cb778d2e4a9fffe0c7b1,2024-12-02,-18100
bni-fb7f2aa9b32d3f500e8b2d50c1e98161,2024-12-02,33500
bni-615f41198039d3b8ff3ac764a3847f42,2024-12-02,-61300
bni-e3d72ea89b496e7b1763233fc3dacca8,2024-12-02,-39000
bni-25483ae3699afc8254aa1a850ee6ad84,2024-12-02,69200
bni-ca63d734cf00aa5d744d3457f02b18da,2024-12-02,85200
bni-5a893dcfb2d6eb204dbbf51b0851d09f,2024-12-02,83900
bni-fc3753a0dceca8a69c75f7eb762026a6,2024-12-02,-90400
bni-d6fe289925f6db9ecafcf6b2d8d51575,2024-12-02,58900
bni-e67fb9916e709ee0938707af333cb981,2024-12-02,27000
bni-2832a4a427a123a78df66ee3d98f4228,2024-12-02,53000
bni-7022980bf4dcc0f3d542231f8290f85b,2024-12-02,23800
bni-cb854606ca5ac7a9d7fc35f25dbf9d3f,2024-12-02,-98200
bni-3cd298ab2700799c2812ea30c2e24bb6,2024-12-02,11600
bni-591cae2a86c27fcba90a69b9974f5381,2024-12-02,67900
bni-1bd6f69116699d52a26c1c41842c2837,2024-12-02,-6300
bni-b64fff41ca6b3ac5a825e4462392ebc8,2024-12-02,-23900
bni-ecb67e86f5fa32eb531af3b0d2f5d95d,2024-12-02,16500
bni-17ed106288f34cfdcb588ece86ad696d,2024-12-02,-33800
bni-e3c945a5134f113b03038c0d4cff6e65,2024-12-02,56100
bni-b6aa9f8b234e42d1547756bdf278c9e8,2024-12-02,35700
bni-67e6afb4383fafa4893e3e8bb761a4d1,2024-12-02,11000
bni-0c896411a7bcd1de7bea4eb7c104b3b8,2024-12-02,-13000
bni-d729aba6b0a5346e546157ec10a3b8e4,2024-12-02,74200
bni-1b8e62432411f14aa41d0713b86997de,2024-12-02,52700
bni-6c927f0d5caac1ce6aa4c6380cf66b4f,2024-12-02,99200
bni-8d51501d4f4733dfcc984848df4e0419,2024-12-02,11200
bni-8e67b43e17e8dbcf65ce3b507fb1c56e,2024-12-02,49100
bni-835f1b3c4f5eb1d16b819e1813252ca3,2024-12-02,87900
bni-9af20f883cecbea8d6a1d8f230949091,2024-12-02,-67200
bni-0cb5194d5c57090a766f84f1e0a3d2ad,2024-12-02,30100
bni-bfe012a5c76a02e241f82a0d68a58516,2024-12-02,82800
bni-4223fe7215d0dd64e22c5d0f8e527476,2024-12-02,77500
bni-4b5386dd46209392d30a2022c2d5bbd2,2024-12-02,42500
bni-45b340910eee7e3353de6a323150eef9,2024-12-02,-27900
bni-edefc22645c846ed4def4a08cee13a39,2024-12-02,-33100
bni-1d4f2def84dd9fbc357e1c4e3edda593,2024-12-02,61500
bni-59c8c5c62b8ec739697f6b339a587544,2024-12-02,21700
bni-00ffb2380ce170ac308d0b14ffaf3a4b,2024-12-02,94600
bni-04ce8ed5cd4cb6c575a3c9be9bf401e1,2024-12-02,56600
bni-33b5c2f8b9de3d3755633a17387a04ab,2024-12-02,48300
bni-8e979623e5691c5a5447b385cacbbdb0,2024-12-02,-77300
bni-4103c196ed05ee282304f78dfa9a0888,2024-12-02,14900
bni-5c9b872f97a6dedb45cf001ae2a3d1f4,2024-12-02,43400
bni-ad321c54a89b5777c45dbaefc1a24e51,2024-12-02,9000
bni-74795f2b9c730a805bc78740f1d966a7,2024-12-02,-67700
bni-dac63b2d35c6e46b1c5b6792f577c1d5,2024-12-02,-15700
bni-b79504dca23eaea1ad56c4bb209214a1,2024-12-02,30300
bni-2b1d18e08f972e2641b8643dcb1973bd,2024-12-02,57000
bni-8d52a745180bed017000704429c3c354,2024-12-02,-27700
bni-06bef9abe179bba563d0e8fe7d2d4c91,2024-12-02,1500
bni-4dd66359092689e3c997e401dd34c7db,2024-12-02,-39700
bni-53c5f87271e919b37f900631200d062c,2024-12-02,48300
bni-2d464d3b9307c3aa7e4498950762b5e4,2024-12-02,-63000
bni-f59cf5c22c7ae00b6e25317bef6b8280,2024-12-02,-32500
bni-0fd7dd6f664bf9d95225ecb19451fd3a,2024-12-02,58100
bni-2d3ebcfec3d6ca64d2c8d07bbd3b9cba,2024-12-02,72400
bni-f9c60dae31a2cff215443e92fdf20559,2024-12-02,79300
bni-43a352d0982d091994b59d8db17aa1f0,2024-12-02,75600
bni-af9ddb2d504f44294b4924ea796eecd7,2024-12-02,-4100
bni-fb2dba1856a4139865602ca6a4f156a8,2024-12-02,19300
bni-db6e1bb635331e82f2eaaa5414d837f2,2024-12-02,54400
bni-223db7ec8df921dd63229c372d79e12b,2024-12-02,98000
bni-9ffb91897caf48fd923c9e134e70ef5f,2024-12-02,86700
bni-8be84e8d54c3f33b00210551252bc95e,2024-12-02,-64900
bni-4531dd4a1b26e39ad12ac003c77ab5d2,2024-12-02,57100
bni-80582b9809b25cd794c42991733df2be,2024-12-02,2800
bni-4ceebbe82189b4a63c0f942119de5107,2024-12-02,22600
bni-da718e65a72d9aae7ad160e67a564f4c,2024-12-02,64100
bni-cd24ff70aaba25e1ed5537b0c2864a27,2024-12-02,38400
bni-ab1b5555d972d55b223ea967de37a9a7,2024-12-02,73100
bni-17778177e2e4da4cf4d923035bc800ac,2024-12-02,80200
bni-bd00bd0bc0eb53cbc7bc5aed1df73658,2024-12-02,1200
bni-b1aa2390a3397b14d5525ddbc252e674,2024-12-02,-2800
bni-4d76a00a2af4527e5b6c7d14d2e9dc5e,2024-12-02,89800
bni-1939d9c7ac6bd2af3df8e2b35f44a105,2024-12-02,17400
bni-ec053d5087d152cf7aea5ed15ee2af0e,2024-12-02,21400
bni-47e03fc31a87a2b0f4c99f0c079b80df,2024-12-02,70100
bni-af3d9718cf96183360fa50ad6381d2d1,2024-12-02,21200
bni-c3bd34e36c6cdb3ddecb67443d19107e,2024-12-02,61200
bni-1b4eb16b60c5566828a5146ef42c34d8,2024-12-02,59100
bni-c1662755fd40c9cc1ee145ffae5d9022,2024-12-02,65700
bni-f03d044066693d4170a7a61e711e5c4d,2024-12-02,27200
bni-1af02c8a486476385dbf9097b8f9eb4b,2024-12-02,-53600
bni-a09ef8173d197e2465a69c6a4ddefe09,2024-12-02,-36100
bni-d1ed52782ad8d96a3ed4d4eb071bbb44,2024-12-02,25400
bni-472ec658dabf819a4445454df2e3757e,2024-12-02,-35600
bni-3d42b8615cc7a69513f5503ff4fb9bbb,2024-12-02,74000
bni-db8e62e46304c91e8b0dbb2b1df652da,2024-12-02,33400
bni-10d0c8ee7d9cd833d8ccadf6f3e25915,2024-12-02,27900
bni-e35effda71908071961a343cbd02269e,2024-12-02,73200
bni-01dc3d5d72b1f965b5cb855492a16745,2024-12-02,35200
bni-01823b988b9a3aa7f53f3b9a00822197,2024-12-02,29400
bni-a7a91c8199ac9499c99df86a7b433d6c,2024-12-02,66600
bni-e87c772eaa2f7415a03655c6bda45b24,2024-12-02,91800
bni-55c69845ca6593923c50b26923b23191,2024-12-02,3500
bni-10b1ba26f270ba77e5d22baddac1ee3c,2024-12-02,71900
bni-33fa6ca39d7a5ec41588a5b29b4eb067,2024-12-02,14100
bni-29f7400350171b815856d7166d9151f2,2024-12-02,87300
bni-cfe3522b5304bceac696cf7ce346ebf2,2024-12-02,61900
bni-9d2264fb807ca179a60ae473af7611de,2024-12-02,55100
bni-7b72b61262b38221b9cb765be622c680,2024-12-02,44100
bni-9185e0b15fccf6e4252de29b6492f81c,2024-12-02,3900
bni-5f3fa9e0e12cada9ce522124efa633ba,2024-12-02,68200
bni-521fd6c85118ba212451ac5f5027c54b,2024-12-02,-23600
bni-7becf810e4de6c0b8c381698d0faa2b5,2024-12-02,97600
bni-9397406816c30ccf7dca5e64d096bec9,2024-12-02,22600
bni-a055993a690f5723c9a96e5b8b491747,2024-12-02,-54300
bni-229d590832908a9e212452759fcbf75a,2024-12-02,95300
bni-e4f252a3ecd68843b76f49b0cd0aa488,2024-12-02,67400
bni-56b24d7eabf365aaac8324d947c13462,2024-12-02,35600
bni-cbc98096b05b79dd1f5faa5285282d06,2024-12-02,-81700
bni-1e74deac37aba1698b71e726d636dfb9,2024-12-02,4600
bni-5b1ab15f4f87ab1581dfb3f417a8ce2e,2024-12-02,58500
bni-cc83ec7c287a6c5f7421ab5ecd666d70,2024-12-02,79500
bni-1259f0161de3dcb769d5b11bbde822e9,2024-12-02,78100
bni-a71cf17500f5e3568be7e7e0b224af18,2024-12-02,5700
bni-2ac03477d1ca6f75666448f13df4cb13,2024-12-02,16200
bni-9791fccdad89d2ef8330120e3500c522,2024-12-02,-31600
bni-3a84a9fe81efa60c05f51bbe666e91fa,2024-12-02,95000
bni-ddd843bc75ac52266e30fb039992cd1e,2024-12-02,76200
bni-080d96078be111654649ce2dd945ebc3,2024-12-02,26500
bni-185580970990c383fe4730951c11cdf8,2024-12-02,70100
bni-b356c3b596dcde6d1a39c601f3ef8515,2024-12-02,73500
bni-12c42464415a318a31a9f58468bfc813,2024-12-02,1700
bni-5b2523e2d13a97fe1c7540c79aa70261,2024-12-02,93900
bni-d79cb1fee2071325c79717ffe4e28ebc,2024-12-02,41800
bni-049351a925fb44b5b2125de45bf0f269,2024-12-02,54200
bni-07540e83711dc25e5898288f7c1bd574,2024-12-02,90700
bni-aaf4929ba7aeb7b75cf32e991b2fe4b2,2024-12-02,-83200
bni-ad56b441cc23ec4abed6fe45a53990d5,2024-12-02,86200
bni-d8b51da1a23e1d439c9dae2ceb730648,2024-12-02,35800
bni-0cb165b53f53a6325f0418bffd3b2902,2024-12-02,5900
bni-be994606f5136ea4a896124aa3832ac0,2024-12-02,-1900
bni-64469c7670207cfca38f345f518c053b,2024-12-02,97200
bni-788ab80c5a48621ef9c211375b84b797,2024-12-02,70600
bni-eb5351ad136017306c3ba1d4f9e37d73,2024-12-02,61900
bni-564bfabe99c24d07b1800d8655f45344,2024-12-02,66100
bni-66a65bd5b9f473b8cca2235f3f32e26e,2024-12-02,49400
bni-31e4e9c7ef8b9616c32d7c31c99b51d0,2024-12-02,47600
bni-a4d5f5baf89bd17002dc8fe8f5ab6f9a,2024-12-02,49200
bni-9005f5fb94d41801d0678a21a771a9b5,2024-12-02,23700
bni-96963fb1c7d1897fefd7e96181bdddfa,2024-12-02,35400
bni-786c8fb260076d80f4099931cc4c7c76,2024-12-02,-44700
bni-59cf8cfb37a435a0ae57b55ec3c50eab,2024-12-02,86800
bni-b4bf2ebebe3b74ef3bcf561e17481842,2024-12-02,2100
bni-1832204afc425f2b3ddcb7637fc9e707,2024-12-02,96000
bni-23fc5a63eeea7696da97c002a7cdc8c7,2024-12-02,96600
bni-83622425c92a477d6e91032bdbb74b6d,2024-12-02,89600
bni-de61633ba52f6c411d005ec8d2fcb014,2024-12-02,-33500
bni-5a68c3dde3890d4e72f9d5c85092da72,2024-12-02,3700
bni-52ac57b3aca970417a1086af1794aece,2024-12-02,39300
bni-31c9b6adc27bac725cdf46370e840e39,2024-12-02,55600
bni-152a37c3adc9c29ed59819f0ff2abd07,2024-12-02,-97500
bni-3c194fb1482f0ab03177fc8f4b98b0ae,2024-12-02,68400
bni-41c448f88eb4547fe683fe935f231c10,2024-12-02,44400
bni-a6d4d359e11f4d0a9c682698206f8bd6,2024-12-02,72400
bni-2b51672f714d90c574cb4aa1face86b4,2024-12-02,91600
bni-9e86d21328d6802c84b0372ad65f65ff,2024-12-02,25200
bni-89fd1c2940c3395d1a2bf908cf5b75f6,2024-12-02,99200
bni-c3ae7327661052b8288930d9ecceab6c,2024-12-02,33200
bni-0b1dceac3fd27bc2c4f8ad4e739f4e3e,2024-12-02,2900
bni-7c9e16edf368220747fd1c0443a2f22d,2024-12-02,89000
bni-cc43370aa12cd52eddefe35cb7f276f8,2024-12-02,-58600
bni-0d638389fb63ae409e0537de5dc31df9,2024-12-02,72300
bni-2cd96e876243e33922082d51b43f05a2,2024-12-02,1700
bni-2aa4376d37193d2f42d8a1e5a7c443d1,2024-12-02,72800
bni-10cbbb5a4546c03ca020b371b50975b2,2024-12-02,32000
bni-175e4302bfc3d5cc0f3efbea74e4c970,2024-12-02,-13100
bni-95af400985d0d212bdbb380e7e5c125c,2024-12-02,16800
bni-60cf87e18217de68b285d57eed897dd5,2024-12-02,-88000
bni-3e25c8935e4b4b82d1d4536ac76012c4,2024-12-02,68500
bni-ef7dd8fa5b43a6a8abba2aa0f83a110a,2024-12-02,82100
bni-b3e791a880861bd93bac913fd79a738e,2024-12-02,57000
bni-668978f261e33cf19441d8e9fdd87ae7,2024-12-02,76400
bni-da72e3e7e86e1882b9a9c6cecee96fc5,2024-12-02,44800
bni-1b2ad8e45737f7e55e2a0f46df2d6d1a,2024-12-02,6400
bni-4dbfcb11867a0304a780d652d4cee270,2024-12-02,58500
bni-0c4b39044ae10337d3b65bbddb32409c,2024-12-02,-64100
bni-3fa2f15c899973e0137651789b9cefbf,2024-12-02,80000
bni-59fab6b9ef03bc34ad9248814c07553b,2024-12-02,82000
bni-e75984b68d3e8cd6b291d07c012d44a8,2024-12-02,61600
bni-9b235924ff17bb3d0013f6256f741bd8,2024-12-02,56900
bni-4905c6d7df414f3c228f0b563c86dc04,2024-12-02,8300
bni-0ef4ac61053e5749198052cb0f9f41b8,2024-12-02,58200
bni-919925617036ca66058c076f2fc7fbd4,2024-12-02,5100
bni-f876767a31816b37665f35b5cbc8d535,2024-12-02,85400
bni-20e6791914370f1122ebaf094be401ee,2024-12-02,89500
bni-13141e6296b686dbd1626f01900c5a7e,2024-12-02,25900
bni-14e6a73ac5baa7f0bd9e51d1ec50976d,2024-12-02,-1000
bni-9d8ef25d83ba249aafa426d8912b09e0,2024-12-02,23800
bni-c340798890f1a85d329151faeeeaa753,2024-12-02,-94900
bni-227f9c97ea52b674822ad862dcaa9a71,2024-12-02,33300
bni-7102a939515942cd29f92c89518c4ce9,2024-12-02,85500
bni-5247e461d32d8f046f34bf309dfeb82a,2024-12-02,-90000
bni-088879d1f6e85742729a1aeb68eef69d,2024-12-02,67900
bni-99dfa84c0aa9775f79a300148d805c88,2024-12-02,73500
bni-19b3bd2c648983f2322c2abc64fcc6f2,2024-12-02,32100
bni-ac4ed57c3dfa97c174b6da9d1a6217d0,2024-12-02,16000
bni-86fbc08b530a1f0ed71a327c76f2bf17,2024-12-02,51000
bni-3432d76f3307217a56a8148b40de647b,2024-12-02,-7100
bni-02e7d72342e16f2f1f196de7762d3e15,2024-12-02,22000
bni-5aadbd2cfaebc1b667e1a537a93f63af,2024-12-02,34600
bni-479f809d9d1b870d91a9c2542e5e042b,2024-12-02,44200
bni-a4b0adb495f1e5aace15f5bf71109938,2024-12-02,71100
bni-fd3c372a692d126103952877ba0d0ac3,2024-12-02,-22200
bni-d26b339667a8dd365c83f074e0240a40,2024-12-02,57200
bni-bbc0a1b54f6aca2982d57f42dfea0164,2024-12-02,58900
bni-6ee427508b69a06c5e00e093d3b5c3a1,2024-12-02,1400
bni-017cbe93ed9821ae4d24fbb2fd21aac0,2024-12-02,-67900
bni-7328b2398361e37724fac106618465ae,2024-12-02,24100
bni-46e5fabdbbfda007977ef7a2e62f4ecc,2024-12-02,8200
bni-4baaa015445aa555ecf76e3f9bd7682e,2024-12-02,-17300
bni-d79abe468ce1e237083acad9a711fb88,2024-12-02,98700
bni-fdde07c3faf8a3ff5f84edc7be344dc3,2024-12-02,60200
bni-4c52af1775d1e2d5bd29d15dd0c2d048,2024-12-02,53400
bni-339021d2704a750c74aaea6eb817ab92,2024-12-02,88800
bni-0339f55e0abfb7e53b7978cdad8e89da,2024-12-02,92500
bni-f657d05fbfe69a4b14e36104f3b4e7cc,2024-12-02,-89900
bni-b197700f43bf85b98f8f8e2318e51ed1,2024-12-02,59200
bni-84ea79359fb674e93d63f2a66d9aaab5,2024-12-02,92500
bni-0151835812e9c250e2dc2dc2b131ed23,2024-12-02,-2000
bni-7e5ca7ff7e0d72b16ea69b9ee0792282,2024-12-02,62100
bni-f67aed3ef41439627dcef95bacce1657,2024-12-02,39800
bni-ad160f1404b3212df85277a75f1a5ac5,2024-12-02,21000
bni-fe88145ae34ac0278b1282b0f8c824ef,2024-12-02,67900
bni-c82bde2edebcf1c3a97fb7f15c1d2a3f,2024-12-02,41100
bni-3bc9d1c1c3016a5d606a3a17061c6f65,2024-12-02,24600
bni-36ead7f9d5ae3974478b01a82abe55f5,2024-12-02,20000
bni-7131766f76e86bfda0275089b4a5e0b0,2024-12-02,72600
bni-7f34f625880207a48a43c47c23df0b6e,2024-12-02,78900
bni-e54b5af0e91001eda0513025e3e1d1d7,2024-12-02,72600
bni-830495dd1253239ef2ce42531d6262eb,2024-12-02,7200
bni-cb9ca739d6d210dc95e0438b7f573b82,2024-12-02,-58300
bni-2df2a6426f395fe510bd5a87e811d158,2024-12-02,-29600
bni-615c99f440b8f8cf3fc2c5a6b6e73f7d,2024-12-02,-38100
bni-2a1716fb0013cf99db62ef99659d1ad1,2024-12-02,67900
bni-ca9593084fbeb5e191a7bb41758e5a85,2024-12-02,73800
bni-9f42954c54b7dc4e3699ba9b9a71215e,2024-12-02,78200
bni-a48c8b01e4213c358fede4e6c37d4f1e,2024-12-02,13700
bni-3f52684264f69fd3bffd6724f9117ad3,2024-12-02,-23200
bni-9e65c49ecef9b0ce9ba8f408c43bd11e,2024-12-02,14400
bni-df94a645f5bd30d86a9be841221b5014,2024-12-02,25200
bni-1215c5ca6a41668a87156e124eceb63c,2024-12-02,6300
bni-c3409fd394015def40adbd7943040572,2024-12-02,49500
bni-6be967613dd2ecc57801d9d7a19f1fef,2024-12-02,5000
bni-419dc3763fb6b55ded4ae2e1fcb20bf3,2024-12-02,68800
bni-9fc760b475e6969c0764904917cc9a3f,2024-12-02,6500
bni-6f33537a50dabcd6002d6dcb08a51189,2024-12-02,20400
bni-221d381bee8bf0bde36ad2a457fccedc,2024-12-02,-96300
bni-cf88997a70324c203883a4f44c2ab304,2024-12-02,78400
bni-ec296946b2f0c654473b92bb9bfb3c18,2024-12-02,82400
bni-98360ee8f825cd9abf9eb96a827cde56,2024-12-02,54000
bni-22389841f1820b7c16757b5ac5bff7c1,2024-12-02,7400
bni-30fac3f0ea06e971768ea89a2130201f,2024-12-02,46600
bni-a0e80f8de793deed8f3dd72a7bbff395,2024-12-02,18000
bni-d15c9bb70176c765bb69ad716bd649b8,2024-12-02,-15500
bni-7e40a09ce7f455badeaa163840f244fd,2024-12-02,-61600
bni-488a2eb90647c716bbb9b48eeb47c661,2024-12-02,37900
bni-0246127e3c9227afa83ba4115b4ad492,2024-12-02,76000
bni-fa3ac9dbcf80462b71d3cb2af06081dd,2024-12-02,72500
bni-fab4dfb451b04c84bbe59fc465ea504e,2024-12-02,88100
