BCAUniqueIdentifier,BCADate,BCAAmount
bca-14b77d253999cebfcaebf8e4d937a7a8,2024-12-03,71900
bca-8633e61bc96da7da73a071b0857a3b9c,2024-11-20,17500
bca-198a26970bf5aa395349f5479978098f,2024-12-14,18400
bca-6f6735315d2e50baf271b9d0ce616de9,2024-11-06,61700
bca-c4f1ea4913af19f37f02f89d090341d0,2024-12-01,-13500
bca-aad52ab0bf3be323c742411f159005bc,2024-12-30,12100
bca-50fa7ff025d405a7c9ce22484fd37642,2024-11-24,67400
bca-c43028932adeed32e41acf0c0cb4d192,2024-11-04,41500
bca-205177ca1baac8716bd8ab4fc50e8f4b,2024-10-27,-82200
bca-7c54f0873fbc94134441087c086327ec,2025-01-24,-49600
bca-6030d7a598893b2219f8778aa2ea369e,2024-11-26,27100
bca-bae5799f76d97a4eb3a849b8b4972a34,2025-01-01,-26300
bca-dbcd53c953e8173c725036b11fa66371,2024-12-19,54900
bca-450069052547d75b86f2fe4ae1652232,2024-11-22,1400
bca-e6a4dc8fe2033fd982886a9e4dfa7f35,2024-11-01,46600
bca-260c39d2648eb91ff0943c9d693c108b,2024-11-01,86700
bca-e312d3c25e0fd88c978352adb60dff29,2025-01-11,19100
bca-1a70c3f7aff1a8cac2953966ff280ded,2024-12-04,65800
bca-6353cdd144ab375589682a6eda770202,2024-11-13,57900
bca-b2db708afc239cf1ef502b2e34bbea60,2024-12-02,-92900
bca-67be1d448bddd198a8a3273fe785fb81,2025-02-03,81500
bca-910b92177f80213248583d22ba2909d7,2025-01-03,41500
bca-4de2ae4bc1a84ec529d043ab74aa9b82,2024-12-30,71400
bca-0623059b6f78cca5cc793e86b5f372c8,2025-02-09,-69100
bca-5bf56ab1bb0427398da5bd1176882e46,2024-12-07,-5300
bca-e731fca3e6e839555bf8c8830d84d11b,2025-01-11,49400
bca-d23caefc679ad42a1b5d354d5a8b995e,2025-01-10,82700
bca-6cb8c0c6cdfaf67e51a6c94c4666f348,2025-01-11,51900
bca-c8fb61f3457adf0b445fcc8ab9481ce3,2025-02-09,-7200
bca-ff154a28f8243d75e993700bf4a396db,2024-12-23,33900
bca-2bbdd8a5c22ff7b05a56f8f6d17ab85f,2025-01-28,-17800
bca-5d73871f43eb8e9bd03d880c6d9b4850,2024-12-16,95500
bca-3b0b3c5eee067f5820578b01b43cf8e9,2024-12-06,-47700
bca-acb6c0dbbc98df4c12279de6611a21f6,2024-10-26,2800
bca-ab8b3f94b42c860b175bca9d8715214f,2025-02-17,77000
bca-85ff941fe105d64e9384f5c50449feab,2025-02-02,-18400
bca-4f333e9391147a6dc8593bd2f974e325,2024-12-14,53400
bca-2dc115259440e3886ded5f221470670a,2024-11-04,80000
bca-2dfb1ead20a3573ae3eac5ef3f01fd22,2024-11-06,80800
bca-710e55b45eb0815414f9eee9a9c1fb6a,2024-10-24,99200
bca-d25ec09e38961e2ba452e6b13f12400c,2024-12-13,-84800
bca-58e0a3c739ccb54ba1f6005457644a85,2025-02-12,40600
bca-0fcf473ee134856d31c379126fbba18c,2024-12-03,40700
bca-4fa685ab2c3594089eefd7487d336454,2024-11-25,85300
bca-3787ec31a8843fcf453bb9cc4333cfd4,2025-01-08,36900
bca-6e6e19593e1bfe4c85abd1fd9d4bc7c1,2025-01-22,80900
bca-15185d8e8aa123cce43d5b4d1059018b,2025-02-17,20600
bca-346427d66ea9f4b3834f139c92fe413f,2024-11-26,-47500
bca-381d7ee007b295ffdd89ea939957c682,2025-01-07,-28400
bca-29d5fd2b3d3eb5ac489ec7376d873b64,2025-02-15,68300
bca-f4554b00ee6400b55517162ac191b9fa,2025-01-21,16000
bca-2dd83c39154972bec073863ae064f77a,2025-01-31,5100
bca-e2f8d8e7567e65fc2770c6b76237d133,2024-11-27,36000
bca-b59f04c03372655e14c202172135d7a2,2024-10-25,63900
bca-1c7509098cc2b439a226de40fdce89aa,2025-01-18,11500
bca-1dde08c989374cf4f904dfc793f46de7,2024-12-19,3600
bca-81263ca64f778cdc45205fe559e38779,2025-02-05,53800
bca-1ba1dc911d4d6f8cbf4cd2a61833990f,2025-01-30,25100
bca-5ab74c8664bd6daaa2a0beaa187eea52,2024-12-26,56400
bca-95e6dface99656aa264a69968d5b1db2,2025-01-17,13700
bca-cf4209aae6ab53764f02728ec85eaf87,2024-11-02,98200
bca-94bc83770aa542c68daa95c772935e20,2025-01-12,94100
bca-d847a06bb8c7d8cc34ebda86d0ac0f2d,2024-12-07,72700
bca-f2a0baa7558dc5895d32aa4cc5ef3670,2024-12-12,43300
bca-54fc6b6e4fb7c953e3ba3811428a8c61,2025-01-07,2000
bca-950d299dc7cef146153b656fc82d9096,2025-01-14,65600
bca-e59335cd597543edf40ff7f84488315a,2025-02-08,61300
bca-742c3943aaa72c5c7e4f6600c40d079c,2025-01-14,17400
bca-bb1043cc35ef535306c832337fe4d368,2025-02-16,33000
bca-9cd5124846033f9679ad4ddac08235d9,2025-01-25,22600
bca-d9c24a0710edf2fd87ef26902ac34730,2024-10-29,54100
bca-aedeca5e16d658936d9027969edc957e,2025-01-23,12600
bca-d12df474e13a8b65dc9d05b9922ee045,2025-01-03,49900
bca-36b3d2b183c16612ed47eb611224e859,2025-02-04,29900
bca-5db563339be7871ebaf1082b8e9fdd75,2024-10-27,96300
bca-89c727c3a22c011cb79464496512a8bf,2024-12-30,-60900
bca-7bdbc95683416cc15aa6fc9325516b63,2024-10-30,-41900
bca-c9b0b261a65c88cb729f8c2911fae7e1,2024-11-15,99900
bca-7933dafd303ea2ed64b7fff4672bf3c6,2024-10-27,91300
bca-ae34fe4804d211b847908228dcbbd061,2024-11-02,-34000
bca-f471212f19756004d4d87221284f5b8f,2024-12-16,41900
bca-fd907df310844719d3ac1fbd46bd2959,2025-02-15,32100
bca-a3ed568cf7ccb2088ac80fd2fca61985,2024-11-19,80200
bca-1610dd4866ee32bc19363380834969e2,2025-01-24,15200
bca-2d424f2c62555b59e090f5af913d1d1f,2024-11-03,33600
bca-92cb600146ad5b756cb8807380fa7ba6,2024-12-16,48500
bca-04ef712e9dc96ea18033c380a25b1b24,2024-12-03,66700
bca-7954e57ff2f4a895f32b22f167a918df,2024-11-20,77200
bca-64baf0269c6c5847164e1212b5e91c13,2024-11-14,45600
bca-5666ece1c2660e628bfdb217a0ce6d4c,2024-10-23,64500
bca-a1f06d9d3ab7a8290d6b4330bd2a08e2,2024-11-01,88800
bca-25c1a62d2f891f284571c8e1c21f2b7e,2025-01-04,47100
bca-048cb99fc10720f8070aa46b61a6e36c,2025-01-03,38100
bca-b3198ed0643e4e0a353f6ff71cdcd6b7,2025-01-20,98100
bca-3e1c78fb2dff94fef9ba40ea6aef1bb3,2024-11-03,31900
bca-fdebdb4b21a374c4a67749e37bf6f1a3,2025-02-06,68600
bca-d58ea518e1e477406e69ba437cfa5268,2024-11-03,85700
bca-a9bb4686733f253e142ccd54f0c2b100,2024-12-27,43800
bca-47c08716f4a6d4690a54eacd3d93fb65,2025-01-04,-44000
bca-6f751886604360f8128aea5dcc473be5,2024-11-07,37400
bca-cd2085240f550af6b3621f4547b8fb3e,2024-12-03,19600
bca-dc43f2d5a3da04c520ce86f0669567b5,2025-02-17,-79400
bca-ae743a188534057b87bdfc3e786a1d20,2024-11-06,12100
bca-24213a342d5fdb00ad72365a0afb2789,2025-01-02,85100
bca-85ed4eb1f2606f833cc1ff672233658a,2024-10-25,21100
bca-b09833d1c9135f53b2b7c749583fa56a,2025-02-03,62300
bca-07a4e293d19f6b85955b2517e6ad1fac,2024-11-20,88500
bca-d08dc16b0dc60a2b82908e64427fa8fe,2024-12-26,39100
bca-1e7578b2d5d73777a9c3f15fbc73a7f2,2025-01-30,7800
bca-91d58a1f5483ac77bbdf8a29cfc13dcb,2024-10-23,9700
bca-0e78a46c5155ac42a0a98b56dcc116e2,2024-12-17,88600
bca-b147c439ab1c0f3f248b6ac52dbf566a,2024-12-21,16700
bca-5b3435dacf1edde6170be5a50cec0166,2024-12-16,9300
bca-117ea69542be47dd5cc9abae57b88749,2024-11-27,7100
bca-e103a7404603dfd451e8040f7dda34fe,2024-10-22,-6800
bca-f7806db5ac7b107bbec1027ec0f0ff85,2024-11-14,-80100
bca-563c4b9dc2906b2f4f16c8ae140f46ea,2024-10-29,98100
bca-6ef932ed503ab6587c4aa595cfea03b9,2025-02-10,45100
bca-187da0c7d3f25a49124f21721a4909d9,2024-10-28,92600
bca-56f33995a954bc65e5ab89ca2ee999e4,2024-12-05,-34300
bca-ab5e3f683ee497875eba8cd38b9e47f1,2025-01-24,1100
bca-2e006a02e5955a74c56126cc2c8dfd06,2024-10-23,2400
bca-d913af0db17156a6b5ec5b14ca7ada62,2024-11-12,-3100
bca-9f975cdc61859b31a85dee4305dde853,2025-02-06,29600
bca-6cd2be30e000cf41eff159b2b18cf7f5,2024-11-18,41800
bca-6d9e2d55c111956ffb409d1f1ffa19fa,2024-11-26,95700
bca-b878bfd5a573be795db793dbacae3d97,2024-11-12,-98800
bca-65a213d7d1863f88d6817fe1bbb99b22,2024-12-16,97900
bca-6d2710a3d387c1a04092857d2842d5c6,2024-10-29,1100
bca-d8a4ce2f02cb3d4116a00561c06e3a00,2025-02-13,34600
bca-2a35f6f68eba13bcbd5dfca293c6a174,2025-01-14,4700
bca-c42035340bd411593b2784e85582259c,2024-12-07,10300
bca-7fdd12e64f9ede757b62e1af8126bae0,2025-02-09,27500
bca-a34b4cf5ff52af77cef71f817c57ab0a,2025-01-30,5100
bca-d128d78f79d48a49102b4bcaf69d2ddc,2024-12-24,-99000
bca-e41b0a2dea5aa9a9cf477dce34dc8d5e,2025-01-03,22300
bca-dea2596456758f078af8ca24ffed86a4,2024-11-10,58100
bca-1c5de6352fc6746c0541926b997e02ff,2024-12-19,23200
