BCAUniqueIdentifier,BCADate,BCAAmount
bca-bc0322875b48b41ebbb91d988244a19f,2024-12-11,76500
bca-d99974d8951e776853ed9033d5b31d1f,2024-11-23,63500
bca-01cf471bc91ae84d687b6da0bb9398de,2024-12-22,79900
bca-97ed6bf88dc7d223739b850e86878229,2024-12-14,-64100
bca-2f3e089b706b77f1f9f8c3b6fac72e0f,2024-11-27,69200
bca-b6021405b05fa0b45747679a64defa29,2024-12-09,-69500
bca-08cb7fdb0b02060e4e3059bee0454f85,2024-12-13,51600
bca-90c2080ca383c98d3336a6f4e6db7d64,2024-12-18,51700
bca-809345b1d2662d5ab303bf6ea84650f9,2024-12-18,30700
bca-1988dd36b0d7f946b0781d9dd6f50c7f,2024-12-04,2800
bca-50124bd30c1b67530bb711a0601177b7,2024-11-25,83700
bca-b6f928303bfd0c5aecce3956ee5d727e,2024-12-05,-94000
bca-71717c83f9fa4d354ed2998494ae5399,2024-12-17,36500
bca-3d894e71f411cca90109ad16adbf9cd5,2024-12-07,52200
bca-0945b54b606e16a70af0e6249bd3249d,2024-12-22,56100
bca-2bcc20fcd188d37acb09df649facf4b5,2024-11-29,63500
bca-0fdac7ddae37fae8a9b277b217d65bc9,2024-11-30,-58300
bca-f9ce5084e2bbbb0489e49cf024711d52,2024-12-19,-91900
bca-e6e55cfa9d932fe79e50ce8268988181,2024-12-20,31600
bca-66731386abc24f2745638cffce7b9e1e,2024-12-22,17100
bca-7a8451dd0b8daebf67f79aeb23b47632,2024-11-28,-9400
bca-7f665c826ad269ab4b4590f3b62b97a7,2024-12-02,95700
bca-518cbf2465b42b5c5460ae2b0039a577,2024-12-07,39900
bca-519f9a2bff7eaed4e9a11b34365f235a,2024-12-05,66700
bca-c88d8543b05c9f531e6c68778eb5da2c,2024-12-14,-33300
bca-c04ff7fd32d0eb14360e4d61ea95bf24,2024-11-25,20800
bca-bed89066b33845500460b10a07b6a222,2024-12-22,29000
bca-f424b36dd9647765e8ce29ad34337ca0,2024-12-20,27400
bca-ac99f1f8edb93b4ae38a65a0b660e37e,2024-11-29,86900
bca-916d3944609ad96a8f0acf2733868cbc,2024-11-28,74500
bca-2db892fbf66a31299d35180c65361de7,2024-11-28,-47600
bca-2dad664de4172c92149572d35d29f4e5,2024-12-06,40500
bca-a4c031c2c0a23e33e71c111fe1a61b44,2024-12-18,-18500
bca-9593fcffb21a49f35ba1a8495db0fe8f,2024-12-22,-83200
bca-cb672dc64343b23e24f731d1abf32d7f,2024-12-17,58900
bca-d56f3f13cf86e651709598059dfc9e1a,2024-12-08,-51300
bca-11f326b304ab7d30c3984a8712708fd2,2024-12-23,34600
bca-1da5a17a619e8f22854125ce4c9b86df,2024-12-03,-50800
bca-7a57df5b899819109435ea904128c37f,2024-12-04,1000
bca-84778a65aa37325ff3fa0c8b6392b278,2024-12-05,-44600
bca-fb76a8ca055eda152f2c170f911d734c,2024-12-01,73200
bca-e1b1ec9fcacd55917edb77a2469fafa3,2024-12-23,-87900
bca-91689e15a6cba1f0909b498fc8904f3e,2024-12-18,27100
bca-380017f7ba7f3362e225adf7cec1dece,2024-12-01,78200
bca-da4722489b862362b1b73b2bfc2fcda9,2024-12-15,9100
bca-d9c58dc8e2756b54675d23ba81e526cd,2024-12-08,25200
bca-ece6024c5f3ba961cda9082e85050382,2024-12-22,63600
bca-3daab5fd9c1d27d0c146a6ec89a54d52,2024-12-15,53600
bca-dc71b89bc39b42c6ffd016e1aada5efa,2024-11-30,-40500
bca-58b00d4aae0f6dd70dba85afea9a55a4,2024-12-12,62200
bca-b905208abb0ffd8cc28902d4f8acba2d,2024-11-23,28300
bca-023d61c537655404f0e84989d6c45c7c,2024-12-17,18400
bca-d64074f6ec99b5ce5892856f21b7d2d6,2024-12-04,21900
bca-32e32b3b2196a7cf409cddf11ce5201e,2024-12-02,36700
bca-0688b3135ade9c161ee9e7a8c49a7dee,2024-12-04,47400
bca-5dfdb24d8f9137f0b4081f638a94105f,2024-12-01,81000
bca-382ab06a734add07e5da91e8ed28663f,2024-12-13,45300
bca-f45a3276419b18a39bacddf7b2a72b74,2024-12-18,46700
bca-d9dff3e3e20c0b76318a511214bebee3,2024-11-25,87000
bca-b1e8c4305f557d38c5d1f83b422635a6,2024-12-02,19100
bca-ff2a97cd5c82f918079ae108e11d0626,2024-11-24,-77000
bca-4f273b2fa67b54ea9a75e7093a876bcb,2024-11-27,-71300
bca-9dfbb9e769b47a77ef82fc05cbfa2eb5,2024-12-09,85500
bca-6da200a2131671afd2ccfe33b1787596,2024-12-02,10000
bca-a8f196ebf2f0c38765095a90925c4036,2024-11-25,20600
bca-bd47c893c308bae112079b1a9c188eeb,2024-12-20,16400
bca-7b7d27ca99a20c35d0a8090b6b874421,2024-12-23,48400
bca-70124630f79bd276179cf460d04fbf12,2024-11-26,24300
bca-84505c729c11ed684614df275d3d1a58,2024-12-13,54500
bca-a8acd2392e6c040ff9bb34d72e3be4f5,2024-12-13,-63200
bca-4641ac213924493b42fae2039f490caf,2024-11-27,55000
bca-d93f25e9c1b7181161f04b9b20c89aef,2024-11-27,27300
bca-0c8f7726b1bcafa4ce808bac96d35863,2024-12-07,7700
bca-65d51f1cec0f1158f51b8c4fb19f66ec,2024-12-07,14400
bca-6a3d5cc05181f350e2e8ffa89815b218,2024-11-24,22500
bca-22b4987de3d117788881fd29056b497c,2024-12-04,86400
bca-1c0acd8782616459f2aac0ba6b077fa6,2024-12-08,-49100
bca-b9cae932ebb5694d42c13282233b73f9,2024-12-21,3400
bca-7c3a6790d7c322d7b0d480f1896d9d96,2024-11-29,93000
bca-b632b791b3a3c28dff794da67850b8ff,2024-12-19,66300
bca-2445bee8355e95e95218761fea986d06,2024-12-08,-96700
bca-6a10248c595d0fe048c31349ace17fc9,2024-12-15,54600
bca-aad93e8e0a90447ec1d9164dd23796c6,2024-11-25,22500
bca-c26d2c2c5a75cc4a122b546c13dd28d8,2024-12-05,24500
bca-84971b40761d5122d9093912ce307415,2024-12-01,60800
bca-23a5d4d021d0b71f26a1ea2ebb7758a6,2024-11-27,-34700
bca-45da5aa44d96310347d84899eadbf0d0,2024-11-23,37500
bca-a2b7a5ab44a2b869bd299a1552102ae4,2024-12-01,95900
bca-4f0e7c823e0ed865f5991f2886a9e2a3,2024-11-23,22100
bca-f7ed7c6a964aceeac6e3f41d2c1392aa,2024-12-20,3000
bca-dba122de41ecc40b3d7267d689ef662a,2024-11-28,56100
bca-5554d647f2b8733ec3de0164abbdd027,2024-12-21,27400
bca-03ba2daa3f8304c4885bbc97565591f1,2024-12-08,33900
bca-9583c38216b81c76c39a3b82d921963b,2024-12-19,61700
bca-668c223d0ce08390be616c2c7a8e2ca4,2024-12-23,28400
bca-aa6c76a540fa003e6b1747909e227acc,2024-12-16,49400
bca-503e17eb69a9d909efcc276c14740d05,2024-12-08,-90300
bca-cf00b3b4ba6c2ba338b33c026b9a5a01,2024-12-10,19100
bca-8255d58784e8cdf38add663ddf612177,2024-12-07,57800
bca-2d4db72a603f83f1de801a8b2f1769f7,2024-12-04,-69600
bca-0233d40f3a70349631d35f630be2c0b9,2024-11-24,86500
bca-52bd7a37dd3a98e92d04c90bd01411d6,2024-11-23,60800
bca-174de1c9a6781c278ea70484b4061ed1,2024-11-28,51100
bca-c6d2549a7c904016e7c42c19c3eb2b17,2024-12-23,-44000
bca-d4560a9e3b5d000a19a9be8d47c068ba,2024-11-29,73000
bca-c927d58fa1978eeb0ae84a8eced6b7d7,2024-12-14,43000
bca-d7b7abd7532e34b4ae67fb00d02a4709,2024-12-06,62300
bca-a41c81c442d64880da1eca6e61973161,2024-12-21,79100
bca-5e2f7e3984b943a906521d7baa6f2a8e,2024-11-29,60100
bca-849e8fabfa80cecad77e129ce992ca77,2024-12-19,23800
bca-d6fd885644dab3b3c911cb3cccaaf8f3,2024-12-10,23300
bca-33ec8db38904477c38c95bce463c5b20,2024-11-28,-28200
bca-9ef8cf75911fb7a73586477402baa2ff,2024-11-23,-21800
bca-aac86d68ff33ff531499a5c2a0c34782,2024-12-20,93400
bca-9e1b585bab153ca835f5da3b35925521,2024-12-23,92200
bca-067468744c5cbb309fa484c940d2075d,2024-12-05,-76300
bca-258bc79e8104b79db443aea7d00c0c01,2024-12-01,30500
bca-ce1eb2f2babb9b801955512df8c46bae,2024-11-27,97100
bca-12d8d893c09d9f61ff1512a9af202653,2024-12-08,62900
bca-e4aba28551f244325cec387c62074627,2024-12-17,52000
bca-23e7f4244fc1238f5939ab7f45e87229,2024-11-23,-90400
bca-923d828308606d493d34d4edd9536836,2024-12-06,29400
bca-722277e32afdab5998781501a25a60b4,2024-12-10,3200
bca-15938dad11aabbc30ad022eb0e6b5852,2024-11-28,71000
bca-cf0ad06fc8c9456c5a57b952c48c4f0c,2024-12-06,-54500
bca-7c75c84f922eaaa2933ac9c39811d898,2024-12-13,41200
bca-af8bc5e7f152ac9bc5342368be9bb466,2024-12-01,2400
bca-e46956a19076674a7fd4cb953016511a,2024-12-01,69000
bca-e78f14e616ef109a196d6bab8ddcb6a3,2024-12-04,39300
bca-70e85d476b7c42b7da7c1213f931092c,2024-12-12,27200
bca-2c543f4879361dc23413b8b273bb2354,2024-12-08,95800
bca-c7200ff900e7c237c33543f68c2e1006,2024-12-16,37700
bca-11a0c8d28e4eb7c8cf3e9bcdfc7cf6ab,2024-12-17,27000
bca-bed375d1855198b6950fbbb441d4e87c,2024-11-26,36000
