BCAUniqueIdentifier,BCADate,BCAAmount
bca-d31c5feccbbdf481fbc5b79463345808,2025-01-16,28700
bca-277836da522aece3ea11b1f084a25506,2025-01-19,21400
bca-aedff66e75854330b14924569c1319ec,2025-01-22,40500
bca-d4500d6adcc4d9285a5acc8c9ac91b8e,2025-01-17,-68300
bca-f529149bac7e1c9c5c8420644dfe6522,2025-01-18,-99600
bca-42df7fcde506887ab76b76311077445b,2025-01-25,-55200
bca-a005ac19ef5b4a349bbe02f714ca6ce0,2025-01-27,-45000
bca-bc6a3c751cd54f4f1dad098f31a20b35,2025-01-30,-37200
bca-879c78e993949411e0c68da8e282cb54,2025-01-21,41400
bca-bcb5b831cbd0d42fd31a1c77d29759e4,2025-01-31,-46400
bca-60237be77ce50f7a79d19d466568fe2c,2025-01-24,76800
bca-af5956692482983a0c7142291c9ecae0,2025-01-27,-38200
bca-66aea9324c11b994942791b69b9a6331,2025-01-14,74200
bca-6835d894e1d5aaaaf780852edca0203d,2025-01-22,93900
bca-179b8b4be29b89432047517b7e6a02f5,2025-02-02,-13700
bca-7037ee61d43518b867ba79decc3997c2,2025-01-18,-63400
bca-a47b6a0a74ea2eb9fbf04f648694a2b5,2025-01-31,67100
bca-8ac952a32c3de7ed6123c18b000942b3,2025-02-03,-77300
bca-47179a5e90c717ace015963f4e9fadee,2025-01-21,48400
bca-d4ebdf4ca5ec5f33b6bd85c681f8bd81,2025-01-20,52500
bca-6c11777b1491f6a1d2b143bc058180cd,2025-02-02,-30400
bca-ea365aba62813c6acd85226c75ce106d,2025-01-23,16600
bca-9c0dbd302160de0cb26b553fc4dbc393,2025-02-01,55700
bca-103d9c681e97faf997bf8dbe9b975b4b,2025-01-18,34600
bca-753d879e0793ae0e221ef4ca74259dba,2025-01-29,1700
bca-201ecf1adee581a97a4801bd8cc9b2fb,2025-02-02,10100
bca-22d962cd6977a8b40ef78486c47d6d9f,2025-01-29,-1500
bca-2796c1b011f5a4c068be15c460e42266,2025-01-14,43900
bca-17322a208cc889a91f1851c41b1f9d0a,2025-02-03,73100
bca-eb36b1acbe53aa29a48354b536f92df4,2025-01-22,44600
bca-5501156ab58582393ab91c84f2337c4c,2025-01-16,96700
bca-cb0cc5d126b5bf73dd6b9259351b284d,2025-01-21,-56700
bca-9661e1062bb08aefdad6671ed7e45cfa,2025-01-20,33500
bca-8be56c4bf6176a4ab9dace911fd8a6e9,2025-01-27,24700
bca-12eed34a884e8740e6870004389a0aba,2025-01-19,-34900
bca-6cfbcbf0ffacaa608419dedc64b58443,2025-01-30,-84500
bca-b67974c6bf6452ab08973e95ac8fd70d,2025-02-01,19300
bca-c26a7a9f1708eaf2840e51b4c9d095b3,2025-01-25,45100
bca-03ff4d71baf72c9f66b177bb46f86cb8,2025-01-15,46800
bca-88c963a4ec85fcc1ecb119a5e8567f85,2025-01-22,2900
bca-3cea0c7926fa8a38269ece98bd2f7775,2025-01-26,-93300
bca-0883d7e83f9a4e9053f3f95c335a5050,2025-02-01,4300
bca-364794f93e671cc347438f483938d662,2025-01-25,-50000
bca-db00fde1c276754f90843545385b7401,2025-01-17,98400
bca-a8ddfad39a2135a98f6dc56a40108c43,2025-01-29,48300
bca-f78ab85073691a9fd6395e88fccaca7c,2025-01-30,22300
bca-426c4bd703d9b5c4b931eb4dca999f22,2025-01-22,91900
bca-0da8ef7ea56a09077f151bba1fdbfdc5,2025-01-23,31300
bca-85ee02ca9abdd552d85d5c4e09895eef,2025-01-25,16000
bca-7de66ec4e181781e58c31a2e69621678,2025-01-16,-73800
bca-549eaf76b72010fbcef7701588cb552c,2025-01-17,41500
bca-4f6ff2511e170d551ef16ccc66473384,2025-01-28,49700
bca-24799efd42f4557428267ac7aee8804b,2025-01-20,41900
bca-d1677cafe909690a86151ad8dd62585a,2025-02-03,-83900
bca-17c1d73c71c999d7397340881ec73d7c,2025-01-27,96700
bca-aaeccf51dd5f74ae258823a16e5ea93b,2025-02-03,-46100
bca-12c7c73bed2f9d5a63a592ece2fa9482,2025-01-19,41900
bca-ffae3e9e5a391e4b7dc257cbe82e316f,2025-02-02,4300
bca-e9ecd557b3a5872e608ed59c0bbdfed1,2025-01-29,92900
bca-84d9172de818ca5b7a8ff86d021f0108,2025-01-19,20300
bca-fb21e6db6d19cabc1308b81bd7cfe2e6,2025-01-14,21000
bca-1f62e6c77a0116bacc5e073a5ee51488,2025-01-25,-65800
bca-98f9b049e3ffd21255833d352c542533,2025-01-21,89400
bca-0ba40e5e5fd5e9c9c3aa8640e0a3dde6,2025-01-24,-82800
bca-23da531b695450e973d83314d0a62592,2025-02-02,68300
bca-6c09a5f0655e8784e11208bcaeb195a0,2025-01-23,47200
bca-e8ac8e061016aa0c2202c1f7f5871827,2025-01-16,15900
bca-8169d583c0e612da721f17df736cada1,2025-02-03,37400
bca-ed128c72c667cc2ce914eaecba728956,2025-01-27,6700
bca-fa584bd9ac374f1ddadbb356d0c2f120,2025-02-03,59100
bca-17d4fd4209807a836a994bd866bf5caa,2025-01-22,28500
bca-c612eebfa000307f8c1a80ffb3fda3e5,2025-01-21,-83900
bca-0482feb3627f8f9d9d76e8b6d102f0ea,2025-01-17,29100
bca-ed0e259412c3a3eb2f2abe397b372eee,2025-01-19,-16700
bca-acfae8ae1058e6984e8085ef542e60ae,2025-01-14,98600
bca-f02c400b73ef6691d58c8b5faade9d32,2025-01-17,66900
bca-d960f9f0a6f16f19296f274ec73764a9,2025-01-16,68600
bca-12b42523a159577b5aa1741449c90816,2025-01-20,33600
bca-880205efb3526258c4eace4cad9d27c0,2025-01-30,35200
bca-6fe495239cec4fb7e8d1f35076e6d0e7,2025-01-14,28500
bca-0ec121e3a6bcd22a1d8ba4ec84573a54,2025-01-15,56100
bca-7143ffbcca151ac6584ee2c0cfe0bd3d,2025-01-20,-88000
bca-ba0aac33bb338c955441b289135d2ff4,2025-02-03,22700
bca-6f9c8f31c5cf28358c579a67297c9091,2025-01-19,86000
bca-149b00fa14b9e4451a1ca4140f7c6b6c,2025-01-14,-84900
bca-be376a359bad9fd180d9074243c49daa,2025-01-15,-75800
bca-5a35f55aacf104bb651cd0a135d15dd3,2025-01-16,98000
bca-fd7760610c9557b667249a934dae4799,2025-01-26,76800
bca-1efe9dfb95fb0dbc8b18a844902373f5,2025-01-15,80100
bca-632f10945f1f1e71b46a6d987920101a,2025-01-19,-18700
bca-2e0eea5b56cd64c70f32d955af44509d,2025-01-22,46300
bca-e46a0e682f6b9661528c6a55435f53cb,2025-01-31,39400
bca-304af74b45d0e02da835f68038b57d7e,2025-01-26,97300
bca-b1559323f77947facde25ba61460887b,2025-01-22,92400
bca-d2f2397e06f4406731be516762bd4201,2025-01-25,30200
bca-79ea3690d78306d99ee33f76978ea87b,2025-01-30,34300
bca-7941b4c61ae560d9f4f2639bf4f6a11a,2025-01-29,-19300
bca-17ed79e34c269b9ee2aac0b3efaf081c,2025-01-27,-27000
bca-66f7fe0f9ce48766f9fceec78064c463,2025-01-23,35100
bca-7608b8b417448ccc45f3ce40cbc2f749,2025-02-03,-59200
bca-5400cb570de112f2674fdf27eb21f0ec,2025-01-28,-79000
bca-3e8500f2c2eabc35e1e80f6c317b6588,2025-01-25,-17600
bca-6846131e645154636a4d2f5804a1b9b4,2025-01-25,-38000
bca-8eaad8b3599f65f73874565f89f4cc0b,2025-01-16,7400
bca-dd39cce355180e73f9acc8bda6f59b04,2025-01-19,59500
bca-11cc60e97bb7229e03760cce64d5417f,2025-01-14,72800
bca-94db5b5af49b98ea39576806e6734053,2025-01-19,-20800
bca-63b6c85c7c9bf18ade4290fcbcae383a,2025-01-21,-55400
bca-66ea59879ee5c49124a8931f8315558b,2025-01-16,-24200
bca-012b8da56d1b244b247493105bf01ed8,2025-02-01,87900
bca-f8b51be07475f89a1522dbeccbbf0639,2025-01-21,86400
bca-fc7498658c8315b1032119d9f76be3e8,2025-01-21,-91400
bca-8a1f69de2b148cc754a7f84cd76c9f53,2025-01-16,-78400
bca-da4a9a2e962608de19d2905c78683ebb,2025-01-29,57200
bca-f3611657ebb2f224a9dbc9269358a2cc,2025-01-15,-56300
bca-83d2fd00fd27572f2f9a549f9ac11bb1,2025-01-25,-42300
bca-66d621eb29d3ede8a2d3625475ec0e40,2025-01-26,69200
bca-6b8f12c4f9fa208f41da46ee913af10e,2025-01-30,65500
bca-51188ddab0b2bb259ae9bbeac13d5399,2025-01-23,-64600
bca-cc12cdea78d52f82705d165b944ae74f,2025-01-16,60700
bca-9e93af9de4fcda096264b35558640705,2025-01-14,4700
bca-0f84037bc187f339482af2150bdc05d1,2025-01-28,84000
bca-8bbaa0d9180ab6e204e51d037869504c,2025-01-19,83000
bca-25957efb82ca030cbc44fbce0edbc919,2025-01-14,-44100
bca-82cec255edbc5b91fbac63a3f10ddf42,2025-01-24,41400
bca-7a73823858d4b8ba2cced3510b552dc8,2025-01-17,31800
bca-d57a2e2bff1182b7115f5ee26aa5ce2e,2025-01-27,91800
bca-7f0f6078daa8e2d32f213465a3a44752,2025-01-24,56500
bca-f67331087d81805878f1195f6af5b237,2025-01-30,23100
bca-1dc1133f3ba539897b10373b0c8a6ada,2025-01-26,-20300
bca-419e0377d49a254227dca94d7ba31ace,2025-01-26,-93000
bca-952ec1ebe702fa287621f73f45665a2c,2025-01-22,15100
bca-aad8e62bc53295325ad8691e962f0ec5,2025-01-23,17200
bca-4526c14c5f3c73d59d263c3a7469b3ac,2025-01-16,8000
bca-228bea993010bcb48cc5fb3796af06d5,2025-01-23,16900
bca-6e3005d4d5e99ab25f021de9fb0f16bd,2025-01-28,89900
bca-cbec3981b0592113ab0fb1e20aad4089,2025-01-16,-69300
bca-24fae6304fe6caeb29982c078281d486,2025-01-23,-42200
bca-18343f5243bcc25ea721896a07a1453a,2025-01-14,9800
bca-5ea0d4e4f438b5f9fde24e433e38a809,2025-02-02,-10000
bca-956119a61fc80d7f642aac78a5462682,2025-01-28,21000
bca-dafb82278fc892656e4d5e4f5889d808,2025-01-15,88700
bca-5fa6d1d5ff209155e6f04dd6f53e8df9,2025-01-22,16900
bca-2fec346d8b14c71ae48d591c8cb95975,2025-01-18,-76600
bca-d0522d85d1cb5c96b96633ac7bcc3fa0,2025-01-14,70600
bca-55bd25cc071d5eb8ba35e830143a8a9e,2025-01-30,-68100
bca-18b92fef8856c1a07038099a41804b0d,2025-01-19,28700
bca-519b7db508d60765b88bdbf9711b5113,2025-01-18,26400
bca-1195767a48e39c0544f40187761b56f7,2025-01-18,19300
bca-e36803bca59d0fc6e221b0ed145a1346,2025-02-02,-60900
bca-90442d1c768b83c6c1aad0f8fb5dff38,2025-01-28,32400
bca-5e20919fe036e92371a425ea4dbe98b1,2025-02-02,86600
bca-1f080e481315947e6f5829fff1f8b368,2025-01-21,98800
bca-6cfbd36bc810f22c46f9bf6b8f51dc6e,2025-01-29,70400
bca-d9a7afc4d443471d90120e3a109e2cdd,2025-01-24,71300
bca-a8fac58b7c5b3e3239f3590fe789b9e7,2025-01-17,79000
bca-3e25c4293dd30c5cb5652e74758a139e,2025-01-20,-2200
bca-772db505793868ce004eb609f1c834fe,2025-01-17,-58700
bca-410e69615bbe45c227d0bf5ae57e3ff5,2025-01-27,26500
bca-90859511441063a2d73dfc2ebc906bd0,2025-01-31,-71600
bca-68c6346cd51d4bb3cd478b77d6459c25,2025-01-15,75300
bca-83e3d3722dc59ad6891d21b371c55fcf,2025-01-26,25200
bca-4ae0cd31ae5f4f8bc1d0812f290cd2cd,2025-01-20,70200
bca-8f6036e94992b2ac6258dcde44be9697,2025-01-14,-45300
bca-e7f73fe5c259537477cc474536f862c0,2025-01-17,93200
bca-93a78fd21959678e88294bb0167c5f7e,2025-01-16,40500
bca-4c1a53d3986d0e9bd52fba3de9afdba7,2025-02-01,-12400
bca-907cca82d4eb35045469c66081abdbb9,2025-01-14,39400
bca-d8d302b9d831c9ba865faaabee3d1815,2025-01-21,-73000
bca-bb2cc9ee171fedf239e0ca8f42f06f22,2025-01-14,99900
bca-39d74e2c0d0411e1541ec136699fb7f1,2025-01-21,14000
bca-5555e11a0d59e9d9473970b8322835cd,2025-01-31,4500
bca-2c94386e608e1687baec63f0abf8622b,2025-01-21,31900
bca-3e4a2fccab0261e2baad251293fc5a21,2025-01-17,11600
bca-b5c2cb5931ea9022750ff7ab9ff74847,2025-01-31,9100
bca-9af53f769e4edace1f378d9871808e08,2025-01-23,-72100
bca-ca65de6658e2d435a5a1f1f1f01239c9,2025-01-15,97100
bca-4eedd40d4c63ac3d6f9e78ac4119a6db,2025-01-26,-68800
bca-34f6dcde5f4bc3906173c8f8e4bf7d4a,2025-01-17,94800
bca-ec0b151fec1d75ad485510a249d792f6,2025-01-29,14100
bca-34bf3d156663b4fc29ca2c19c9ed4de2,2025-01-24,92900
bca-8edce2c9fbb0980bad9f61ea1eaa9020,2025-01-19,90400
bca-7affaf3b2470ae40ad2c9634f3d262a7,2025-01-27,47200
bca-7965701e0bea82f25d14c3e0e34bf85a,2025-01-29,-19600
bca-e3d26fd3dceb0beae1bd558a19b7baa2,2025-01-23,-61600
bca-a2dacafd78d6ae2c1c2e8d2d1a074460,2025-01-15,5100
bca-8b1f2cfc13918eb1dde5822b5eb027bb,2025-02-01,58700
bca-4bd16ee3da45cbe0146bb89a4405b9db,2025-01-29,9600
bca-0c8fed6abc9eddf3ed820effc3eb76a1,2025-01-15,77700
bca-e04444de950cca663e0c878d0310b26a,2025-01-23,67700
bca-aca98d4813f3956c2dbd0ad920f5f623,2025-01-25,28200
bca-41b57cf6efc629d476772d33c841d8e9,2025-01-31,58100
bca-748677729c2976c339171b084966b605,2025-01-18,-97900
bca-712847148dd1220b93524248059a79a8,2025-01-25,73000
bca-120248123c2c61e2ce628cd88af91c1f,2025-01-23,93600
bca-c9ac67a1f5c1fc5b87bac90944db58d9,2025-02-01,70900
bca-1b562cbb0234f14c0f73fedc4893a81e,2025-02-01,-51100
bca-12f748dbc1911f94eb4236e250dcd1f2,2025-01-23,72700
bca-1df78addea5fefa38d8b0d1494803815,2025-01-20,62900
bca-bcba0788d864e25a045b8b802245eded,2025-01-30,62000
bca-afd8f3c07719577d1df19f7b455b4c9d,2025-01-27,3200
bca-04bcae625062c76a4a71ceb3c76fe7d8,2025-01-18,-75900
bca-c7b7e7396eb3faa94abd8f3673020f9e,2025-01-23,-32400
bca-c24ccb20e0f1e5fc17b4a6e24b542b82,2025-01-21,7200
bca-fff067034118f858befec8f0175bec81,2025-01-16,-12600
bca-347663e64dcf4502c4acb41325a2663d,2025-01-29,-85600
bca-a30a2ce881fed90946d89dcfeafe6d43,2025-01-21,-4200
bca-461dd06a31a0d256113c4028d81c688c,2025-01-18,-96300
bca-a4111e1cde69582e6898eac92b3cd819,2025-01-31,7600
bca-5528d058bec9830896999d8be22d698e,2025-01-24,60400
bca-633687d3835b7bea20956c0dd13ee42d,2025-01-28,85300
bca-6c06c35a0d1bc112a3b574b62ea23106,2025-01-30,-71300
bca-aab4eb6857c2f7fcfcbba30cbc98596a,2025-01-31,63200
bca-80f149124e7a9074797127e1eb7371bd,2025-01-20,-30300
bca-417f381f25ed9e7ab3c7604c06efcb2e,2025-01-21,42800
bca-bd76c899c3510520252885daa215e685,2025-01-24,-94900
bca-d8c9f2256e65ff2f61db4ebe41fdf79f,2025-01-23,50500
bca-aceadc2659ab2705eac0a8ef3c6d0bbe,2025-01-15,65500
bca-d54769197c0a7d168a951b14e1e0d7b7,2025-01-23,78100
bca-b12d85ff78ffb683467d42aa43a62158,2025-01-15,11800
bca-04b72d687a5c7a21e57457164d2a5214,2025-02-03,-95400
bca-8b00bdabe39171edf64720e410f35b3b,2025-01-15,40100
bca-c4eeb1c91a0b62a952a481318f0ce049,2025-02-02,14300
bca-aebc8ed466c4cb5e89d9d94568f45ed1,2025-01-24,58900
bca-f9a95b240326c3abd72830f51959e482,2025-01-23,-54800
bca-99f92068bf66136a26c4fad72715e8ce,2025-01-25,51800
bca-035307cd9ef2cba88a273d059850e12c,2025-02-01,-47200
bca-37df41685e78f4aa8d4abc24291ab31c,2025-01-17,12200
bca-cc11c188644a2c18ddcb8986859137a2,2025-01-20,38200
bca-841983df02e3b836c30ae0e5abf97387,2025-01-19,-66400
bca-89a548a21dbfe14c7a19db6c5d5b0774,2025-01-24,79800
bca-b9f3529387701d3410ba0193d9dfa502,2025-01-17,79800
bca-b9a058e9164f3bc840a864e010b63374,2025-01-31,-32600
bca-92496b0ece443faaf0f6aa24444f4b83,2025-01-17,84800
bca-5f6c84cc3b68a2281965e1036d0026bc,2025-01-31,86900
bca-a624555d45f86f0bd11de8ba9a2e8195,2025-01-29,-48000
bca-e273556e284f5d3f832799d02e382f8e,2025-01-26,82200
bca-47b2d830ff3ee963c9c5a73243f543c2,2025-01-23,42000
bca-ead097ea0b84b40ddb6448a6c9459bfa,2025-01-19,53500
bca-a37647489398c4b9c95e66394e619438,2025-01-24,-30700
bca-b82f49250f060ce3ced0f282bd08a1f8,2025-01-29,80000
bca-c9179a8e9ffa15f897ddd7625f5e85c5,2025-01-28,25500
bca-7648cb41f5844cce0b5bac434abed73f,2025-02-01,36400
bca-dfcbe230281ec90f7c626662a069e295,2025-01-25,19600
bca-ce6de8f0bcc4babae9a7002581641ce4,2025-01-29,-35700
bca-e974e3fd3ae23d4764a7bbba9e1e20a6,2025-01-29,47400
bca-0d15f91b25f333798b6a39684772494f,2025-01-24,-12300
bca-75c424698e8d5fe9077a2e7a61af3326,2025-02-02,-16600
bca-f14ab508c3d71c4ccc3c9a5a358c65c1,2025-01-23,3800
bca-98d4d7ba0b620d3249582f9268751621,2025-01-16,-69100
bca-98ae99b3f1b2358775bf26332f26c46a,2025-01-31,87200
bca-0f9bca4c07bc8cc3f221d0e4625dcb95,2025-01-21,50900
bca-3419ab1eba6dc96ad73592f1ded07b3f,2025-01-20,17300
bca-4aee538829e3f45bb20d3f628c5d7fc7,2025-02-02,-4600
bca-9c97d4f25cf6eb0b354c508d8b42f568,2025-01-26,18200
bca-3de2784b7e31411bf110ef628695cd9c,2025-01-16,66900
bca-b9cc0f3633f0cc76bfc632227747d1f4,2025-02-01,85700
bca-85a41b4d2e09608e5e944831a4ec04f6,2025-01-18,77900
bca-32bf4c2088de400c2e62ce1f956896f3,2025-02-02,97900
bca-af95d53bc8445e2b046e37e650bd2e5d,2025-01-21,82500
bca-2b9b9d19931c4dd98b19a519b8636628,2025-01-27,22400
bca-a1e68074f5b426aa956c51d8d2aad838,2025-01-14,41900
bca-498ca32a5f64779e763a9c8ec5d7a7fc,2025-01-27,-65700
bca-50f3b1f9dc27e785087274e657103731,2025-01-17,83800
bca-2e3acb777b2801498c02e694814249db,2025-01-26,-72800
bca-d6e5c1a8852966243fc1bec5d560c39b,2025-01-28,49600
bca-bab2376aa69f4bfa7ec597315b6b688d,2025-01-14,65200
bca-1256e4953d432d9d1cf0c5ac049f765e,2025-01-20,52800
bca-c24f07dd0e65e3efe007e1853892832a,2025-01-19,75700
bca-2d7a58ea5e078594aeaa85822f21bb1d,2025-01-27,2000
bca-6cf7cf300f1862d31a1bd1b484f5b478,2025-01-21,33400
bca-fdd404bbb93aa73c894df3619383a390,2025-02-01,2400
bca-b9c3f9a52922495f8a4b04ae64b76b2c,2025-02-03,47500
bca-bb539f34cdcbe8d0fdfe0101310fccdd,2025-01-28,83700
bca-d73b6abf34e69d85890f576cde2e2562,2025-01-27,76600
bca-bd3b374199a3a23e0dcde5260985a804,2025-01-26,90200
bca-161eb56f515cefbd128db954e173fec0,2025-01-22,69400
bca-8fd86578c313f77ebad353ee0488bbc0,2025-01-25,49300
bca-528a587d0ca841214a3ec6e99d32e863,2025-01-16,91100
bca-3e219205582a28c98cb388436343e4c9,2025-01-29,91500
bca-3053df49ee3caaa551caae9372ab3132,2025-01-29,66700
bca-7ddfcfb12d88c9e4c3f0e76b0d16fa52,2025-01-25,-59600
bca-0a5c709ded6879e1dced4743b67cd6d7,2025-01-22,89100
bca-529fab20ee06544b9772f8d5717e9b4e,2025-02-01,-66500
bca-cc093f8bf1a19b1f6d3680aead5bf829,2025-01-26,22500
bca-02355fc0f2282c8c5d143d6a162201c6,2025-01-17,39800
bca-032fdc226c91a939d61724e94d1c49ed,2025-01-16,71200
bca-ede951b8827570e5b0d0773e0bc8fb34,2025-01-27,83000
bca-c7af131351f1d8057236d7f462b08b04,2025-01-28,29000
bca-f2c76231fba25e2c94f3decc819f7611,2025-01-20,25200
bca-0f43e1fbdbf40c3d658889cf81973644,2025-01-21,37900
bca-caab1baaec9b1401db7a5097bc279f1b,2025-01-20,51900
bca-fbbd5f63b89da7da8ecfd03122a91940,2025-01-29,54300
bca-a46806509099eba9f31441bb3ab53ea2,2025-01-23,80800
bca-1d3a8a2580811e53a79b4e4a41247701,2025-01-16,76200
bca-32a16db683989896c4bdb935a85b1c8a,2025-01-28,18300
bca-597eaa9400b7ea82145398c760bb8cf2,2025-01-24,45100
bca-b37ef2917f6b6d1eedfd611deb3e7b78,2025-01-24,47300
bca-b8bbc95af8d08c43b2ae525764d6f35c,2025-01-23,41400
bca-254472408e3b2db445c9e00beda5f295,2025-01-14,19500
bca-163ecd1c1077bb39572ccda9c3ee075f,2025-01-20,10700
bca-907146665bc52fe4248834e6bd1d3640,2025-01-31,-94400
bca-a2a21f814c1e2a3614f099cd6433d6c1,2025-01-14,1000
bca-6a12318ac91d9383df45a2fedbf9582d,2025-01-22,40900
bca-f5e38b2790581ed61e37e5abb6840a16,2025-01-30,1600
bca-094ecc66bdad25f27fa7d674e3077ba9,2025-02-03,26100
bca-c21d48649255dbfe0be8c95b0552b1f4,2025-02-01,-16400
bca-c19f08985619bcf83f499d97cc1e931b,2025-01-17,26100
bca-3a95c950af1d29e0adc485173d3ff789,2025-01-21,80000
bca-542676bb03dae6980a71172a928e4ca5,2025-01-23,56900
bca-bb5d746277c0ac6a3a93d442457c598c,2025-01-29,81000
bca-c3235f2d05b9fbdf70283fea489494e1,2025-01-17,-33000
bca-547de55510b05229841a509885c55810,2025-01-27,69100
bca-7fbb89ac5000140ca517f281fa59b40c,2025-01-30,24300
bca-dbaadc27a8950851991871fe650862b7,2025-01-22,37200
