BCAUniqueIdentifier,BCADate,BCAAmount
bca-c4b9023ec899ea59fb3946ee761e9ac5,2024-10-06,-84500
bca-0ea981d5768ec8cc6b18a145efaf46db,2024-10-29,69200
bca-16b147d5b86e0d032d3e38bcab0c27c5,2024-12-01,65300
bca-ddd448851fb711ceb9c340c46162c44d,2024-10-14,85700
bca-1b3ad6b097f02b9070608bfce276496c,2024-10-17,95100
bca-7499c2f22f486f9e76e0991709072b20,2024-08-23,-39400
bca-e45c1b1b644142cbb0f790c43d34d07b,2024-09-10,6800
bca-e619cfeacdbbf7a73f3da8c7c8aa56f8,2024-10-12,-16100
bca-85e4773a1681d4b84366197d48ac14e0,2024-10-13,51000
bca-4efadbf1b467e887f86f85a35f1d026e,2024-09-09,70900
bca-1ba0292ca98549f05d448f39d7e857a0,2024-10-22,73200
bca-abb292ab5398d8ee0c3f380bf5c9e9c2,2024-08-15,15400
bca-155f8a93167186ee43d0eb3222f1073d,2024-09-10,-28800
bca-948313dd119215f629dfc36085c338c6,2024-09-02,-64300
bca-613663a431b48475f09764489689680a,2024-10-20,1600
bca-aae168db21cc48e718da03058216c506,2024-11-11,22100
bca-d4eec38d833ca9fc17c803b276a49b88,2024-09-19,62200
bca-40c3e8f644c706869607856e588ba5f6,2024-08-27,-20800
bca-95d749d5d06696e9da89f8df54b63933,2024-10-02,82600
bca-b9f88355340e33663f6afc1733e2d853,2024-10-30,-59000
bca-1badad2e14c393034c7224dfb9099821,2024-11-19,56100
bca-6c3e8c65ae3559d74e0653c2bbce42cf,2024-11-06,16500
bca-04b1073ef93ace6444f08838082f9e5e,2024-09-23,4300
bca-5b096fcf933930e75c0bbfff2f31b58b,2024-09-03,78800
bca-756095a7f2d13c625aad1492a00fff0b,2024-11-18,76100
bca-f809c43cb6d69754a67b96eac80d5b68,2024-11-16,69900
bca-65e25df3790408cddcd8ddc83b6fadf7,2024-11-02,19100
bca-341e06a25be00b8c647493a031a7edf7,2024-08-22,-36600
bca-8bad761d0c1309970d43fc20ad59ffc1,2024-11-04,67200
bca-66e9ab15913163609c37a50efe534f0f,2024-09-21,61200
bca-292ab17bde7ae4689f7cb53b49bbf496,2024-11-29,35000
bca-247581f8a96a51c71c917a9a90215f5e,2024-08-28,77500
bca-a0e1dd01a3970af659243514057b6b52,2024-12-06,21200
bca-1840bd856ac92e1edecd2d4c357508c4,2024-11-01,70700
bca-5e551a688e1616f1134151e16a6d9bf0,2024-11-12,-17200
bca-4168767b8c6270834e60fec67624a09a,2024-08-23,19600
bca-6ea48fc62781b4443eb6553ca96db316,2024-11-07,80000
bca-54231ec8b04e8ddc82e4124d11d9fc35,2024-10-10,-16200
bca-9269866fa5e90190c46bca4df6714ab3,2024-11-22,-23600
bca-bef9808e522f188cb6d9a696167f62b4,2024-08-17,60400
bca-d60aa14821e80a1241c63279675c0c0c,2024-08-25,-20000
bca-b9bb33df3dd27be699ff5d418682c1d5,2024-11-06,96300
bca-3f17e9cbeb525222215d250ec130afa2,2024-12-12,-61100
bca-614f29d9d1a1102d2456ff8086363fc2,2024-12-03,79900
bca-ade7704cef03426fc219e20d453cb28f,2024-08-15,-59400
bca-54f9405897d923ba3cc8882d9078830c,2024-11-17,-64600
bca-8c24631c8bc9a9f6e4b78036e82f4ba3,2024-11-20,85800
bca-d25bb49ff491f379b4b927ac96550ed5,2024-12-11,25400
bca-b3b9730bbf0e7b6e322db2717abbbb06,2024-10-18,50800
bca-a2639049aca16ad198b83698923197f7,2024-10-31,83100
bca-2aaab65f42004f795aab6d26591577e7,2024-09-29,6900
bca-9707d454e288c1d07a9844bc1ea82cbc,2024-08-29,48300
bca-2c6be312c5be0a92b2897a6b727a5ae0,2024-08-17,-68900
bca-c1792f78b0fe1ddf177a4ba6dfcb89fd,2024-11-11,13800
bca-c184613053a19729e404c0f0bd7d1122,2024-09-16,92600
bca-cbb40f01d0c00eb81d82d58244004687,2024-11-01,-22500
bca-22973a7289185742cb19d975b89d3812,2024-12-12,-81900
bca-a07c536b673a28edaf91e14f3c3cfd14,2024-11-23,-18100
bca-6e7e87b2cab1e16410308d2e8781996d,2024-08-21,22500
bca-0aaf867464be61d87ff8b6726f829d76,2024-09-07,-44200
bca-df2d0a18e24110a81804a6a4fab922ba,2024-11-24,68400
bca-cef33e76fcf3f0a48fde28d7d06d5e7f,2024-09-10,-66500
bca-93936033e47ceef8c8bae318b79a20aa,2024-12-07,-25500
bca-44f825ec627dbf4ac7e45acb154053ed,2024-09-12,65100
bca-361d4c37acb137be0a22b6ff39490a06,2024-10-28,-65700
bca-2757198c69ef5a618456a39af229f1a4,2024-08-23,-59500
bca-cf6b2b17c88ee642db57e11d651215ae,2024-10-19,-57900
bca-69d84eab9f8420b3f6a31910fb12614b,2024-09-03,85600
bca-20d9a17ace440b49d09b390e7a91c206,2024-08-15,20000
bca-2977af347bd6dda9109941a842bfb846,2024-09-15,46200
bca-a642e005c8738e9fc8ba4c38c5d69db7,2024-09-05,84500
bca-9c34bce54e6b53901248325201e109f9,2024-09-12,83900
bca-692777bd9096bdb71e9301ce7f5504b2,2024-11-06,56800
bca-0d70ed28dbc951a0caabf201f8d2b286,2024-09-08,96100
bca-8082ec63cbae21a54f78e2c592137dee,2024-10-20,4400
bca-cbf92ad0e310b6cf4da27524c26def68,2024-08-15,-37800
bca-29a34d5e64af02724d9703f04b44cbfa,2024-12-05,-44600
bca-06a04d5a876d53dae792ba2e54369d17,2024-11-14,-28900
bca-4f64de68431c880f737f574c7a5a8b20,2024-10-18,-3200
bca-5ef3bb9e5be49f69b96bb87e8d057fe2,2024-09-05,50100
bca-3fc4a690452376f26b195b33da196753,2024-08-22,90000
bca-33f9869d5ab8f3fd1c9b0a0c4b7fbd80,2024-10-26,99800
bca-b73ce68b111838ed8ed80c60a39ad076,2024-12-04,-91500
bca-724b4bba454e486f385553fc49357a9a,2024-09-12,36700
bca-a2aeebd05e2af002558e95c63f7e1478,2024-11-08,-76300
bca-c9f93e52ebf7c737d2f029b53c938136,2024-08-17,16100
bca-99ef9a29c6928e120f182e3251cfc2ce,2024-09-17,9400
bca-f97909eb6a3504487b0822abf2f94450,2024-09-03,19100
bca-9edcf4960b93c9d28d55dbdec90a67a8,2024-11-28,-65200
bca-e3c394734a974bb853521ed484d8df57,2024-08-23,93400
bca-1bcf5ada08d69046db92a49ab5710341,2024-08-23,96200
bca-af015cb8488cdb1af43d304e79d25c1f,2024-12-01,6600
bca-9e3a6d24c369e7f50517e9adeb6199cd,2024-08-25,9900
bca-cee1a2c3c32cc2bcb1879c9378d1238a,2024-09-28,-17700
bca-9dc73f1e4ff0737fd0820cd7a19ad5a4,2024-11-04,79400
bca-192bd1fcfe89b20757ebbf6b2fb05412,2024-11-13,11500
bca-a34344f171d0aac98fa6df4c2299a009,2024-09-20,84500
bca-5592af083356714f4774bf16e4f8a7d1,2024-08-24,52700
bca-76150935d75e21b4c29a94f94fe03d08,2024-09-10,65300
bca-3f2da913a604bce023be7697c82cef60,2024-08-24,95300
bca-b22203cdec1fa087fad254349ca8edaa,2024-12-04,1800
bca-42883ef31c5fe24a2c66486612afae5c,2024-08-17,-81100
bca-c23f45014c338040c0081eb8371b7155,2024-10-24,10000
bca-31e2e1fab911ae611c7a26316f6d6789,2024-09-02,56800
bca-c984335330be7cbf2effdc4bee99240d,2024-11-18,44800
bca-29aeb379855998f1623420f9f9d4ffdd,2024-10-06,62600
bca-a7d9cc8c2a63d9cf0b9d643461a6c2ee,2024-08-15,29700
bca-42f0da16da4397d717e19cd77e430a35,2024-10-12,75800
bca-d80dd5ea0ac6332364671daf38fbeaa0,2024-11-30,68200
bca-ca3cd86fc5101e443c3841e341e237f7,2024-09-10,7700
bca-76d8b606d82cc98eef2de4d7f0d255bf,2024-10-09,78100
bca-e092903e3cd68f98f7436b66dc8233c0,2024-09-15,82300
bca-43bb336cfbef5a88dcf6dc653ed7f36b,2024-09-26,28000
bca-67dd0d4cb8b69ae870acc8f9867c0d8e,2024-08-26,96000
bca-930cb2f4c14e8fc8c7fd1f87f5b4730d,2024-11-30,86500
bca-e0dc1af32745f4ad3d9fec18901bb35c,2024-11-27,11300
bca-d79b2cf53070db7eb65b261845677f3b,2024-08-20,68700
bca-95de2b7bec6630506d4ac21938df9b66,2024-09-02,48100
bca-20102a5bf1e2903ad837425fc11ca4c6,2024-10-28,3500
bca-2dc734afd7f24ab5b7470f9cb861f0c9,2024-10-06,98100
bca-2d02ded7dead2813e4f418afbe93f804,2024-12-06,-2600
bca-43be034e511dbe9d1c86fa08139e800f,2024-09-06,-35900
bca-c0fdc8207521554b6896f40d72605fbe,2024-12-05,-56700
bca-a067f21f2ebe4c8549a5b57d17331484,2024-09-30,-53400
bca-8dc9576eb54e51a22f47f2b70fd1d7b8,2024-09-12,59300
bca-4999bffe99c6bf9e4e6c3b8845ad9a45,2024-11-13,35100
bca-6c1f454619d639d1923801d2b8d2c4a1,2024-09-02,2400
bca-a22c9c8522408fff554a66c540c4e4d9,2024-09-22,16600
bca-cc530cf5f35c04e086a00eadeec80716,2024-10-15,19400
bca-dcdce93fbfb116f1b8d1e9fe47def3d1,2024-09-26,43000
bca-f898a26524167c4b77fe18c1fcd98bc2,2024-11-19,86400
bca-680e06620d7d17ba171219b053879a69,2024-10-30,44000
bca-a083c9b0911a0d95caaa7040c5adf415,2024-11-07,78200
bca-3166702ae760fcaeef327687855b5250,2024-10-29,68400
bca-2d102019ab20c54685743d7651ed846e,2024-11-17,74800
bca-93d66a62419a39fc57a956f82e2bbe6c,2024-10-05,70500
bca-d399e5895b0f55bb553f1ff55b0e369d,2024-11-14,-40700
bca-5377e3db1255490ec65570f7618b9172,2024-10-20,27600
bca-dd0ec4f5647be973621fdf7af503120e,2024-11-14,8600
bca-3e8b377e7dafa39bf1e991e1c5624960,2024-11-07,52100
bca-d5ce6c03baa5673ec4bd65125db17de1,2024-11-12,86700
bca-05c57068bf86eeb064c133860f437e17,2024-09-28,36900
bca-ca7a4b9b7b323f8cbe00010ef60f3c03,2024-10-20,29300
bca-85a4ae512bc2e5cd1ee4085e6f0866cb,2024-10-30,18900
bca-79eb3077254169c95b111fa41d6da5f0,2024-10-18,-8100
bca-d4d52a7db9a42b881ed087213950ea54,2024-09-24,6800
bca-0afeba2688f1e0c4c3fc919c7496fe8e,2024-09-11,-23400
bca-7bd6484c39114d34564a5d513ac44dd2,2024-09-02,-80200
bca-b063fbcd3956eec3674701888f3046cd,2024-10-04,83000
bca-3e5b6eace18a2e0cb395ad07c807f0d7,2024-11-28,96100
bca-1838cc98424a2789593c348ec712c31c,2024-09-27,2400
bca-38429558c35bb664a917e4737f4c56aa,2024-08-24,28500
bca-4c983473b85f71a2836dc09d87c67d8f,2024-11-23,-48500
bca-77509b780201a683adc81889629d1790,2024-08-29,17000
bca-a4035c7cecc520e4c110e58c45b0f72d,2024-10-23,-65600
bca-219acea56ea832a1062ba711f7747dd8,2024-12-08,99100
bca-3af6040f39eab2980356772f584aeb4a,2024-10-13,-64000
bca-a0288f266199883a4b6b2ef19779bfd4,2024-10-22,-71900
bca-5b4bd6a668686912bd68d1c1228740f0,2024-10-24,53900
bca-f9c5a7cfd4c39466a5f7277a722418a9,2024-11-09,17100
bca-6753e70e9d74efcef0cb394811c1acf9,2024-08-21,21900
bca-561380f7d637cb2abcdb408bfa45a006,2024-12-07,89900
bca-b09a82695190c6b3666614148ab4c108,2024-11-10,62100
bca-b8524a72f1322fa1adf10952448c50cb,2024-11-25,94300
bca-d0825ffff35c398e157ea0d857b7ecd6,2024-08-28,57400
bca-a97bc0c7398c9c1dbb96c0385d3348a2,2024-10-12,19200
bca-0e5f3c9f382b727d988665b85522fc3f,2024-08-25,95500
bca-8f9433fd0e98871d419865305d0c58da,2024-10-27,-29100
bca-da3ded9c6fc9211d27ee3b978b77bbf0,2024-09-19,-80500
bca-a0ba5fd52941c034a00b16809bb4f2dc,2024-11-28,-23500
bca-6524434dce816111bc149593e297dd5c,2024-10-05,61900
bca-434414b5f9b45fcf7fb5aaddc4cad6b7,2024-08-29,59900
bca-b59f629bcfcd4b69dc338c06c8648c2f,2024-08-23,61000
bca-97d9d3921a1dbe946c6e5e52a7f84af8,2024-11-10,-12700
bca-68052123c60d10f62e269d92bb9002fb,2024-10-13,7700
bca-570f4cdb8204c9c54d9898b21bcedf9f,2024-08-21,-33500
bca-7e584497ac8d10b70fd6583bf868edf0,2024-08-30,93600
bca-2245cc258d5f5498d0e0845da88aefa4,2024-09-22,75700
bca-ecc0cdd7f3efda69c97cc72f55cc3eef,2024-10-21,-63200
bca-5cddc6b8d5d64a5c4ee9471dbb946626,2024-11-11,56500
bca-b0ddad9b1a1fa7913d2158919e43683c,2024-08-27,90400
bca-31df1ff73e40e81a0c476be62315c740,2024-11-15,-76400
bca-b4793106fadfe940cf1c33a026c6e289,2024-09-14,67900
bca-4e2fbbfe01f85e4ab2ffd2f8de8493ed,2024-08-19,3700
bca-5011c845fee7fb2ce0a455392ed760e9,2024-11-13,-56600
bca-09940c11c301285bf3706c984b4034d4,2024-09-18,48800
bca-ad6163c595d21c0644ed6fd8acb6fb44,2024-10-20,5900
bca-e9e855f5b412930696011f93679a4e99,2024-11-16,-53100
bca-80fcd7429db76ba4603c40b5d1cd7e66,2024-09-01,29500
bca-30c5996133e73818f274573b4583f4e5,2024-12-01,24900
bca-25d25a684dcbdd23ce09581421dbfb6e,2024-09-25,37000
bca-a56c44b247198c7e0af7084d97b99fd3,2024-09-11,-50700
bca-4b31f971ce8c95b7e0d51c5dcd2cd979,2024-08-31,73300
bca-20a4c9958bfc65590cf87f86930192b4,2024-09-04,-7100
bca-82ec90e6b4afcb815bc3041e139ecce3,2024-12-02,-29700
bca-c9baa52acdd037a142776b741830c6af,2024-10-05,72100
bca-0f1fa0cba858c8aed1091d79a586c817,2024-10-26,67300
bca-a833ee20f0af75d5f11ef5de53481b38,2024-10-01,57000
bca-2951d4f8f74324af20df0354c6b77fcb,2024-09-27,20700
bca-7dc947d792fb67a15448b19f0285456e,2024-10-03,45100
bca-dbae141c8f2a1962b42fa2c7ce98f97b,2024-09-28,-24400
bca-8b6a2f6b261fccff00aac685b2d64566,2024-09-19,88000
bca-9d9df66a2de42670be5a5cabc2ebca39,2024-09-03,7900
bca-512f7a06486a77f03a2d56d64fb1a4f2,2024-09-19,37900
bca-91c915ffdfa8bcb8ce8964a171934799,2024-08-18,26600
bca-41fde53b3719b1318dea8fcb96e7148c,2024-10-10,-8300
bca-5407cbdfd46c720334429eb4f21d7f24,2024-11-25,13500
bca-adfc6a3432eed8093648cca78d9b5d15,2024-09-15,27200
bca-c5e09dac8d88991324ad67c63507cbfc,2024-12-11,93900
bca-3d5bce0e9c080e492c000cd3b3348d4a,2024-09-04,-67400
bca-e8ba98326a876687f96183cb4d9bf8eb,2024-11-30,97200
bca-52c814ef0d646c0c63d0b1028955adad,2024-12-06,51100
bca-05834d1430340398185810207c49aeea,2024-12-03,62300
bca-4d2fbdfa3d29ccedfd1fd6d69d6ab401,2024-08-22,48000
bca-1dc6baff6695e6f255f7c2d2e84c8b38,2024-12-06,88200
bca-50038134a72161313c29f9de36cfb1d4,2024-09-18,77300
bca-e2aed0f915a98dbac615ba972bff23d0,2024-09-25,12600
bca-a32b3683b1135b83b85f7169a50bb377,2024-12-09,-93800
bca-6284ba004b5ced49e30164a18676ee83,2024-11-18,-13900
bca-e2f411abf40a7629b1051f4b399226f4,2024-12-09,-98200
bca-7b06a521020c1eeaa87e1399dcf18180,2024-10-29,57000
bca-eeaa2de9d48915702f029e39cd9eea4f,2024-10-05,56500
bca-e731079c86536d6166948d56cd298020,2024-09-07,77000
bca-0522ce8802c36a20687c9fb7063e762a,2024-09-22,55900
bca-f90f9d1d92e538318bb89a5965ec9e7d,2024-11-05,46100
bca-dd09da23663ed6ce2b10c1840ae4e297,2024-11-06,2600
bca-ed1e283ba5ab2068963e21ccd563f6e8,2024-10-16,32400
bca-0fa27cfdcbd2b1693729672dc77fa98c,2024-11-07,87500
bca-967f039637715117e2a0f5d75a9d935c,2024-10-24,67900
bca-d8ef7482dcbbc70a309079746d2b8192,2024-11-14,71900
bca-166213d9d13c86a65de22eba31ce701d,2024-09-01,-38200
bca-58aecc6e28f274b50511a13b89b54c79,2024-08-27,59400
bca-fd00371fc85cc12abe67f21bc7832c46,2024-12-07,59900
bca-ac84ac416604149b553d9bcf3c70b639,2024-09-04,78300
bca-94d7181086f237ac0c7cd3e1bb70299a,2024-09-11,-6700
bca-53f4febbb3c2c3ab4c83eb7b2503c54d,2024-11-17,31200
bca-c9cf5c67d35e8afd10e6ed3df9df4165,2024-12-10,-90500
bca-b5cc72b0a4f643f55058e634454b0a00,2024-10-29,97800
bca-7a979d16ed5b92d3da20675da28a0158,2024-08-16,61900
bca-181fdc3272779750652b3de8d74f3909,2024-12-06,96200
bca-0953b7f6fe19cfa0b0622fffa9262343,2024-12-02,35300
bca-f6fd83c2b52a47fee54677a6628ae8d9,2024-10-28,96600
bca-88716b2dc138d670d558dd74da91b1ac,2024-10-18,84400
bca-8452e8d9caac23d9edc3209af35e9c33,2024-08-19,-92400
bca-137b5b915c7b7040c28fc24c58e24823,2024-10-28,35000
bca-db9c453748d8936ff3a6c7a6e47a768c,2024-11-02,53800
bca-dcc850d6cbe131921117061f2ae13bcd,2024-12-04,20800
bca-63d883337a0aae020c4a794853fcef6c,2024-09-21,17000
bca-672e70eaf12b87adc1476a45246d2501,2024-08-14,90300
bca-2e54821601d4f92d0e170f2be76ef23b,2024-11-29,92300
bca-103527d6ec0f2e6e1572a216d3461254,2024-10-24,93400
bca-997b76e44380e728901de0cdb336e47d,2024-08-15,75900
bca-68ad5a0b9a235b8490213c2ac7c95e5a,2024-11-14,7900
bca-2bc8bcec9f858b60be8ef2dad578bc47,2024-11-01,-52600
bca-176ae8b8a0462ce2744175da343695f6,2024-09-10,6600
bca-5f1654c4c828ab5f0069776cf410ae3f,2024-08-26,-33400
bca-1183e8342174a804976d025ad7f5cf1f,2024-10-16,25000
bca-a3b3c7931029048763bfa7976529589b,2024-11-23,65500
bca-17b1258aee0c43bf8e377e443943d5b5,2024-11-28,32800
bca-7ab0e4a06713e4d111101b4cb4304419,2024-08-22,-42400
bca-4e90b576b73580eb0822b8a3f6352163,2024-09-14,61300
bca-4b3280425427f75e791fc09da560ab5e,2024-08-25,74800
bca-12251e6f1ddb8abca56f67afc3162428,2024-11-28,52200
bca-9af25c3349fb682a269be6fd1c1da25d,2024-08-24,-45000
bca-944aeddc3f4d6e29e3473ffd89f2a2a7,2024-12-06,1300
bca-f3960dcb2af0d21e468eb5e85b75290b,2024-09-13,20800
bca-7b7506c49b811ea53f9388e35aab2609,2024-11-18,47800
bca-d8915774dd7174dc9319d84cd6f5b8ca,2024-09-14,-68200
bca-7bd812a70d59b83d2e815c5c3eabfd5c,2024-10-09,-29500
bca-963b7ac1666284d98f7d864d4ad46215,2024-10-10,64500
bca-fe9bbc42e7284a49ca2b3660f92780e6,2024-08-30,90100
bca-efa768c864475a86036ea91bda34e52c,2024-08-27,-62000
bca-47105635d86694084150b4c4e80d15d7,2024-12-06,-53900
bca-175d143c37e9040ffcd2b39c6448c178,2024-11-19,86700
bca-6f5936a760dfa5878850ecaea1b291f4,2024-08-25,61900
bca-18cba96109734453d1607982ee588b4a,2024-09-07,63800
bca-bb07dcabba4576bdc76ac4adb5118865,2024-08-15,78800
bca-d28571f962d35e39ee98610d92f43f18,2024-09-06,23700
bca-d2de20e71b73fcfe58b20ccced225c71,2024-09-12,-71300
bca-6eb8867e0f2d56639b1e061f92023c23,2024-12-01,-13300
bca-13b41e536c34cf7d2b5b5c7dcc255506,2024-12-07,30700
bca-733cac926d58e0f22120d49681c150fc,2024-11-25,70500
bca-939bb5cc6f79e565f0aca0dbd93654ef,2024-08-21,9500
bca-3bac614eba6390e9ba089cc5d81bf0b6,2024-09-02,97200
bca-34c06dd6d0e3dfdcbd2a03abf4d516cb,2024-11-02,90500
bca-bd5328f6bb4d1c5f4a8570c7ec53ad31,2024-08-19,-25400
bca-3ab8441ff681f734c8b8e0d440b129a5,2024-11-04,-56500
bca-9f3bfc24d11ced1fa1869251dbf35051,2024-08-28,35800
bca-d395b730598cce7205a46c4feb086bde,2024-12-05,-34000
bca-4433721a66ee807e0881e8c804667b2f,2024-10-15,-46000
bca-ce7975f58517aade2493d4ac8e9608b9,2024-11-09,-12200
bca-5205cb33fb988980263b7d4077835763,2024-08-26,-71700
bca-3fd121f3dbfc84c14cdac34fb0a775d8,2024-08-29,-19000
bca-9aadaa01ee2811793c651d10e948e88b,2024-11-02,-93400
bca-f5a45dbfc88d9585ffc742b39b16d45e,2024-10-23,-91300
bca-ea52a3ca83e841e8773b820200837caa,2024-08-24,-77700
bca-5ab5749dcbb8fcab7b9d5edf9eb3a8f0,2024-08-18,3800
bca-2630f4a978606328c9fac6e25a5e7d19,2024-12-07,19400
bca-21cd10af316d01debf746e9471d6b6f6,2024-09-02,41100
bca-8d3b67fb263cd23029dd38e73962223e,2024-08-17,8800
bca-5c6b49e00a26a39a6dbb423d20e3421a,2024-08-29,62400
bca-472ca5b7243cbb41fd3ef711d04bfbc0,2024-11-20,85300
bca-3ca0f58eae80689744cb9c0b954297bc,2024-09-09,-51200
bca-7c2358c261fbeedf367124c5d39cc1de,2024-08-25,72700
bca-29d7d4f78ef985790a038c7c18d3ae51,2024-08-16,78900
bca-8c27e8389a13150320befcb945eac025,2024-12-03,32900
bca-8341867dafac1fa63dabe3bc02708798,2024-08-18,-67700
bca-dc34095a8be350555f8f334d116e5a79,2024-11-30,-72600
bca-dccf9eb3bd60c5bf108aebf89cd55955,2024-09-05,77700
bca-49a5c034c3dbbd72d83e5810a9726fbc,2024-09-05,-59500
bca-b10103dd6eabf6a495d8f95b25edd8e6,2024-08-15,21500
bca-0551972aa69331e084c06807f28b9da0,2024-08-22,24800
bca-25b45d4e58978e60e0c22a36291c5dcc,2024-10-12,-52200
bca-8db6a316a90400cab2ffa955d5eb5402,2024-08-23,57400
bca-17b3ef1415e426c87530f59965352c51,2024-09-28,50400
bca-8ece6728b027b5e146c95af1e81fad49,2024-08-15,58400
bca-8af4f4cf0428a4ea6a54e8dbe1ad70c4,2024-08-18,22900
bca-767e3568164adcfcf8eba0aa7702548e,2024-09-15,80700
bca-66095dcd75e22663d6c1eae04b9e6457,2024-09-29,79800
bca-04ee57f5bb2d6b9fb435b5e271ec0891,2024-12-10,30300
bca-f4a0f122eb8f13f808bd56d79f3a5db7,2024-11-14,98000
bca-e9770a216c85b1e0755a518f489c9521,2024-11-01,72100
bca-6df25eee0814fa6209e9fcc5227a60a0,2024-10-17,-79300
bca-4e6b4f9cdeb3d047ebcc773d5a8046b1,2024-10-01,87400
bca-27176d62f2f6e25510dfdbedb50461e6,2024-11-08,8400
bca-dff3670615079d5fceae74df173747d7,2024-10-24,-82100
bca-04c89efa38ed6bfaf22a3b9b3fc44057,2024-10-15,84900
bca-d59bee0592a43f1e4ba6eb07d61962d3,2024-09-29,44300
bca-bb59d1e2306ee1336e289cfe07088f20,2024-09-11,-29800
bca-51697cd638e2f2019e9523e35124a141,2024-10-09,29800
bca-d0e50bb6b80c7a103fe9c334a4f14951,2024-11-13,54100
bca-5d564d45c1d8a53e0b2fbe5566a0ac11,2024-11-27,48100
bca-7aa2a4abb72a9ac8e5ff3ba9c3ccc5c6,2024-09-04,-65400
bca-d87821528b3a8d64d1d5d4b601c4543c,2024-08-14,-98000
bca-4226320ac5a2ac0e2e5b5dea28055110,2024-11-16,50300
bca-892076b4826bd2381dd7a7c49cd34ae4,2024-10-26,52400
bca-a9262b9b5f4479e70108ee79d1076a98,2024-11-14,91800
bca-16ceeb88d298902a0b3914bcc1caac67,2024-09-27,-21700
bca-325c966dff5e10fc640ac60b36ee28e8,2024-10-04,46800
bca-e66b8bf0b8a1fa6d2fc0e6e9d1fe3c6b,2024-11-12,-65300
bca-b410ea859ec01a7622e845dfd9b62259,2024-09-10,24300
