BCAUniqueIdentifier,BCADate,BCAAmount
bca-a35a03b569e60d8e6d8463e2114b2d13,2024-12-19,31900
bca-d794f992d571dc6ff4fe191cace0b3c1,2024-12-19,6000
bca-0a87081c3755ddbc95ffc44d34cf6bb0,2024-12-20,75800
bca-b47a6fe00367abaed6da437a3d8b735f,2024-12-19,87900
bca-5c28f2aae52d28a2f472ac224ef07ed7,2024-12-20,-77600
bca-adf0e6ce51f0d6dd3a529c59061e9830,2024-12-19,54700
bca-5e6f6cc59698ba8548ce08c260999c52,2024-12-19,91300
bca-df81fdad2f14689fc6796d15c67af355,2024-12-20,75400
bca-a99d32680bffc0e16a5a7353caca00a3,2024-12-20,97800
bca-a81afb0e6f53f574c024635255dbf992,2024-12-19,-7900
bca-84ac8f7c2e0880e5ee2a79e5ec23b8bb,2024-12-19,-22400
bca-f113cac668750017d39e721e1c42a73a,2024-12-19,41500
bca-9ce0f69fcfdad53ac9320a6219cc005a,2024-12-20,-1600
bca-37a1413a699633ee5a441e75610dba83,2024-12-20,91600
bca-30b6897e3ff496d0496f8a86b83b2460,2024-12-20,26500
bca-938e04ebdf042f699c09f04fb4f67621,2024-12-20,75300
bca-a2687094f860641c89d5255bd669bb83,2024-12-20,48800
bca-c9d7a2cabc7cee7eb6ce46ff8469b194,2024-12-20,-12400
bca-7e34d97883db3c70c5ca7a18e0850e91,2024-12-19,14400
bca-ee8fc78035eee2159b75fe3fea729af7,2024-12-19,97700
bca-2874f6844eac47b45884711d6a8485d3,2024-12-20,-22700
bca-5f7db3c4d0807dd959405cf64666e04e,2024-12-19,-27400
bca-2c84695bb12fa71305fa7aa4a830f1d4,2024-12-19,78200
bca-5525cff0765c56358bdc1871403c8b83,2024-12-19,21600
bca-d62f17aa697646d365519f2aa7711b16,2024-12-19,73500
bca-e16864bfb5ba257835ea77dc0482db4b,2024-12-19,-51700
bca-bf3fe57799f08f224a19c8fc9d2116c2,2024-12-19,-45300
bca-813af68f4b3c760fcca069d80c5be628,2024-12-19,5000
bca-1ee4d1931584bc02aa6e1f14cdaeb0dd,2024-12-19,39400
bca-420f3fb31fe87ed17ad45203cefdee22,2024-12-19,94100
bca-63c47c1f1439a6c0d38c79c9aa738074,2024-12-19,-88800
bca-1cd70fef8dc22992599a7ad558e4d05e,2024-12-20,85300
bca-fa471869206cdff102b6beb3d56ff2cf,2024-12-20,80600
bca-dd2c19391f8f2ba747bfe4a1d93fb536,2024-12-20,34700
bca-f324b80a02c2da5caf4da25d5c85da75,2024-12-19,39400
bca-8b6af00c0f76c1385eb3d72bbd33569d,2024-12-20,27200
bca-09cef95aa84c537619fd2d9ef6e1f8b9,2024-12-19,-35800
bca-57404f6cd8069767f3fd94e074ac6a55,2024-12-19,17000
bca-c23bee6b4894d2b7783c11f4c7324cbc,2024-12-20,56000
bca-2aaebd0e9f7c9ab68045e98743c0d5b9,2024-12-20,39700
bca-f1bf24476e895cba360bcbad12b0ac12,2024-12-19,89500
bca-dbda5b2f9c215d33cfbadf067338eb11,2024-12-20,-27700
bca-e132555b98f6b434808fe12aa67710b3,2024-12-20,76700
bca-fed50b87495c0b4b50e91a0ec7c1f091,2024-12-20,-26800
bca-e127a6537031b00e835fdc95e399ee6b,2024-12-19,33300
bca-34b2f52bd3b07c29439c3a77e500562d,2024-12-20,31100
bca-9387cf3393ffea3846d2acbb0cef5e66,2024-12-20,7800
bca-366efa94d1cd59df9aa862003004244f,2024-12-19,-97400
bca-04733e30299479a1aff9bb139899bc2d,2024-12-20,78700
bca-438f8976b305483360f12571ef1cbfc8,2024-12-20,47000
bca-a494547f720f578408670dfe9c796684,2024-12-19,21800
bca-57ea51bd22fe2e235e1d8a2e544e91c9,2024-12-20,54800
bca-c375e34c56c08fa718d13fcfb0fb49a4,2024-12-20,65000
bca-b9f9d8eb89dfecd8a82afb4d451e0e10,2024-12-20,34700
bca-3edef14d63b032b51e06430d02cbe1df,2024-12-19,6500
bca-1a8bce3fc56d146c4ef9b0645902baea,2024-12-20,23200
bca-5c4f2a8b4abc259070abd90715961d84,2024-12-19,84600
bca-238470f87d18d358a9a2d22a546bd3cf,2024-12-20,1400
bca-c9ea7ee7be6169de04af5df5ec757679,2024-12-19,-50000
bca-295b3983993fc8969ec55a5a220d036a,2024-12-20,49600
bca-fb3128355ce053097e9b43ade355725e,2024-12-20,-59100
bca-381b4adcfa97d79478e638c5ecbf3c29,2024-12-20,-94700
bca-a5fa2ecbb2bbdcaf09daa1f3254fa7de,2024-12-19,65800
bca-460ba5cf6069080cff71b0687a96ad9b,2024-12-19,31800
bca-88e81e62cf4bb7e18ae6525c160894cf,2024-12-20,-60700
bca-04577e99cb1f825bad0cef3beeb9112a,2024-12-19,-57000
bca-1d1074404bdcef248756adee737e24b6,2024-12-19,-94100
bca-8d6fddd91c3f2102171640eb2378642c,2024-12-19,10400
bca-d27a348bdada352da1f1b727f8c8310a,2024-12-20,82600
bca-0c2caeff88ea50f92c48b03e4bc886ff,2024-12-20,18400
bca-a2547e34951cd0171f6a673ada46653a,2024-12-20,-77100
bca-3c76ec2bf059c609e43537c969773861,2024-12-20,53100
bca-0b36257dd2b45077adfb2517b6580796,2024-12-19,95300
bca-372cb784575bf58d83cf6909bc0ecf40,2024-12-19,91800
bca-48a0102ac2521297c4b69c6339994e9b,2024-12-19,27600
bca-a361f3f3aba623f9601d4e9732309d81,2024-12-20,5100
bca-8f86d9ee7ac0cd729b3be073d70305bf,2024-12-20,-37100
bca-f4be56a94a3cc106fdb2a015811e7299,2024-12-20,82000
bca-73ffdfd7187cb3258111e11fa4800b5f,2024-12-19,5100
bca-95ba054cac4f0cad3121cbdda552c469,2024-12-19,8000
bca-bc688b8bd77370b25b31267639bf0b8e,2024-12-20,72300
bca-2d241b78c8b4f4c23afd4ff4a58d0e5c,2024-12-20,87700
bca-71ca7ce76d1c8494067f2a9508af8c60,2024-12-19,37300
bca-5444876962674ede15971fb5333c1073,2024-12-19,-77800
bca-d1eaca32fef516f663e7b3be48647c16,2024-12-20,60400
bca-0bc57d20c19b4a35d22966c4b7d174c1,2024-12-19,5100
bca-3f8a85e7acdd17051802a7c5c1e5daa5,2024-12-19,81900
bca-65124612e8c7a0d7ead6c12780934923,2024-12-20,18800
bca-725208a094597b00afad00d5d2b7214c,2024-12-20,11400
bca-d73affa9ae6231b89a6068719e80b9f6,2024-12-20,14600
bca-7126e81c5f039d3aa8ddaa2513341a53,2024-12-19,9000
bca-b44b50c11ec46cdea765e0d99585b791,2024-12-20,84000
bca-f68ad374eb12610717f8ce0335efcea6,2024-12-20,80100
bca-b26e4a8545b41f4b753de1df12253343,2024-12-20,47600
bca-9a7a56235264d8d8f0244c2c93b14460,2024-12-19,99700
bca-da9123de5affdc7b091653d44a8fe38f,2024-12-20,71000
bca-1f92d677dbe81c6b0ad058d8ce1fa0fc,2024-12-20,46000
bca-6a98f2315ea7edc0cd8eef0c33dadaf8,2024-12-19,16100
bca-a62b5655ee26a233cc4f154e8a5ab884,2024-12-19,75800
bca-571cb5780447ba4cc8fbbaaa226dc6d3,2024-12-20,32100
bca-8af9dd7131336d80d655af452d2c63f6,2024-12-19,66000
bca-5d05a0c8e76abc7856abcfb8ac6bff7d,2024-12-20,98900
bca-9f06f83026cc880d6133c54be5b4ce47,2024-12-19,5300
bca-aaa9c53f47362888dfacdcf305af1dfe,2024-12-20,21800
bca-7cffe7cc67977da644e5fb6eec8c9dc4,2024-12-19,27300
bca-5629f1e19f4112a529f19da9fad47d26,2024-12-20,18700
bca-5d74bd6ebb40645f571ca7f24458fcbc,2024-12-19,15600
bca-1e8f7793b3062aa7489ec7e24326d73b,2024-12-20,64600
bca-520cccf35d7a2af7ac74957838c90985,2024-12-19,36400
bca-b0e04bde6815cbd11dd5351fa60129a0,2024-12-20,-17600
bca-d8371a488180333460687325d5092242,2024-12-19,30500
bca-ec444feebe093827ec95ea253725e779,2024-12-19,-77600
bca-05e40de45b70e5c0ef0591b37c8aed9b,2024-12-19,52800
bca-72e69d224d6357cb5c06879b9cd3b290,2024-12-20,19200
bca-61a726bf7631415bff69965204e6aa08,2024-12-20,50300
bca-1fbfa2fefd3f233625871b026f38eb34,2024-12-20,-54800
bca-e390c95c503d50cbcecea28ee4da38ee,2024-12-20,98100
bca-385bb37e59935aef31916816e1d98566,2024-12-19,54400
bca-0dbab0dc1767ed2a6eb5c081d3a8f73a,2024-12-19,66700
bca-c948817df3c7a63d0437960c47042c8e,2024-12-19,-88400
bca-4b16e5e224614a7a4d95318d85ae5e37,2024-12-19,21500
bca-f49fc205197615d30b438ab9b990ba20,2024-12-20,52600
bca-87ad77635487498833694ec1d03eb606,2024-12-19,52800
bca-8f53ff115e33e43d0394f1ccb87c40ff,2024-12-20,47500
bca-44f723a80a7818c6b7fd2a6b95997d69,2024-12-20,-38400
bca-eced507eaa71072acb23f56c0ca6ca4a,2024-12-20,4700
bca-a1f96cd7143f91d95b23241de8aaea10,2024-12-19,-83700
bca-0dfa8cc661f26cef9183862bc3267826,2024-12-20,79200
bca-7f1a1eb63192e55082bd147abf795894,2024-12-19,20700
bca-46c0975db35f61d78438bbd0bb3e60d2,2024-12-20,30900
bca-eee37fe94f2bbbd7a997a41d8225ad36,2024-12-19,-76800
bca-4ced6204b106383a23d191ad7b045da4,2024-12-19,9800
bca-ccf32be1fc50c97428917b838370f8a6,2024-12-19,52300
bca-382726038cbb5283a5bb3f59b19a446b,2024-12-19,38600
bca-98a5c03fb617eb96f7d1cc3ae37c14f6,2024-12-19,58900
bca-18e43320831de5523b1099323362d4ff,2024-12-19,28500
bca-406eef30c51c3f707933e9651b051311,2024-12-19,54500
bca-2d66a430b1bba89600f6cdf94483c389,2024-12-19,-38400
bca-cebcacf325b0325ce1181ca4bba006b6,2024-12-19,69300
bca-a39c85c8152dcbc7c947bb8d1fdd6f62,2024-12-20,86500
bca-38c35829e536a638ac3582677a6089fd,2024-12-19,85700
bca-efd6ec652f4d0dffd7efa813bc9f9a80,2024-12-20,11100
bca-322cf9533fdbc21a69da115e55d629f4,2024-12-19,8900
bca-accf2ba078b4ef9ee02c453633af89d5,2024-12-20,39800
bca-2ea82c98fbe2a7b7d4e92bbdc29e9b5c,2024-12-20,18600
bca-42103b525cf8162925f235bd301cbd6c,2024-12-20,14000
bca-9e895ada236ad9ee03f8abe062786c92,2024-12-20,-23100
bca-9cb9f20a53ce592e6e76b3968b213731,2024-12-20,85000
bca-e42a48d5c9fa1d9eea9b9099b140b4f7,2024-12-20,90100
bca-11e08bf1817a66a61c710edcba40f1a2,2024-12-19,82800
bca-285982614b7a59f3f472a4cd17bf5a08,2024-12-20,17400
bca-b58bf71ab83c9a3a37f6ba61ec8264af,2024-12-19,12800
bca-04676778c0d63b04a8edee60c25796e4,2024-12-20,51700
bca-eea22d5dc9832a2402c53c066e77aba8,2024-12-20,65500
bca-87da5f546bf1156d7097665a33a17de7,2024-12-20,34600
bca-ed744313055b2da290faa2e672cdebbf,2024-12-20,23200
bca-26fcfa91262b6fe47d83770476651d57,2024-12-20,73200
bca-3d0722ef8daf449a6951f9bd1a919819,2024-12-19,61400
bca-1cd8522f124ff3acb03a34ebc5e179ee,2024-12-19,-55200
bca-feb7960b1988ce8f2176f8cfee90a025,2024-12-19,16300
bca-3d9b4897bb53645f7ab263a33173bc56,2024-12-20,22100
bca-6f76fdc66014185db3ba6578bc60ffd3,2024-12-19,9500
bca-7f64bb29b76dcdd40c3101716cb5bb18,2024-12-20,69300
bca-6e2747e9144d9b867bce376ebe05febd,2024-12-20,14800
bca-b2c98117e14f730b2d1e58945f07464c,2024-12-19,96400
bca-2fbe5c13a166ac54b28222ef5ea85b11,2024-12-19,-70900
bca-e276a0860e4b6caa9797bcc3976691c2,2024-12-19,96700
bca-0c05df2e487da88c62e371823a2187b4,2024-12-20,-48800
bca-9e17771c9076d5d4c9e2255c91f7ff88,2024-12-19,-36400
bca-72185b6a33ff6170ea1588053712c59e,2024-12-20,63500
bca-8076703487e06d06622e589be99eedd0,2024-12-19,2000
bca-de724c4cacf616a35d539ed4d07c8987,2024-12-20,8200
bca-347c1f8cc532cbd700fb3bb52bb055eb,2024-12-19,40000
bca-3f5ceebc2d8df7f7f0deb55632e337d6,2024-12-19,71000
bca-88fc7a51a396f75d3ca6f2325838e040,2024-12-19,35600
bca-0f1e7a922542b905e5f7929eca19d01d,2024-12-20,49000
bca-febe980d119345bbe156d6babb5d35cb,2024-12-19,13100
bca-3bf9efb5ce23749f4bfdac22a2615dac,2024-12-19,77300
bca-7138f44c609b498a4cd5645535edc619,2024-12-20,-73400
bca-4e1b521f6fdf8bf01ff1ca65e22c4f6d,2024-12-19,7100
bca-d901cf3a99b02e441c86a987f96f69ea,2024-12-20,-12700
bca-c692d5da9c6fe931712ca61a26b2d121,2024-12-19,70200
bca-d10959148d932585af0fadb4113cb1d4,2024-12-19,48300
bca-f3df1d8eed059c448b59daceae7f442c,2024-12-19,-91600
bca-c90047f60713088a8674ac3d194cf1f1,2024-12-19,60200
bca-ac980d38024b64dc9948327fb6839877,2024-12-19,-43500
bca-8c6698cc42f9d6d3cfcebcb0e513d5e0,2024-12-19,-37300
bca-2841d9c8b1feae6a2ff70735a41517c6,2024-12-20,-96300
bca-3683485a79ab30f7189cb67fe4a68f4e,2024-12-19,74200
bca-0e8b70b256ff9af04667c905a2b2b3cc,2024-12-20,-96900
bca-e88b5589f7b9e59cfd957de818f83cf1,2024-12-19,79100
bca-cf33536d92a9d84b805aa9ec5cbd79c3,2024-12-19,82800
bca-2d5c912f0ad2a8107aeb7c194e47a8ff,2024-12-19,17400
bca-041b840f7ae588f0934bd877152b853b,2024-12-19,15800
bca-8a87cc196baafec3dc8b55f1a47a64ff,2024-12-19,85700
bca-aff3e70cc431989799614432f60f991c,2024-12-20,9400
bca-062ef635b1186c2d2c3b1360d25ac188,2024-12-19,96300
bca-9e5fb950eea8bc12abe8a1c97a186a15,2024-12-20,11500
bca-b39dc11aee4d9687a922893050fb53e9,2024-12-20,50600
bca-e646b764427b628ac602a62d3d629da1,2024-12-19,-23900
bca-3a39b65d13097f61b596177d4de53577,2024-12-19,91200
bca-1d7aa6fd6cde9aa569b774cce64029e6,2024-12-19,23500
bca-c55b34e61b96086b5fba4e6030099016,2024-12-20,-94800
bca-c2992f63672943aa6e11cded70f25ba1,2024-12-20,-39300
bca-9219283d2b08091cd17be57f27048798,2024-12-19,57700
bca-1815b40548ca87ba12eea4be9d160a7f,2024-12-19,49800
bca-dc4d101fe3164fb335cdd008db924a01,2024-12-19,37100
bca-d0a15bb491eb182af8653484e2557eee,2024-12-20,42800
bca-d35a2e6cfd4a354cfefe55e30901418e,2024-12-20,6200
bca-7b7399149f84d202cb50fbdb77b9e5b1,2024-12-19,40600
bca-bf19e8c260117fc345b067d251e26d92,2024-12-20,89500
bca-72c9ed31361dc56e19bd913ac187c0c3,2024-12-20,33000
bca-87ecaf12cee55cbe9e8ac976b633a8ad,2024-12-20,-96600
bca-0d8ce6dcdfe0acab4030b339d7390ecb,2024-12-19,24000
bca-5efa1c5d4a54f441ce88fc4a8b20cd0b,2024-12-20,61800
bca-9f8e0a9fccd9945e74d8b02b8cd674c7,2024-12-20,64700
bca-e406860ee9d1c7211ea8a3a9cab1ac54,2024-12-20,17100
bca-71c5fa193e0328448b47d9790b70df72,2024-12-19,18900
bca-3e708eaa447a23714f6c5dea182034a4,2024-12-19,20500
bca-dda3e74059d9e87fd5dc730d6d545673,2024-12-19,-70700
bca-638ee4de45cde5a94a9cd5b94b8fd05e,2024-12-19,6400
bca-9d9469e2883091f440534627f8251d1e,2024-12-20,27800
bca-346f67dd0cd123c46d61bfa37976c665,2024-12-19,21700
bca-933ea80a75a83f47dcee171779b1db69,2024-12-19,57900
bca-3db3f76c4e606204d0d138123fb4f5bc,2024-12-19,-43000
bca-7a7b4a8e0d00b0a646ed399ed8934211,2024-12-20,25100
bca-df411f78260fd07e27df5ba1cd51db9e,2024-12-19,-66200
bca-14414b571b7b87ca1d87a464e37b3b17,2024-12-20,32300
bca-344a0dfc23dfbc2ccd382595f9dcc587,2024-12-20,55400
bca-ee9abd92c967b1959060764931cb0132,2024-12-19,39200
bca-ffbd7830cf2d5d57f36ef300fba30090,2024-12-19,-80200
bca-40c6408f0d3a2ecb42a9c3ac4683f87a,2024-12-20,-57600
bca-309b0958d092a760d76827b9ae06bd20,2024-12-20,53200
bca-55a29c2f6f4bee6c51f1062a2d23e3e0,2024-12-19,21600
bca-dde4d0128df9bba35a62b6763396c287,2024-12-20,3300
bca-7398966c4c502068be4296681900fa26,2024-12-19,53400
bca-52893ea4db600cedbeae117a31c1bd97,2024-12-19,86900
bca-d286a78e7fe9d6f2db205d1f975905c6,2024-12-19,65900
bca-06dd79a7b2b98c9d1c44ea451c3108dd,2024-12-19,-49800
bca-f48c85b83c670b9adf6afac259ffbc74,2024-12-19,43600
bca-5f805406cbc99e41ce419a3a020fad24,2024-12-20,65400
bca-e00c5674bd445c4218d2941322670f4b,2024-12-19,-95500
bca-c26f7959bcaa8b3d74354f2791957fb4,2024-12-20,73800
bca-08c08f3bb446f0655cb7914d620160b0,2024-12-19,56600
bca-f17c435821b41f110ccfa35d21664be7,2024-12-19,42300
bca-32202a2762838fc1f148c554bd9a8cec,2024-12-19,26100
bca-d8e845f93e7af6a135c0a1c9bef0fc76,2024-12-20,63400
bca-808dce40f32304ba5c1efee43db88e63,2024-12-20,37800
bca-ef5a404217916d4bacd83d6c86d2c6ce,2024-12-19,-22900
bca-216c4293302c403510cc6b78e770bd51,2024-12-19,7600
bca-df100a1048baf085a4f93358dc5cb9b5,2024-12-20,-18600
bca-3b607f1b35edfc36ad58ba2698001884,2024-12-20,-54000
bca-1f4f2e178f332f008ba1af6ed0076611,2024-12-20,49800
bca-df406c19f468ea02175e98e90784b180,2024-12-20,39400
bca-635088fca5f45f4d88a697191fcae839,2024-12-20,87500
bca-d51ab5d5ffedb97ee7b572828fe5ac27,2024-12-19,8100
bca-e2e00c0263d55da2925df7c1bfff6622,2024-12-20,11500
bca-a90a714da6d73de0a5a655eb362bf9e7,2024-12-20,-80900
bca-76864b0449b28ba314bce205c76cbb9b,2024-12-20,47500
bca-415118371aedd705e4bc140c70b77462,2024-12-20,46600
bca-ac24f968a8270a299c4d31d722e0854f,2024-12-19,84700
bca-ac740f8c65d1c613661a59d7205780e1,2024-12-20,66400
bca-b1aae398f285155fdbbfe0edcaa5eed7,2024-12-19,85100
bca-1a0622b948da0129f230e422610d91a9,2024-12-20,-64900
bca-d1521deba183409805955204c45b1743,2024-12-20,49400
bca-2fbc3b2a68f14de18915fe2fc9e3e45b,2024-12-20,-61700
bca-9de2fcd9756dab0c01bfa74fcc3d0706,2024-12-20,51900
bca-601319758f1ae4a2e9a6e0a59608d91e,2024-12-20,-10800
bca-104a4996389af1990fef249ba862709d,2024-12-19,-14200
bca-6673ae265e92a397d71929c61f42ce77,2024-12-19,73400
bca-a1cef0397aa7f846d1dba0a0f3342e67,2024-12-19,5800
bca-12241d1e3eb101fd76b77eff52348e27,2024-12-20,33900
bca-e98848bd858d4757149dc76255357daf,2024-12-19,35200
bca-1dab0fcaf3eec87214bd9cda8787f4a6,2024-12-19,92200
bca-3bb29468947d3109129ec030946663e4,2024-12-20,16500
bca-903f0341aeef2212cb0d7f9d2cdcea58,2024-12-20,67300
bca-6d436cbb974cbb47ed1e52184a7a4115,2024-12-20,21200
bca-c0976e886be8ac67b653b584bee75006,2024-12-20,57200
bca-1dd09ec167791aa59ea2cf9580bdd623,2024-12-20,57300
bca-1627b57ab5eeeab7a1f35c9859a915c8,2024-12-19,97600
bca-386e845757700feaa467df8c1944dfec,2024-12-20,77200
