BCAUniqueIdentifier,BCADate,BCAAmount
bca-8988d4cc4b736d27532bb7893ed3e8ed,2024-12-15,70600
bca-c2649b32a1460cce0a94a16f55005727,2024-12-07,-55900
bca-4c1e44d4af55679dfeac873894915a42,2024-12-04,4500
bca-8798d90a2738e679f2f87a7c441563c6,2024-12-23,99800
bca-25a1c1bd2219bcf912a7769aa00a529b,2024-12-05,-70500
bca-6781a6f0c7ff9806ca991f67c6d2f0d2,2024-12-07,-7800
bca-d46b42d100766cfb9a44ae9ee0e3333a,2024-12-12,23900
bca-fcaa24938d8f20996ec1b7ed69cf8512,2024-11-30,95000
bca-e6afd895eea5ebf90e16aa10716364e9,2024-12-03,58300
bca-c2a899d16d241ae24c99ac8fc8020185,2024-12-17,80900
bca-be675b5ce1cf525ddaeb1f07a2762f47,2024-12-14,25500
bca-0f04adb728b94a145f2d1a03d66373d5,2024-12-23,93600
bca-6b6c1500320aac27a989799c7031a435,2024-11-28,57200
bca-d398435bc8b482edd8eb37f3c2059f22,2024-11-24,48000
bca-889ac711420492a166b4fbf12e2b4166,2024-12-11,91600
bca-6af1e2ebbe3607c655a21d2c3409fbd9,2024-12-21,-5900
bca-05bc94fda656efaacb45e076243972a7,2024-12-06,76200
bca-c48d609fb40f61cc033cdccb8b9d25d6,2024-12-15,75100
bca-1cc30672caea2e744ba4e206727001d1,2024-12-20,75000
bca-2932705cdbfa9f168648c7df035f04af,2024-12-03,70600
bca-79393b325cc9a3a4967341b2de8308c3,2024-12-22,16600
bca-74bef1df3236cb5bf45e19ab05c76dd8,2024-12-06,99200
bca-2ab0309701d32d7da75b5229549c7e3d,2024-12-14,20100
bca-fc7d0cf3e91ce458c6c1caa7b39eb4d9,2024-11-26,23000
bca-1c4804983d9d4cb27e3de528fa869fa3,2024-11-29,-39200
bca-036cbe96e8c0b02ef753d8e474bbc8f6,2024-12-08,-15800
bca-c01bd902aeb286b8a4744d6039217eec,2024-11-30,50000
bca-a7e8009407af2d5ef51d82dc9d935b66,2024-12-18,1500
bca-f3b45a5588e30e580f84a06170b11e35,2024-12-11,49900
bca-9978d5ea5869cbba96581e95434130f9,2024-12-09,38900
bca-2d412e1f1434beabe91a81667612bfc6,2024-12-20,79000
bca-139dbea318a22b401ad06b2b756f277b,2024-12-04,-40300
bca-cd84704fb62a0e0d1a516d7611ee969b,2024-12-18,89000
bca-b531862526a8f1cbe99d20b06ae07011,2024-11-26,-57000
bca-28805a4ea559d333ef04540aabef01c1,2024-12-03,52600
bca-358841e7d9442674ef08eeb9e19eea9d,2024-11-26,48500
bca-2ba5e4af2e93220630fd50aa9af2db1c,2024-12-18,65900
bca-cdac32b01c0669d97d5e79b55fe651ff,2024-12-02,53300
bca-960ead6cdc904ec88cc55b3ddb5ad184,2024-12-01,27400
bca-bd71fc738e64ec9f79e985be98295abb,2024-12-14,53300
bca-fc67de5778e6aa8ec0770bd0aa61cb77,2024-11-28,-62500
bca-a9fecf9b04fa2c29f62a5251f9ae348d,2024-11-29,93000
bca-dee10762a0ce122b3db3b36b4c8d327e,2024-12-15,4900
bca-6af3aa62096cfd1fa9ce45cf1d67309d,2024-12-22,67100
bca-7d37eda621168d8b45a497faca1b39b3,2024-12-03,95700
bca-8ed7adef89b4842f3472df70fde56313,2024-11-30,28700
bca-1c0b1a77c36f463bbac942eb6bef08f2,2024-11-30,55600
bca-08da16f5f924aabf352bc99c2ecf6d1b,2024-12-22,96600
bca-4e0653adc4bc9daac8f851ea8cf30e7d,2024-12-19,39200
bca-d3158846c5ba2e290b7a9528a4f0667c,2024-11-30,98900
bca-70ed169629588eab1a74fbb94b75fad2,2024-11-24,74000
bca-440a870dd3f1cb957f4493c062073c3e,2024-12-11,68300
bca-cc63de7019be9f9f3a23bc712cd87c8d,2024-12-20,-53900
bca-c1363b76c1790fd1f1486c540e0bc06d,2024-12-11,-54200
bca-30959985e199e3fc0123e1075ab5fb35,2024-11-26,86500
bca-a8a448983e90900d87d7f2b4e64ea819,2024-11-28,65700
bca-3af73b63ed66c110fd0a0d40d54c7fb4,2024-12-14,72100
bca-02e6791f9613a5a2ad32a34e708db164,2024-12-15,91400
bca-da3eec3d657e35da75053974790ca652,2024-12-10,66600
bca-5c11d6d6e8c11118e4c2af3352a90fc3,2024-12-13,88200
bca-1b5d5c9d434759ccc4b3626b4d3d3f39,2024-11-30,76300
bca-cfc5f7a40d6dbbfddb62efff6b00895d,2024-12-20,30800
bca-8cfc870532860fc064246610afce1191,2024-12-17,83600
bca-d8557ee40fc3ca6df945fe3af5a281a4,2024-12-04,58000
bca-50acbbf2585d4d869a40a932b1552528,2024-11-30,30500
bca-e3fce82e8f2f23eeb4f121b21714fcb9,2024-12-09,61400
bca-8ed5490f58777d2a88e0613928932d79,2024-12-12,-3900
bca-bbf80b56e2eba2e161d8587fe956edc2,2024-12-11,34200
bca-4a11ef33dcd1d1ecc442e0aaecb87678,2024-11-25,97200
bca-6fa5a1f8e91446c6b7768058f4a1899e,2024-12-02,-91800
bca-35bb20e7aef51ac20b6b4ce27e983822,2024-11-30,-85300
bca-99a8dc2ae962a1d087a4d66591977ba7,2024-12-10,-21100
bca-8a51e7e94a279476367d5fb8b424919d,2024-12-09,76500
bca-f2521f7e9c25f62dda757b9fb786de9f,2024-11-23,25100
bca-f135be90497e53670ec49cd4662feae6,2024-11-27,80200
bca-a2f025e6374106f2adc799f0bb8d01f4,2024-12-11,-49600
bca-ade335f31ea4322245446e976fb87c00,2024-11-28,70200
bca-08850f1e5980ec595713c88dde0347d0,2024-12-01,37200
bca-7c99e771e88b57cfa53458cd966064cc,2024-11-26,33200
bca-d8780af357b98a0b9222a111e01a4ba6,2024-11-30,-4000
bca-40b4476da2f6095457587aa3fba32790,2024-12-03,84400
bca-9f77f7cba19b82778c3df52d2dd26341,2024-12-17,12000
bca-5822adfdcd3b858c234a35e917fc1ed8,2024-11-26,-12800
bca-033f20fdc6c0169eb422ad7e28ee0c5d,2024-12-12,87300
bca-d5c6e259a7900ea1434a138bbce12e9e,2024-12-05,96700
bca-880226c55f79b676b824fc935916b22d,2024-11-24,-14000
bca-27a7f1ff8c4905b10493d2b0fd8878a1,2024-12-11,-77500
bca-1323e5526a8607882888a3efbb52cb58,2024-12-06,30900
bca-159981ab2d13f25522f6728743bca339,2024-12-12,14900
bca-d568c6b50c5c66b3f61b3fd28dd27892,2024-12-02,57200
bca-50093ea8ff369c2d2dd9e200363f63e2,2024-12-06,91700
bca-ddbee9162cda3d5342fa533851b5cb72,2024-11-30,8900
bca-696d5d70604577ea469ce677fa34bd80,2024-11-27,26400
bca-ed0cbe4584c02159169b5c9994d0fb40,2024-12-08,77000
bca-12fbeb6852fe4966ce395d0a866b7505,2024-11-27,81700
bca-321b9b55483eff90545a3b1182f8ad18,2024-12-04,54100
bca-a5c6a3acef9fdc8786ac41b4863b019a,2024-12-01,-79400
bca-1a898205ec3ce488e0a3861fdeedbba7,2024-12-13,22500
bca-33e65edecbbaf8714137a108a022f571,2024-12-14,15100
bca-80dae0fc493dccf8cf7116cf08dbfbe4,2024-12-15,41400
bca-ed49ad0bb9707d7a76257f05b2fd4581,2024-12-03,98200
