BCAUniqueIdentifier,BCADate,BCAAmount
bca-6d5f8ffea90ae44ca80b0768b3befe73,2024-12-17,39100
bca-2983f798afd114d398caebd55c4c21a9,2024-10-31,-19700
bca-38fead37ee4e809a8c5ea44fe608c120,2024-08-29,-5000
bca-ecf29d279fc4a32359024835076bc029,2024-11-07,-41000
bca-e2bda93dc22cfc32949aec44aec17b91,2024-09-02,80600
bca-44156306fe86fbcd4104020a918dd27a,2024-09-16,11200
bca-c55a18c882c86fb4c624867f7c0e3fc3,2024-11-13,92800
bca-19d96164eddb48847560bee81695f6f3,2024-10-19,2500
bca-452c460d7a723d6b24b8dba454bd9717,2024-12-29,-21400
bca-9f0f921e4b6f8cd55ea98cb712bdacec,2024-09-28,-29100
bca-1c181aa13425f605f3b4d3b036e1b1c4,2024-10-17,77600
bca-dab1ffed653b920544bcf823eaad912b,2024-12-16,25000
bca-42711ddf563a283d23657d620d92c06c,2024-11-30,91300
bca-83f6ea2ff3a3d222f73f7ec0a85dcefe,2024-12-14,-72400
bca-1279c6c72e82241c302f1b96abe8628a,2024-10-31,-65800
bca-aa961bef2d22b1b818ea27956fe4124c,2024-10-01,72100
bca-ab6aa589ba20aa194555c18a9e661019,2024-10-22,-71400
bca-ac4dcdbb37ec5c04dc77b919408bc997,2024-09-22,39000
bca-3379082e7b18e87e504433596e648406,2024-11-05,-35800
bca-a6e97ad369d44a6108c57c716c283db4,2024-10-19,67600
bca-4a0fd1807ccb57765ed415a55515c4a5,2024-09-02,83900
bca-5cbc7278a9d05ff52115a3972f783f78,2024-09-26,63000
bca-3df23aaad2d0332ab85178cf53d1bce7,2024-11-26,16400
bca-c3206d4ee23f1b35eafa77b8ab3a70c6,2024-08-31,-16000
bca-0496f1f6d3d32ff7267b05405d8965f8,2024-09-28,-67100
bca-be82aa2b3b5df0a8cb093eb356a69df8,2024-11-14,3500
bca-7f62d95111fc01ecd4660bcc8b675b87,2024-09-28,96900
bca-ba659df516ebb232fb9b591a6f18a776,2024-08-29,-90200
bca-e67d4b16759206fc2ab273b70679deac,2024-12-12,7400
bca-f69f78316afd3899da0ca8f2520278ea,2024-09-08,82800
bca-3a3626860d1bb9195f7c85702d08aa46,2024-12-15,10300
bca-c1c6561145e3f5d721f219152e20ca28,2024-11-27,56000
bca-93a2949be1b7fba26a3d6732c97b6648,2024-12-22,2200
bca-9ad89b7cad8361c2fda36141c4c59ac2,2024-09-18,-51200
bca-899eb22a5b2daca51d349b71e048e3ab,2024-12-13,63000
bca-ffd4713bd8d6aa89815b5d75f5804abf,2024-09-23,30900
bca-9a6856a058d1dce0353a59c8a8f67bf6,2024-12-20,35100
bca-e0a439a3d01d62721d15a3b194ff981c,2024-09-04,32600
bca-305943b00d36d37d6648e01e97be41b1,2024-08-24,5500
bca-3a1bd43581892f0abbcc9261f9d18433,2024-11-18,89600
bca-d1cb96495e4c6294c4a4e95809e39ae3,2024-12-17,67600
bca-1ffd56510b1fc636398a0291ca38c4d0,2024-11-06,97700
bca-3f0e78df1d39932fa8f0e97eb9527b7a,2024-10-10,-16800
bca-b897dec3a9079bbc49774cdc3843a4bf,2024-10-29,-37500
bca-f92818479f7ef1b23e714b7589739a20,2024-11-10,-79100
bca-af6a554dd4e5d2ed98d9129b27c89973,2024-12-27,95800
bca-aac5084c5eaba04e039f77a421ce224b,2024-09-25,45700
bca-5963436e078d5ed32c8ae8c821a9267d,2024-11-11,12100
bca-5461c1b3cbfe11f46dceafa6541864a6,2024-10-29,12600
bca-034b1e853ceaf8b4b5251f59aa0f7605,2024-09-30,-17200
bca-da0613e656eea58d94e1816bfbcbdcf9,2024-10-05,89500
bca-24a9b0374f736f82d29cba76da4f78da,2024-09-28,-55400
bca-b31e30921ff1aa657cfe9297eb53f466,2024-09-02,92900
bca-942cf0c9625e787540b914af5e28152e,2024-12-08,92100
bca-b784744dde974e865f4a7a9770d46930,2024-09-12,53200
bca-da13fe5645a037e3b2ef9d0143872f19,2024-12-06,66600
bca-8debef53032ccf6baedc244412e4761b,2024-11-03,34000
bca-212d03b8bf1551ea6137c90b121cb59f,2024-10-24,18500
bca-8560412bc5d0e042183c91e5e27a5912,2024-10-03,6000
bca-c79743c01790b0ba15789b8b9fc00b8e,2024-09-12,-96700
bca-b76dc8194481a00949cea7493c5969bf,2024-09-11,60700
bca-c3f61bbcc7737f430812d8ab2a3053c7,2024-12-22,88700
bca-2ea55b37a6a2db35b8227a107176ed78,2024-08-27,37800
bca-1b6029f7dd793bf4549710ff01efbf17,2024-12-26,35300
bca-2bc726db2185f5ee927ca2486e084f5b,2024-09-20,66900
bca-0ebdd2318c0df33b791667250d57a5d4,2024-12-28,-77200
bca-aee38b91e47d614afa7d3397f710840f,2024-10-15,15100
bca-ee867e0fffd054c721063f36ecabb230,2024-10-20,23400
bca-daadd894a7dde1d207b060ba54296f5b,2024-11-12,-64900
bca-025472db4c7e04f4b664be45a06860a7,2024-10-04,75300
bca-ef79d4dcf84711c98d6ee9bf1ecea937,2024-10-01,6700
bca-3363922e9467f2a42d6ab29c963966e7,2024-09-26,33500
bca-7b5f7d0bb414c80a09bb845985459c81,2024-11-21,36700
bca-d8fbd094caea880ff45055595add98d0,2024-08-25,-55500
bca-881dd0a4cd3e7f1933bac8678f79092c,2024-12-17,14400
bca-f88936c5c1c5ed29cae9442bd1cec706,2024-10-01,-48100
bca-7215255f906faa3f2f9b056375419885,2024-10-02,-21700
bca-48504228623fb4cd71567f5c4a9292bd,2024-09-17,-29000
bca-576f685562a7cc6ae136827c8980cdbf,2024-11-10,44600
bca-4d6fdca6e5f588387c651951154a3797,2024-09-28,96800
bca-5b205a80d9df281ce8ae675473554e7b,2024-12-08,56700
bca-fff27139cf3c622686ea94ba7198cea3,2024-09-10,35100
bca-f96c2610f642ba88ddca2cc4dbdc535f,2024-12-30,-12000
bca-1605b87bf065cdce97ce75d39e45beae,2024-12-12,-20700
bca-6af03e44ac1a36df117d11184c7b9fb5,2024-10-04,45300
bca-463e40ffa7f9e1b15004b3bba3ba542c,2024-11-22,-99600
bca-76b746cee411e5a09efb85b2d22a359e,2024-10-19,94400
bca-9d59572a1b13d765d23a4c114ab1b2f3,2024-12-19,71100
bca-04b0128385a4ac1322131ab519754ad0,2024-12-04,-84700
bca-022e7527a5d23c1b7b30b24bc1f2b6f1,2024-08-28,-92900
bca-4525eb670b8056356d37d63c76f4bda3,2024-09-21,-83900
bca-be51d9068434397e561b569f0a9d70ec,2024-10-23,97100
bca-6b99bdc79837cfce0cc22d5bd0a5d53c,2024-10-27,81900
bca-78cee9eafaa578181e24ddcaff96f810,2024-12-19,48000
bca-4a49a621db52d12eb8cd08ccee485a53,2024-11-14,13500
bca-7f59a9a9f38d0597600391e6d6e9585e,2024-12-15,26400
bca-1f0821b18d119eb81476fdaade5137f0,2024-08-23,20800
bca-5d744860f0d0071af505f7bca17ab152,2024-09-12,57200
bca-d7d11ccb1324fdbed6d55fb453b1b265,2024-12-27,36200
bca-faadb6dfa65a8b4c6a39f96a7000801d,2024-10-16,-10500
bca-9a310db9b3f26002877ccd35fd24a413,2024-12-17,61800
bca-474db0fab8ca22bbf718fe67c9a374b4,2024-11-15,13300
bca-f77c64fd202f1e2ed797fb4aceca6324,2024-12-02,69800
bca-6aa6d8e0f1e0b1ffc2d791ed56c95305,2024-11-18,77200
bca-ca5828c7f74594a76d7e53f7ff8f81b1,2024-12-26,-46200
bca-7f80559d8969314d293af980bbe59b16,2024-11-09,-76100
bca-37cf363dca3e5b63507baa4f2c9c3076,2024-10-01,92100
bca-496c312d1068eb62a5225971e631e97e,2024-12-28,59200
bca-6ffc639a54ffe0bd242b37f0b6fba188,2024-10-17,-66900
bca-365bcd696c0a986b1dabe124c89eced8,2024-10-04,72700
bca-eb6620959e3755e4f35a862874ba111f,2024-09-02,-16200
bca-9516f0dc6ec24c8796ac067a3a39e07b,2024-10-04,17500
bca-87eaaa12175fa17ade8d29881a219633,2024-11-16,66400
bca-0ae376031dda34a99729fc3f9f7064b8,2024-10-14,81900
bca-992007c6090ac0901e0e1345258e5eaf,2024-09-29,7000
bca-53d9971c93bc379813b5ae7a6df6dc07,2024-10-30,56000
bca-975e2f3371367cf44a907a21fc916f38,2024-12-17,-88900
bca-1fb804172b53ce7d5f4925666bb600c8,2024-08-24,89900
bca-bfe81f7c8c0099d441f626914617f70c,2024-10-06,64100
bca-d807fc0d7fb40c936a1dd0139011fedc,2024-09-15,-83900
bca-71700b393bbd9e76ad3a1eb3c758a086,2024-11-20,55700
bca-e8cb793892b2d76d896edd70db6ad3ca,2024-12-30,4300
bca-157f94d452e6320c1be45a38ae80124e,2024-09-04,-13200
bca-ac708b60f025655ac876619f182d09f1,2024-11-01,30900
bca-a922aa07a3aa8ad2641703ee6a0bd323,2024-09-06,79400
bca-fe414750e7c37abb1f668a80e83604de,2024-09-20,-90200
bca-7a9316faa1dd37c1efcebabcca4c92db,2024-12-01,-16200
bca-506129a5edae8e39cec8c8e8ab57a15a,2024-09-15,96200
bca-30c22caa4281d5eb1fad9200eb76aa1b,2024-09-13,14700
bca-6cf177f836812fc2a5f38afd4d984f2c,2024-10-20,-43900
bca-1365fe066cdb920a55f6d4b71cd902a3,2024-10-28,97500
bca-a2e8b1a135ef8f6b2eb6487b4b649ba0,2024-10-04,31800
bca-36797d8a11509b17bf40cb5e6524ca88,2024-12-22,-77300
bca-66e5e940b1a3bd1c3cd775aa817b5ed4,2024-11-08,31400
bca-fbe83cacbc5347e76faa02fde614fa93,2024-09-02,71800
bca-cc36ade57422ce446f951f2cb86e9427,2024-11-28,-69900
bca-64095c24607618958f20555d7ac297b5,2024-12-30,-30200
bca-1ba8ee38d7e7141dd2c7d4865101cd20,2024-09-24,-92000
bca-2217de9fe6b7f477b27527fb528b7288,2024-09-01,-86700
bca-66a0ed743d103892db8b987ebcb007c7,2024-10-01,40200
bca-602fcfea0e02efd0211f1c77460d2561,2024-10-17,35400
bca-1139e82f36d41134398f9980c9c24553,2024-10-07,-91300
bca-d01d74219ac820029c04ff94bf33ee95,2024-09-16,86700
bca-3cf17e1e27f391abcefe1cd3de2ff9d8,2024-11-28,17400
bca-de8c837b9ce4799151a78667d87712fc,2024-09-15,51700
bca-15c4b62352c39caf3b76b6c1798fb909,2024-12-15,97100
bca-93195e3a78ffe198b1fd10042e19b171,2024-09-19,-43900
bca-585afe60de7bfcda62e211214848150b,2024-09-22,-10300
bca-1df3c587115f6113b74ff1d1ff58cdf3,2024-11-25,-92200
bca-86f522df7b83911f28ea1c1d5dbe6846,2024-08-26,-43500
bca-133abdf59336edc5c1e9960cffde051c,2024-08-22,24500
bca-1dcd8c3249f9782e4768afb5b108c9b5,2024-09-02,1800
bca-93077ca2189c553ffc9cbb63b603bc6c,2024-08-30,1300
bca-28af06b0f5353dd9e13594389b24af44,2024-11-08,82500
bca-fdaf13c6aaa31d0b788016e7d55ef55d,2024-11-08,49900
bca-79e161fa87671ab4c9753399c1a00022,2024-08-23,-9500
bca-3369ad8333ecc8b4aa98d707fc5b2b44,2024-08-23,-88300
bca-a53a0d2d21cb5a2d352ab33a7c5f3812,2024-12-25,40800
bca-59652d5e631dd4635a705b9f36249d3a,2024-09-26,89600
bca-191b0251ac375827a72662d15527fbe0,2024-10-29,55500
bca-10e57544f100e4ef158a346b02a11abd,2024-12-21,55700
bca-9c06e7d1fabca78b4d3a11675bc417c8,2024-09-29,89400
bca-c23d3925a0bc0dd8566f115a4367827e,2024-10-13,19000
bca-56d449fd9fcce8ea3216288b3b1c4986,2024-12-02,41800
bca-a174b8f63a76b5df9d662cbad4b3691c,2024-12-30,32900
bca-98446cbc04441c60b7271ec63a6d0cdb,2024-12-23,-48600
bca-65b9b246d1e2f888deced8a19ccb4944,2024-10-02,56100
bca-ae8d6cee67cbe5739f4d6cf10e80f296,2024-09-24,18200
bca-b9c15cde8193158dbe04e071998d4e7b,2024-08-31,77300
bca-6e03bc95bfd2503d73319f2936611e32,2024-10-18,89800
bca-67669a373e6b2a31cd647ff87b48bb56,2024-11-07,-30200
bca-238afa3e9de2f50f84e7b0be8d9f62fb,2024-08-30,34400
bca-ed278aef14c98dafbe7d401681029ac7,2024-11-29,27000
bca-63bd4b6916484ef73dca6b4827dcbe2d,2024-09-03,-42300
bca-893e4fd1d6361d4021bfe00be482f811,2024-11-11,53700
bca-ec4cc17d8ebb7f24c7b02fa88b7322d0,2024-12-01,-65700
bca-b21b6b6e82cda8cf67052465128591ea,2024-09-07,37100
bca-9cde3bcd232a077d12b3a9ec14ac3247,2024-09-27,96000
bca-fac93d59eec60e76c6765fb9f1c5ef48,2024-12-18,-60500
bca-90b47b155a7533960eae629d49b30787,2024-10-22,-81000
bca-bc5029033f73600e90894b390495b566,2024-08-22,35300
bca-6202a6ed8e9083ac85e7612d253913d5,2024-12-15,-36500
bca-4c6350515470c4a794d6837ba2c1cb4f,2024-12-17,-99800
bca-1c81527a340ad2f98723a519a4d30c6c,2024-12-18,-43100
bca-851dcbca4e4ef5fd3465a0d86cc939e1,2024-09-05,89000
bca-865dd9e18ddf69ec95e14947f807909b,2024-10-01,57200
bca-6761d2127fbc3c921633b274f73518a5,2024-10-01,3000
bca-793500a137429147fde223de21ff9fcd,2024-10-11,74500
bca-8eac1cf93d7b165809cacfd43fd08a54,2024-12-20,-64600
bca-f1a236dfb4d36c32352176b490d61df5,2024-12-22,52400
bca-1e97f16d4940b0a5a75ee419ba0facc0,2024-10-04,61000
bca-0cc8067a77d05651e22ece636e93d20d,2024-08-31,53200
bca-0629ac2d47d83042639a37580678acc4,2024-12-09,34400
bca-6f1b843cf4aa03500982650b01e9b837,2024-08-23,69500
bca-8b7fcd3777b550186c4b04485a03fc85,2024-09-05,74400
bca-2d32d8aca8dbbe6ef766fa188068644d,2024-11-04,-79900
bca-345deccfa6c9a1798c044b5328bb6996,2024-12-14,-82900
bca-f83541bfd50ceaf3d232b7b8015dce5e,2024-11-23,63100
bca-5f50f782989a701c9942bc7b78f51106,2024-09-06,12900
bca-f6f9bc9c944e40930785d2b8cab97d0c,2024-12-04,54100
bca-3c2b0de88d5535328a388c85109bb99b,2024-10-14,63000
bca-aafa7d663f201cf0f4c7b54ff70209bf,2024-11-27,63400
bca-73da70d31dd57fd1f3de7e1a8f23e656,2024-12-09,75600
bca-f2fee78a24893baa78cbdddb3306d012,2024-09-28,95400
bca-367eb2641968c45cef07ce1e81f0740f,2024-09-17,65400
bca-a08c2ca6b34681fa9bb68828737ee1e4,2024-11-03,78200
bca-462c278e5c27a77b8c4ffdded3ca88f3,2024-11-20,-87400
bca-f43acdd3cbe5ac42df80f4f782746f03,2024-12-16,-97600
bca-c6b4ccbbb30cf2ba8ca6661d30614843,2024-09-20,65300
bca-3a15c5e9c0856bf48df19ddc615ea2bd,2024-12-19,-13800
bca-98bcebcc5b7a041fd7217a73be7d75cf,2024-09-21,81700
bca-f046fef5176e315b75126f14a370905c,2024-12-09,41600
bca-b1d2e94f178318df6c5acfbe4a94f99b,2024-12-12,-87800
bca-e4bb40dcef3c6e55d1754a0022b8d857,2024-09-15,99700
bca-a1957160bcbc60e55aa26f99930b142d,2024-08-28,41500
bca-008df81fca4fc32fb623968cfb9292b3,2024-09-22,-11500
bca-78224fb731c257e98dfd79871509e880,2024-11-18,60000
bca-5e70eff23a0f449d147572611bb0411d,2024-11-09,61400
bca-dee2faa2753a3a3dc82de354cb4ee0a1,2024-09-15,10500
bca-ebfa14db96928b8fa4334f2573f38c36,2024-10-03,41300
bca-f20b94c682bc397cbf767ca6dfe62b38,2024-11-23,72800
bca-469efbd7e928043bc39bacd800d6c22a,2024-09-21,81500
bca-9c642c17e45469c5e7119d5351939db0,2024-11-06,35200
bca-0de8f8ec64d66b8d2365497fffb22d01,2024-09-18,12300
bca-c69c0811fe7242961e9846f89f7b6119,2024-09-17,30400
bca-04d846748765ab33c7943a5ee5bcd9c4,2024-09-04,69400
bca-83e000d444b1807c9fd773ac42740d24,2024-11-13,45900
bca-11549e94e36ee72d4f458d3254f73599,2024-12-13,70100
bca-157f3be5388345960c9abb1a98898c4b,2024-08-28,-76800
bca-fbdf9c77314d5113d294c90e27b9db14,2024-10-26,84700
bca-fa26d324674a82b3819094ceae00326f,2024-12-25,18200
bca-483ebf7bc97d817bb32dbf82bf6e7a60,2024-12-11,26300
bca-64187ac1218690a64410cc1a3d8ddec9,2024-11-29,56200
bca-ef5e0f85bcd801d47e3a7e07a5d5be79,2024-09-16,-70300
bca-b2d5b9418bfbcc90b2a9ea8d9e1c1e37,2024-09-06,-84700
bca-879df81e6aa083395268c7a79d30ed4a,2024-12-15,-3400
bca-a98d702ad4fddf5dd3df0e87d26df188,2024-09-27,-10700
bca-14d6a66b70a5b63f029a3042836826ec,2024-09-14,20100
bca-1e71ae6eaf45a0b0977fa8deb1c783b0,2024-09-12,-75400
bca-7370af8c6594b7f306160a6413dd554b,2024-11-26,9400
bca-f8dc58d4614e5c686ae752a31c323947,2024-08-27,19400
bca-7666a00d424311fa288518443ab2dac9,2024-10-13,-35300
bca-b5b18e8ecc1703bf54b1b335a4b4b401,2024-08-31,59200
bca-9aa87580fb575884a30d734fa8cfdad2,2024-08-26,80800
bca-4fe01dd7529c80dd11336019fead0ffa,2024-10-17,-91400
bca-66704ff4b30f68abe20a77d27b8ec3d5,2024-10-26,55100
bca-d378c284957fe99166ad02f7c30549a9,2024-09-18,77100
bca-f6fbda0e180597776dca9fc08f00a299,2024-10-13,60500
bca-ce102a939508cf11d8f68994b7f70b1a,2024-12-03,-12200
bca-80bec77a1983eb4988bb57415ca93762,2024-12-22,-81500
bca-10d70d6c078546247369f898f9c29990,2024-10-06,2400
bca-aed41caa6d26fd8abd9090a0cfcc0136,2024-08-28,-72100
bca-6ac108afbaa02f9b2426b762b8ad9903,2024-09-03,29400
bca-ed46895a141c2e2d2a387bb42f6afde0,2024-10-02,87200
bca-25ff6466ef27026ad5a3be03db9b4a0c,2024-10-19,13800
bca-f5393d2f3aeaa0f0de2c8b6fa39bad6c,2024-10-10,1700
bca-b3b608c252addc1e8d9e9c6da0233992,2024-08-24,38400
bca-faad5337c4f82bfd5b17694fb19dff56,2024-10-04,18800
bca-615a94f86ae204853cfe67042e4b2364,2024-09-14,96400
bca-20c192a74b81d9e0981c3bd4d4c9c74e,2024-11-19,72700
bca-72363c19f973b4f6277024bc2fbaf6f2,2024-09-12,-60900
bca-0b4a3d6555f82e0e70aadf774ce7ea20,2024-11-20,79900
bca-195155fb087045d842e0e87fd78a1233,2024-12-23,2600
bca-af3f767dfae8956d7519019cf2100f7e,2024-12-26,87300
bca-acb5875ee642e5cacfc59104aa2883f4,2024-10-14,43600
bca-ea6a37a1f3b8697b72e643f4d5f7b645,2024-08-22,23300
bca-95794b98e7af32e3ade50076375991e7,2024-09-26,-3500
bca-60dc117ea9cffdc5d0b1748601f6b3d0,2024-11-12,48300
bca-e29a0722f239b36f7a72ed3620a3ba8e,2024-12-13,17500
bca-e3aa34591a943aef2bd5876274159f3c,2024-10-10,-7700
bca-6d4d1ea11b3f16bc83dc76610f80eff1,2024-09-07,27900
bca-48333a8edb363c224049d0730a100927,2024-11-04,46100
bca-ad5ebdec750d1bdcf2d0f12b39d8087a,2024-09-10,-59000
bca-3633f3899ea0cd1584d5e4d56b4f6fca,2024-12-25,-16400
bca-975b824824725a2848a4f430aec09047,2024-12-04,23900
bca-e1ecf3bc1cc13b1778c8a9a188d631df,2024-10-09,-74800
bca-5296acfc3dd95f0b31f6e1ff411735b1,2024-11-12,1300
bca-70ad227549478e18b5d60c28fe5bdb1a,2024-08-22,-87000
bca-62562775cab551d8938684c4b2e880b6,2024-08-28,5400
bca-445b56b24578f63f62e700c718f22046,2024-11-08,7200
bca-38180756c8de67d4d48c481b9538c61a,2024-10-11,22400
bca-a2222ed909849c54cab0b893622a7260,2024-08-29,33200
bca-4e1fbba8cbbf91f4c162b29ddea49acf,2024-12-12,62700
bca-b1b70e27f2dc85dda749a3660bcae3ec,2024-09-17,69100
bca-6895d69de658b2f16c307ee3f2a22ff2,2024-10-03,-32800
bca-53b6bc86003ac82f09d16a667c21ddb1,2024-08-24,65400
bca-c71584aa8f8133231d72027802d34f76,2024-10-30,-59300
bca-8556a9e836e8e6e0ec0ce9cb02bddf2f,2024-11-13,55600
bca-5a071d179b28915aad4062bb2e8cd528,2024-09-30,54400
bca-72d5feb88fd8541c48ba06b46a86de56,2024-10-06,52000
bca-6ce21b35f2aeb15a14114e53b7e08476,2024-09-03,11500
bca-5d028a143aa17f93c1f52b6945b81f87,2024-09-24,-37300
bca-e3b581927a392685d638246286321a0f,2024-11-22,95600
bca-4a0aad09b5aeba0dbc25b2b4bac2fa25,2024-11-28,34500
bca-eb28ba5dbac0002b3cec0c3cc1259a42,2024-11-25,83400
bca-37cf79290fc989babdfb4c47838575a9,2024-10-06,81200
bca-b0d4a00323db41087a1d4410b6db5bd7,2024-11-26,11500
bca-fc3ead390c663204501587a04456d592,2024-10-04,64000
bca-15e11665a618c01bde1346332c8f236d,2024-10-28,16200
bca-23b8dca8a1e8e6c057029805c3b1ce1f,2024-10-02,-6100
bca-d2a116c1ec7c4b361d6289891741d21c,2024-11-09,43600
bca-b09b76051a32044d10ae79d21b213641,2024-12-18,57800
bca-4a3761a6550cf989d906e94e2841fa70,2024-09-02,43300
bca-2019777aebb5373d3cd05b393e4112e4,2024-12-29,44900
bca-f6dc727df53563b86c1dddcb9a8bb4fc,2024-11-28,-80400
bca-6f544fd8df8ad79d252c22a05a587869,2024-11-16,81600
bca-41eaeb478b6f0730d9e53c8db6954cf7,2024-11-22,92200
bca-3d966ac1d31529a5864c3dec755ceb2f,2024-08-22,99600
bca-df18c3f5d04134e3365bc92ad4c80d4e,2024-12-26,6900
bca-685b88a556383643f49c7d756397b9e6,2024-09-25,76600
bca-69737b54d5ad124f3bf294f51a1699fe,2024-11-26,55500
bca-ce1df171f0d7f340ae2825dcc9a3fcd1,2024-09-25,17800
bca-5d8764aa4257b55205e33ec879c8ade8,2024-11-05,-85700
bca-3bd90719eefa0058db15d3c3381f89da,2024-10-17,88700
bca-d074e1b858c9568e0a6cd0a3e65a4b6a,2024-10-29,11600
bca-6631905e789767b4d669c63a0ff42749,2024-09-19,-98600
bca-c143b63fd240195dcca18c356f09f45b,2024-12-12,69800
bca-8618f8cfa7957a8abd64a282ef35e849,2024-11-02,-77200
bca-282e78270110c1d05f265a8477764af9,2024-12-04,28900
bca-d426108a7c9ffd3a54135f414de01f97,2024-11-11,10600
bca-8290cb9d1224b135db7de0ee73176ed8,2024-10-25,52200
bca-b1d0dc63ba93fd72cf236f19183eacd6,2024-12-08,10000
bca-9c3ea523fd3390947c8f594313593bed,2024-11-04,50500
bca-3d97907db82a4b694167ea8e71ecc2ef,2024-11-09,35100
bca-c140c0c23db29b7000929b043052dd84,2024-12-14,72600
bca-2f22d494b688fc465570b79509f24f25,2024-11-22,75500
bca-56f903e366ff7cfb1295f609c340f0ee,2024-11-13,51600
bca-0a3488051a94ab49d564459753dbedfb,2024-10-02,11100
bca-c6b81e3bbc8fff28ddc5bf7aef365335,2024-12-09,-54400
bca-ec379703b8e70415f04abd188e6f82f0,2024-11-11,84400
bca-b88344546141bffebe0138463180b8fe,2024-10-25,61000
bca-f46dcbadc7c93d37764b58f15a19d131,2024-10-09,-20000
bca-6ed0e1f215a930d1a5dc38dcebf76a8d,2024-11-08,-63400
bca-94237d8b4a7bd6725ceae2e02ff696ee,2024-12-03,38500
bca-3ab51d89031b14e69507cf74bc4623a6,2024-10-08,87400
bca-627e0e57c764f2dfaa4d538ff60e8972,2024-11-04,84700
bca-b07ecefb5507fcae5ee78074bfb37995,2024-10-21,82200
bca-841da0c1faf70be2bdad59f12cbbe82b,2024-10-19,17900
bca-4197840c3686f0dbdf150e4958b8ee3e,2024-09-26,78100
bca-bdaae6373c507554bd8e1f151e08f9f3,2024-11-24,-85700
bca-3dd1074b90b9deb3a52debd0b0ca5349,2024-11-18,52700
bca-e5d0bb01bf4345f7c146f69dc4d1b309,2024-08-25,-35400
bca-a2e1754f09adb24fc17c821d7c040c44,2024-12-29,19000
bca-de984ad200828b392af4cb4eda4b27c7,2024-11-06,95400
bca-4b9673e6b4520c4ca508998b594a1cb3,2024-09-28,79500
bca-305d94b5c327abb22934883a74765f47,2024-11-21,-78600
bca-bcb5f69853b92b54185a1c7c70eb185c,2024-12-05,-60200
bca-1e25e1488e7098c06ec20ad6784bc9e9,2024-11-30,-50400
bca-176a3a60e9bc90480b0f6ff33ec0cc86,2024-08-30,48900
bca-bffc6a1d820a8e6b1c2f477cd504347c,2024-09-03,94600
bca-8a9143b6d4bba4b30ea8a7b75defe309,2024-08-25,50400
bca-92c5e3f5aa50a46da39319db98fb183b,2024-09-04,45700
bca-bb099d65a594e286a4ce3c3749054b99,2024-09-18,45400
bca-b38ac4ee7d4abaca335256785ed7fe86,2024-10-31,43400
bca-4a8eddaf0c73c24d88c5b5f64979a6ac,2024-12-25,65000
bca-a835779f687c932e111d6d1dee347224,2024-11-03,-95800
bca-4424a1c8d5ab0414e73549582d4737bf,2024-11-17,41800
bca-bac9096e179bc93a6780fb8b7addf264,2024-09-16,61900
bca-adbe27ff777c70dd5c13c978daddf3a7,2024-11-27,40900
bca-32710650e434c6bd0629043cd646bb50,2024-11-24,50900
bca-b52df2d782a7d404f8aaddedf465d459,2024-10-20,79400
