BCAUniqueIdentifier,BCADate,BCAAmount
bca-6da5940a3908817a6a925fa74b98cc98,2024-11-19,48500
bca-39907a160d09744d7c8bcb9bab25ce55,2024-10-16,13500
bca-34114501ff47dcb379328f6d96847d08,2024-11-20,-33300
bca-da60744d4733de0b23c351113b86edfc,2024-10-29,23500
bca-4545e2c69d0a217db3f2ee1d61cf99fe,2024-09-08,67000
bca-3584e5b3f9a5b9c7fbcdb4d19ff2d5f5,2024-09-18,49500
bca-ab0d8889b256222476e700daeb517729,2024-09-06,4000
bca-7e1a86c37b8ad05eae07da1924dd266e,2024-08-19,-72200
bca-213cb1b866caa4c292be03895fd31af7,2024-08-16,-62900
bca-5514a3d83ef71f0ce96cb81d9cc7f11b,2024-11-12,-62100
bca-055e9e05077092e5ccbc36f8ab5a645d,2024-09-08,23000
bca-88b9596dfc670b13238d093aaab04129,2024-12-08,65300
bca-be7bf9b383004031f586f35fde52fd76,2024-09-06,11600
bca-ed7c69e91b02ca7fb90635b6ad3af567,2024-11-28,8900
bca-16135eace454a51ddce0bd1734f2358f,2024-08-17,25300
bca-3300dc71951ba6d5761281e13b2a3933,2024-09-19,99700
bca-4be1ddcf4d3dfc0affa0bfb2d236c15d,2024-09-11,14900
bca-d81fe4f89c182e5710b88f49196c719d,2024-10-05,65200
bca-10b866a45b2c574e72b97abac11e0bcf,2024-08-25,80100
bca-8ccd4f45b0c2bf8cdcf78914eef2fa59,2024-11-05,-31400
bca-ba27e0b4553450388b86d04d06bbb5f2,2024-08-15,-83300
bca-831e5199c2817f8cc3f23f53cf59a813,2024-11-18,35600
bca-b1597cdf292dd9c8e5d71c853f800658,2024-09-15,55600
bca-407ba545f37f3f4ebdec83438acffabf,2024-09-28,80100
bca-3950cae5339e2e74d74ecb63a9329c53,2024-11-15,56700
bca-62cb423c18eefcab0e2ec35328d53967,2024-12-03,44700
bca-1f4ebe5447b6b3c9f6a8fc773711971d,2024-10-24,-1800
bca-1cbbf753a78e7f7b1022b1c009b6cb0a,2024-12-05,-92200
bca-f4f1ef9adbf0c5e524288e20620f5493,2024-09-21,8300
bca-07a07de4f01711830cb38411d09c0da6,2024-12-08,84100
bca-5b09ca42fa232b4a6834e01a0e985e88,2024-12-08,-45100
bca-b4a9bdf817b8e54bb86fac823dfe4f1f,2024-12-02,33100
bca-21a71c1dc16093a1148270832e694528,2024-09-05,36500
bca-fa9a4564a65ef106e872b72d1c71e28e,2024-10-31,52900
bca-9106f1cec3a6d2fdf572a3e867c866a6,2024-09-26,70300
bca-f8f0e4610bf4b9e4fd5ed07167d1240b,2024-10-24,42500
bca-568ff227e48e69a247751486f43e579d,2024-10-16,71900
bca-d596d0a0a5b25780ff57ddc4107d34d4,2024-11-13,34300
bca-f4ddd1fb55f62bd3beed1298ffad9b3b,2024-12-04,-15300
bca-210518f4cc33f7299883e91b54e33554,2024-09-24,89400
bca-f03ecf23f8ac08f787ae7bad63b1468f,2024-11-16,28900
bca-deff0e077f54c4f87882af69ab9e7015,2024-09-15,-42800
bca-84832c3fac0a227099f79dd2dda31f2a,2024-09-17,3600
bca-40b74c8bc392dbe4a86ca53b1f619336,2024-09-29,69400
bca-9e27a5a12c55c04ed5fcf30b9e901eae,2024-11-16,-17800
bca-c58b499f7bd12a3590b4127201042562,2024-11-14,23100
bca-b78045af15bae87594a9d9b71926d54f,2024-09-17,-8200
bca-23fa9dbff9d8db985399575abf7f3fc3,2024-11-05,91200
bca-9733b55591ddca0a17c0e627584c7c56,2024-12-11,93400
bca-89bd8412cdbdb5876599fdc4b2412da4,2024-12-10,41500
bca-adcf743f0a796675994c4d5ae2c6f683,2024-11-17,-71700
bca-adf8877d3874986d662d8426654fadde,2024-10-25,-22000
bca-4bd889e24579ca2be8ec0e373daefebc,2024-10-14,-91700
bca-317fc10061c05b8dac27276d0e7b9656,2024-09-03,75400
bca-01f4ad8baba97b17520f5b5fea93c23d,2024-08-27,67500
bca-f7b1f256bebfd22c3fe24481ca9f6eff,2024-11-06,-82000
bca-748a3cfe4e14b8db7dba3e878a2cf5c4,2024-09-22,28000
bca-fc95fa1684a70f351cd46fb9a4509862,2024-12-11,63600
bca-e55a280ea787db4f2164f9addc0b031f,2024-08-14,13200
bca-271aeae8ef4c081a614e113e8fe88e39,2024-09-30,-87200
bca-811cc1d75143fc59c8a2c94f8c6b46cc,2024-09-17,-56700
bca-b17f7f2750dc937e148179ad484dc3db,2024-09-15,69300
bca-770be5f393e2b63a037d2b7867a37103,2024-12-09,56900
bca-3f22b2c46590b8a993bdd71f359d2e16,2024-10-26,-1800
bca-13c127fefd0422f1a2b943a12c1da93c,2024-08-14,-11900
bca-09ae2830a69e82db313586e75a24e9e7,2024-10-24,32800
bca-a52ca461a4c1b8d00462b2c57a6fb206,2024-10-25,83500
bca-126517dd8bed7977aced601e27078e61,2024-10-19,16100
bca-90154855334cf8467f231fd57335045f,2024-11-09,97500
bca-0a8e674f9dba32d0041dfb4e26467809,2024-10-12,81100
bca-4fba8a9cb44214d04123b432a38d3952,2024-08-20,19800
bca-dac3244d6bb2dfc8456cee44706a0e80,2024-11-13,17700
bca-56c73519ae9e2076a362b5d5a0e65bb0,2024-10-08,65700
bca-bdf9599b3b543637cf6b658d5753fe3c,2024-11-12,-93600
bca-0b38206fda135e8425d6e3e8dcb71ddc,2024-11-10,45900
bca-fcbd79b45882e8d862d265de4926f704,2024-10-24,62400
bca-bb95b199231a0df71bf7da2a9fd14cd8,2024-09-30,66000
bca-22fe6f9426eaa747e0f69563a176cdf1,2024-09-21,90400
bca-a0702795362eab45386b53096ae8e8ed,2024-10-07,7700
bca-7362c039353f4d603f60e1ec029c38b7,2024-11-14,35500
bca-0f7388f144d0cc929613aa26a8044171,2024-09-08,22500
bca-5fd59e2d892bc0159d61a8789af68b22,2024-12-04,-93300
bca-799bc1bc641f1757828e677513e5e86a,2024-09-27,82900
bca-e55ecb5d7a35dffe6bc328dc24b309ae,2024-11-19,45200
bca-76ca874c47dc3d04621d7b89145416d1,2024-11-18,88500
bca-b6313ee72f3b75717a6994c6e38c1f63,2024-09-26,52100
bca-e498d0c45ba3491b01adc7fdfb5e0b72,2024-10-07,74900
bca-1491b2352c68731b94841d94978491db,2024-08-21,39200
bca-4849e96bd218edc534cfd894effd6708,2024-11-07,44500
bca-63bebec3f373df18cd867f375444fedb,2024-08-25,5100
bca-c9672a1246731d07024fa00a937cd46c,2024-12-04,80800
bca-8ffee052a9b4a77e456ea010bd673ca2,2024-09-21,45000
bca-ec5676b560eab1b664c54b063949b9a6,2024-12-07,25000
bca-efee4d1586031ad7aaeb5e939408bd77,2024-09-01,92000
bca-484a55aa388869d35b68a74a5d66aee1,2024-11-18,82200
bca-eab2ebe395c2788b0c4c415707fe82e6,2024-11-04,-29400
bca-6b7c7076ab54573479f06225a06237c6,2024-10-03,5200
bca-5981fabd28c0b4b2282ed3460c114aa8,2024-09-18,-95400
bca-f0bb31497046380dbafb5e22c9bac213,2024-08-14,66300
bca-5e2bda388b7cb84bd6f09f2bb2f15744,2024-09-16,30800
bca-32f3c86495199cdbb2835c6e2969ffaf,2024-09-24,13300
bca-a12b9bee826bd9800db9c11443a4ad06,2024-08-19,33500
bca-e8de452ea7c25cd5217a0f0323097651,2024-10-01,-75600
bca-0a276b71b9e01333b2965435821e5626,2024-09-08,-45600
bca-0b93b71d11ea3f9808e5c20adff28b89,2024-12-09,42000
bca-92594d32ae175fdf6b57b9ad962b02f0,2024-08-28,84600
bca-940fc8c4982ee290b106c212886c8db1,2024-09-25,86100
bca-8cbc17d00ecc322692e9dc54e8d9997b,2024-10-10,42900
bca-84b0d48b51f549ca9e3e14e340885892,2024-11-07,76200
bca-c9e456d6b696fa8d6593912ad943db14,2024-12-01,2500
bca-f90b80b46d8628fe9d2b165d718dc12e,2024-09-07,97900
bca-dd52430b539dda14c982c5079009e3a8,2024-09-06,29900
bca-1e07564df7cf19ce91b666b5a1af865f,2024-11-26,55100
bca-82929dd2b0ac2f8e64c1bb1534e76c19,2024-10-14,36100
bca-fc22eb6b1264eee15c90d8378379beb4,2024-09-06,39200
bca-f57dce79518e1d64eadf22705f540342,2024-08-19,-69800
bca-c689653b3eff91fc5419b7f4e6212550,2024-09-11,1600
bca-deca4fadc06a4c8b493fc311d818c04c,2024-08-16,-90500
bca-65cc29b74d4b8c08f9703b49cd4db662,2024-09-22,-41800
bca-0ad27ffd610ee358a81e9159ff7cc2af,2024-12-03,30900
bca-47a0ddfee97f508bb7b54ba387f425f6,2024-10-01,-29800
bca-89eec0d151f3e74789c83b5e65699a32,2024-10-17,-80300
bca-faff86eed958e8ec6d87d8e8624fad6a,2024-12-03,52700
bca-6907e21ad2b768dd4cd999d02c9495ba,2024-11-03,-10300
bca-163e4299eebfae986f58477bc5b02949,2024-11-14,-66300
bca-ae34cda4a7a8494fa258f6df4cac0434,2024-09-17,38500
bca-508b35a33a0a1169c05754c23ab84dde,2024-12-09,43000
bca-6e965217ac3b9e57ce8b3be2665d1990,2024-10-24,65200
bca-aaac6373d1439201438b68b961b4a951,2024-09-24,64900
bca-07ea0b66f741169afcfec1b0b942e87f,2024-10-07,9300
bca-5a93ea8ed285fa65784f6216ba83a817,2024-08-15,51000
bca-fcbc575a967aff0839ac8f9eb27c8beb,2024-09-22,6400
bca-d0eac4958d8510734ea41ec63ab64cf7,2024-09-23,18500
bca-2e97f70421f4bccbacde7b2bc685eb38,2024-10-05,80100
bca-0286a759588b1358ae1c522572f43a18,2024-11-26,89700
bca-801a1a5ae66ce4a741e0a6e782c90d6d,2024-09-13,34900
bca-60027d57a71ce0f4a9529917a06dfdd3,2024-11-24,5700
bca-8947257657350eb03ef43827b2f30be0,2024-11-23,61100
bca-71607ac20cffd386c59d6c48ba395bd0,2024-10-02,96400
bca-5c0da16446a098781f316be8a52611af,2024-12-12,46500
bca-97a2796537c2ac0a3f0cfbfde016415e,2024-11-29,-48400
bca-5c0743d738eb039107a1b440821883b6,2024-11-23,61300
bca-ba2add8b9f4f5e698350e5bff8e4fae0,2024-08-24,12600
bca-b1b0c7f59a90b89fdc070178e9a05fe8,2024-12-06,-54700
bca-a0f11da2a412593bb354ff9ff0c39e54,2024-10-12,32900
bca-d0a953defb68216ac6d8b7579fceac91,2024-08-19,-68900
bca-57aff8ea0df1a693c6174ff3533369b1,2024-12-12,18400
bca-6fecf2b028db2e50cbcaa936a9f58ec8,2024-11-02,98700
bca-651c207e643c6b222a4db0f031898958,2024-08-21,63600
bca-65d03b6841320c646509e64592a573a2,2024-11-15,66100
bca-8976f35ce2866f48a478df79a38d9810,2024-11-14,26600
bca-788431e0b4fb752c3abcd150c8be559c,2024-08-25,-3100
bca-286baf0bb8044201e80715d6470082ec,2024-11-01,72600
bca-dc2f3cd7a70df1bf67b2233ec1008af7,2024-12-08,6000
bca-1ce6c06de58d225b0088328133c3bf8f,2024-12-03,78400
bca-62607e14f22c5b327748edd41ed168be,2024-11-17,37000
bca-680e2c374e97219de8a79f4763ff6bf9,2024-08-14,92200
bca-00d7c162505b2bcb9b051bfacacac3cd,2024-10-04,52400
bca-c9bf7def814a55ada2c6eb3cec656b90,2024-11-30,-89000
bca-a2dd974e2f8001f660c9cb6c43f9ea3c,2024-11-05,-52700
bca-c464594dbdb983731311b24f36081eb0,2024-10-25,86500
bca-df3b439dfee575117ce82b5264ef4f3a,2024-10-01,52300
bca-b77cff15862ab622bec9bbdb1c4b98e7,2024-12-01,56900
bca-1912b60acd4288015c00ad8589127c68,2024-10-29,21000
bca-8793c48b875a70a0eff69e737c4db38e,2024-11-28,55900
bca-48384aa7c67da1674e9d731d80783170,2024-09-08,58400
bca-e763a3946197d8a0bb2f42ced9d4cf7d,2024-11-18,86300
bca-17111f2e484d7c13cae28ed64df2ac4d,2024-11-27,42900
bca-a2594a2475e4f6c4a84a21f2ec8edd05,2024-09-29,33400
bca-8e85ef0cb0698310a3b71a3a38a2fede,2024-10-24,94900
bca-162dd20cdc88023799315b636ac1bb0c,2024-10-31,-8500
bca-7fb2710cfd73f269df8c2ad73871bb36,2024-11-17,18900
bca-843a0148662feacf5fc81b714e0b9754,2024-09-27,5400
bca-22f4299082b669b955317701f01bc195,2024-10-11,54500
bca-26648b3c1d0152b0a3f3b108be22f2ce,2024-12-12,-91000
bca-57f12e40c31f12aae426fbd98c323ea3,2024-12-07,91100
bca-44eacf79a5804ba4894f6fa6dc54a488,2024-10-27,-76700
bca-b25f3b263cd04eddab7e4e0a0929a89b,2024-12-02,29100
bca-1e51c0d44f4e43d3daf39479ef2bd84f,2024-09-27,4600
bca-e222832dac1fd5a7271dde57997c3fe9,2024-09-10,9500
bca-91f56cf075b7d0a38396e0e669b99af6,2024-12-03,65300
bca-8dfe6bcd02ec0d145671235a21b52bef,2024-11-26,-31000
bca-a8d5f0d9b5ecbe93b55da5aedeab747f,2024-10-16,35900
bca-96549269996f7005f1b41cbd481da2ce,2024-10-13,52500
bca-80c9a6a1e368e57df58017f536234645,2024-08-30,88700
bca-8290ce83b6420da1275d404e9c4926c3,2024-10-01,78800
bca-d1eb5d544f78b0e184f5018b780bad5e,2024-11-04,23800
bca-084a5502ce488fd4b4c0a2d97739b294,2024-11-22,-34300
bca-95d24907c9d881300502f0e2de422cd8,2024-10-27,52200
bca-c5e340920b0260017bb8b15f3af50667,2024-09-16,-26700
bca-2f498193859e465801ee630199b971b1,2024-08-21,40100
bca-0dbe0288ca74d514833a75164ac18fa2,2024-11-05,-50500
bca-2b681179e1ebb7cf4971090e50572935,2024-09-17,32500
bca-493231c82738f576af75ae99ba8def0b,2024-10-21,-89100
bca-5197683e363ce3ed0e889a86bb3febab,2024-08-27,90300
bca-fb158c521b0a26914ed02a7fd5445b90,2024-11-29,91900
bca-aa60dee9aa04cbb85341553cd56e03f7,2024-10-14,62100
bca-bbc6f8387b77036b4c6505705b6a9aa8,2024-12-12,-30800
bca-b586469d48c4940c09959d171b95ec4b,2024-11-03,87600
bca-169333ec7fdedce0c568570a4c2abb26,2024-10-01,-28700
bca-13c8bae3a96ee0678c8f39acb51b844d,2024-10-31,19000
bca-8fa9d03620299fd03b8fe44f8cda5d59,2024-10-24,56900
bca-ad98f323715836d20d0da8d593821c4a,2024-09-13,3000
bca-f3c9d505d38942ded1358a41e5676107,2024-09-19,65400
bca-3b8a99e3e62e8bf87350305bf77bfc24,2024-10-11,-4400
bca-f8bebc7b409e416bda4983d21dd9c08d,2024-09-17,38300
bca-c7576911f6312272d71da9ba940d5f2d,2024-09-30,-37900
bca-44fc9a45c597b0d667c19f51d558b92c,2024-10-27,-46700
bca-a5435ae68f43c34b87983970aaeb975b,2024-09-10,-68400
bca-a9167fa88263c4d0036c4f5927621bd6,2024-10-19,40800
bca-4df1a8e8bbc425fcc14d476db2594919,2024-09-20,99800
bca-a6b72d896da8467155252b53d8af4d5a,2024-10-06,52200
bca-1d763183e99a68d838fb6d13350ac21d,2024-11-20,58600
bca-38784036de16dc68d5b892e18a5ef2a7,2024-10-22,50900
bca-d4f9796e6b651163fc7be876b33e9bb2,2024-11-23,-31400
bca-1dc9f92093204ecdf1ea054db8b6e4cc,2024-08-26,62100
bca-9ee6d2f2727bc5d2e384c67c7ff26acb,2024-09-02,-68100
bca-5818c7c1c0bc9a1497964a5365cfa1e5,2024-10-31,79500
bca-77d7e9905b58fad9795a7c4f778998bf,2024-09-07,48800
bca-b019f696f952871bd9135e77202ed821,2024-10-06,-26300
bca-e4770c0c7163ec3b14a81fbbbca2cce7,2024-11-05,57300
bca-31db0b50eeac90d4793be3959bb034e8,2024-11-10,93100
bca-f006984348696ac019132ce6611326ce,2024-10-04,75800
bca-de03b8d22d20c92719f6acd17370c91b,2024-10-13,-30700
bca-a7984940dda9b31ecae4d0cf50852dea,2024-09-23,9000
bca-621b8396a8393396b50eded902e4262d,2024-09-17,85300
bca-e145984767e263cc6df4e9d1bf159858,2024-12-02,-3000
bca-d954babaf0d13b1af8934b0f9028cca5,2024-09-09,73500
bca-66c46593a7770f0dcf564769475112bb,2024-11-23,-92300
bca-0bfe63b72b8eca9e8eb8c1cce0446e51,2024-09-12,-24100
bca-d30f99e87d7a02a5ca59e1a7f678acf3,2024-11-16,-59800
bca-04777994968fcaa402fbbaebb9713120,2024-11-03,49800
bca-b697ebd2776c330a9100bfd919c497aa,2024-08-14,36000
bca-cedea42513e582add6be24f5935c8ae3,2024-11-16,35200
bca-7fee7c8d70dd616399a39229281cc54e,2024-11-09,14300
bca-1d65f1b4bb3e74e3ef49114505d97890,2024-10-21,-84100
bca-13459276c7c6194e4d7062d6256af811,2024-08-14,27000
bca-d03e68eb582ebd3915fe441adee3f842,2024-09-04,75900
bca-bbd1d77d8d62c5fc4b2e8c9a3092e787,2024-10-28,46600
bca-d40020b736a04f856c836cbabef3f57b,2024-10-08,73200
bca-dbeffa090bd9a8633f811109c364f671,2024-11-10,14600
bca-340116b14cee5234825bd3b1aee3c646,2024-10-07,13000
bca-97c8722383eff4accb05bbef07798e1a,2024-12-03,47600
bca-eb320d145543a8c118e68cf30b07e77d,2024-12-12,46000
bca-c8639b902a61c331f4c039d982bdc6ae,2024-10-29,95200
bca-4098fee6cc9b3ee5f176faab51ec61bf,2024-12-06,-46800
bca-61926421f8d8112a421e608d2be3f7f3,2024-09-14,4500
bca-87b1701e77f6f693ea956d7b104084dd,2024-12-11,91000
bca-6a79f82226facb174ba36df2cda0c4e7,2024-10-22,68600
bca-091a82477897d89e685142eb08dfb842,2024-08-31,98300
bca-fa5cdd5267ff81f762c175c1799adb67,2024-11-27,57700
bca-d4236529e4ff20c18d5eeba5c229f5eb,2024-09-11,42500
bca-da0afba51bf12f68629bc28623161e7d,2024-11-04,-73800
bca-86972e5571629ee762068b0410967e1a,2024-12-10,86900
bca-004820b874df271a55e917470be036b5,2024-11-07,49800
bca-495a7c2e35d17cd056c788a4ee3bd6ba,2024-08-15,87800
bca-8c094d99b944718d0e77a7720f51c5a9,2024-12-01,-51100
bca-b9a02f7a755995492f18e5c5c74f4c02,2024-12-05,77400
bca-d7a35c99f3c7039aed62bb091644c390,2024-11-03,89500
bca-dbbfe43e3731a142400dca9cbc76a6f0,2024-10-12,93400
bca-3a3cc3a58136814471dea192cb25d051,2024-11-21,44400
bca-0b91f61554fae1271d54d2a90be590a5,2024-09-21,54800
bca-03a78090554431db7c7573db6d3e10f8,2024-10-01,47200
bca-f2d0313f43c97010263977f2fb7cc9f8,2024-10-14,46700
bca-ca1043c4e5fe5683cff2f08d112f0c82,2024-09-07,-6700
bca-22352ba0b5175f48918cf9b8c73f365d,2024-12-04,33400
bca-dfe692b2d1ce83d758f81157ff181e68,2024-11-07,18700
bca-54009963095a668437c0cfe3a7a851b5,2024-08-27,61300
bca-d1099dc97f2ab8b4b30d85a186204f59,2024-12-09,38400
